TC-R4013

VEHICLE
NUMBER     CAPACITY
   100     385

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       88      100        4           430         805               5
        2       63       64        7           490         815               5
        3       46       31        7           216         444               5
        4       69       11        6           429         807               5
        5       11       19        7           225         468               5
        6       11       73        8           292         577               5
        7       29       18        9           161         558               5
        8       98       66        3           342         603               5
        9       70       20        2           284         561               5
       10       72       79        4           486         753               5
       11       36       76        2           118         452               5
       12       61       47       10           478         863               5
       13       59       69        3           240         515               5
       14        4       34       99           215         454               5
       15       79       65        3           290         513               5
       16       92       70        2           437         647               5
       17       24       21        9           327         536               5
       18       35       26        5           191         499               5
       19       15        0        9           270         575               5
       20       92        5        4           482         726               5
       21       90       11        7           430         668               5
       22        4       11       10           252         497               5
       23       74       68        8           406         627               5
       24       56       76        7           457         734               5
       25       12       92        9           445         811               5
       26       43       23        4           455         850               5
       27       12       25        7           500         900               5
       28       50        4       64           426         646               5
       29       97       46        7           421         732               5
       30       63       50        8           162         521               5
       31       88       94       60           230         485               5
       32       68        1        8           255         625               5
       33       65       89        8           413         792               5
       34       64       10       10           264         638               5
       35       95       78        3           262         491               5
       36       33       99        2           170         460               5
       37       91       54        2           343         547               5
       38       67        0       10           239         521               5
       39       53       77        9           303         638               5
       40        8       39        3           254         629               5
       41       57       47        8           244         627               5
       42       47       87        6           444         783               5
       43       43       72        6           316         708               5
       44       59       16        1           263         501               5
       45       15       11       61           203         487               5
       46       24       53        1           493         854               5
       47       36       41        1            60         412               5
       48       95        0       72           204         468               5
       49       69       83        3           315         564               5
       50       78       13        8           194         404               5
       51       94       13        1           312         593               5
       52       23       19       10            98         438               5
       53       10       45        1           176         441               5
       54       50        7        1           449         796               5
       55       70       92       83           135         514               5
       56       15       68       54           446         845               5
       57       64       24        3           191         588               5
       58       73       56        6           232         516               5
       59       73       75        5           250         616               5
       60       56       12       10           243         532               5
       61       45       43        7           207         428               5
       62       76       29        2           172         489               5
       63       30       13        4           488         797               5
       64       85       10       72            33         381               5
       65       42       29        5           497         736               5
       66       64       53       79           154         548               5
       67        5       89        3           435         733               5
       68       52       14        3           252         618               5
       69       26       49        8           456         810               5
       70       71       10        7           152         466               5
       71       24       30        8           403         691               5
       72       81       19       10           309         526               5
       73       46       89        4           439         743               5
       74       45       64        2           294         686               5
       75       75       82       10           442         738               5
       76        3       63       10           489         813               5
       77       90        5        6           408         704               5
       78       21       33        9           188         457               5
       79       42       14       10           405         663               5
       80      100       49        7           273         673               5
       81      100       47       91           425         751               5
       82       53       20        8           225         542               5
       83       40       32       50           411         735               5
       84       23       79       88           480         788               5
       85       36       19        4           396         644               5
       86       46       40        3           453         759               5
       87       34       19       10           438         777               5
       88        4      100        9           171         388               5
       89       89       25        6           330         650               5
       90       74       26       78           284         633               5
       91       64       49        4           279         499               5
       92       99       35        7           426         766               5
       93       85       30        7           260         625               5
       94       88       14       89           483         785               5
       95       34       72       59           461         789               5
       96       87       58        5           418         658               5
       97       45       43        5           235         475               5
       98       68       72       10           108         340               5
       99       93        7        5           401         670               5
      100       49       78        9           303         552               5
