TC-RC1346

VEHICLE
NUMBER     CAPACITY
   100     61

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       45       25        0             0        1000               0
        1       73       96        8           308         397               5
        2       72       79        5           666         735               5
        3       86       16        6           257         356               5
        4       72       50        5           527         610               5
        5       50       65       10           405         501               5
        6       57       20        8           126         211               5
        7       83       76       10           437         504               5
        8       21       77        8           519         612               5
        9       60       35        5           467         574               5
       10       99       81        7            56         179               5
       11       33       53        9           147         254               5
       12       74       49        6           644         788               5
       13       80        2        9           428         500               5
       14       59       21        9           569         642               5
       15       79       42        5            33         118               5
       16       38       59        6           563         634               5
       17       69       36        8           216         356               5
       18       40       35        9           180         319               5
       19       91       74       10           152         289               5
       20       51       68        6           198         348               5
       21       72       61        7           667         769               5
       22       78       73        5           137         265               5
       23       75       43        7           402         480               5
       24       31       34        9           521         596               5
       25       55       93        6           210         292               5
       26        5       20        9           610         724               5
       27       26       68        6           454         586               5
       28       86       27        7           389         526               5
       29       88       92       10           665         727               5
       30       59       78        5           730         806               5
       31       55       61        6           597         664               5
       32        2       15        7           326         450               5
       33       54       96       10           326         447               5
       34       79       52       10           672         770               5
       35       34       30        7           215         312               5
       36       70       50        8            19         147               5
       37       73       49        9           185         246               5
       38       63       54        8           696         839               5
       39       78       57        5           476         547               5
       40       86       65        7           420         566               5
       41       30       75        8           647         749               5
       42       85       86        7           288         420               5
       43        9       32        7           732         877               5
       44        4       20        9           382         438               5
       45       67       67        8           596         741               5
       46        9       43        5            95         201               5
       47       34       87        6           183         331               5
       48       99       29       10           681         748               5
       49       68       51        7           351         493               5
       50       94       51        7           535         680               5
       51       38       83        8           686         823               5
       52       97       46        5           255         382               5
       53       53       61        8           347         459               5
       54       69       54        7           609         743               5
       55       78       68       10           372         477               5
       56       79       74        5           218         276               5
       57        4       10        9           707         852               5
       58       18       82        8           455         571               5
       59       70       48       10           702         784               5
       60       51       63        9           611         696               5
       61       47       93        6           143         225               5
       62       73       95        8           266         325               5
       63       37       96        6           455         514               5
       64       81       17        8           567         699               5
       65       51       22       10           425         525               5
       66       80       25        7           707         815               5
       67       78       92        9            68         157               5
       68       19       23        6           324         473               5
       69       72       97        9           711         817               5
       70       76       52        8           732         867               5
       71       59       48        5           130         279               5
       72       40       46        9           146         241               5
       73       52       65        7           123         181               5
       74       55       66        8           570         646               5
       75       65       86        9           254         374               5
       76       48       72        7           572         682               5
       77        5       16        5           711         854               5
       78       58       30       10           151         208               5
       79       37       73        7           371         479               5
       80       31       91        5           223         353               5
       81       83        6        7           559         676               5
       82       69       52        9           139         276               5
       83       23       96       10           435         580               5
       84       37       16        9           121         220               5
       85       63       74       10           366         513               5
       86       72       50       10           308         403               5
       87       53       63        6           583         637               5
       88       53       63       10           504         585               5
       89       50       77        9            65         150               5
       90       87       20        7           672         751               5
       91       31       65        5            98         158               5
       92       59       15        6           141         205               5
       93       54       99        8           685         823               5
       94       16       24        5           482         543               5
       95       54       61        8           227         288               5
       96       38       30        8            28         157               5
       97       13        8        8           519         616               5
       98       53       63        8           230         358               5
       99       17       34        6           498         637               5
      100       55       60       10           359         505               5
