TC-RC4981

VEHICLE
NUMBER     CAPACITY
   100     1248

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        2000               0
        1       27       70       46           686         765               5
        2       26       57       93          1303        1451               5
        3       99       89       49           296         375               5
        4       12       43       65           722         810               5
        5        4       88       76             9         156               5
        6       29       44       18           699         787               5
        7       69       95       43           163         306               5
        8       85        1       52          1204        1341               5
        9        8       82       51            13         129               5
       10       41       38       58           710         783               5
       11       38       33        9           735         826               5
       12       96       68       79           527         583               5
       13       86       36       50           835         984               5
       14       81       99       22           263         349               5
       15       93       81       72           809         889               5
       16       85        7       61           834         974               5
       17       88       75       99           337         397               5
       18       91       18       54           819         956               5
       19       29       57       68           672         726               5
       20       39       79       63           745         811               5
       21       95        5       44           295         417               5
       22       98       53       21           312         441               5
       23       91        9       39           151         261               5
       24       96       35       23           158         287               5
       25        9       23       68           192         314               5
       26       93       13       94           990        1086               5
       27       83       28       13           843         903               5
       28       97       85       42           876        1007               5
       29       92       78       79           355         477               5
       30       22       42       48           198         313               5
       31       40       80       46          1422        1548               5
       32       76       26       94          1008        1135               5
       33       13       51       54           743         837               5
       34       28       51       61           654         730               5
       35       69       17       62           681         765               5
       36       15       99       57          1477        1589               5
       37       12       84       73           278         374               5
       38       37       75        8           200         287               5
       39       39       90       74           798         933               5
       40       34       46       89           301         430               5
       41       38       66       68           221         329               5
       42       48       34       34           291         420               5
       43        4       31       96           218         318               5
       44       25       44       16           329         413               5
       45       32       73       96           261         319               5
       46       17      100       79           818         937               5
       47       75       83       47           570         641               5
       48       99        5       54          1052        1198               5
       49       65       40        3          1633        1747               5
       50       33       90       35           155         302               5
       51        6       15       45           672         806               5
       52       23       82       78           240         390               5
       53       90       15       90           733         864               5
       54        5       48       59           657         773               5
       55       84        9       98           734         798               5
       56        7       52       85           771         830               5
       57       88       20       20           745         840               5
       58       96        6       41           791         914               5
       59       31        0       18           247         363               5
       60       68       38       70           271         367               5
       61       85       60       13          1112        1255               5
       62       86        2       16           842         906               5
       63       30       61       83           214         357               5
       64       94       82       47           730         869               5
       65       37       83        1           763         845               5
       66       92        9       91           652         750               5
       67       93        3       98           210         280               5
       68       89       12       76           729         833               5
       69       48       68        5          1354        1438               5
       70       44       41       73           895        1011               5
       71       93       11       25           191         285               5
       72       31       86       73           729         784               5
       73       37       82       59          1401        1453               5
       74       17       98       31           269         415               5
       75       32       73       56           677         727               5
       76       93       12       22           339         458               5
       77       78       65       26           196         310               5
       78        4       13       17           294         395               5
       79       90       14       35           212         267               5
       80       88        7       15           653         730               5
       81       94        4       26           782         904               5
       82       39       32        1           178         285               5
       83       56       48       60          1240        1388               5
       84       21       73       54           746         804               5
       85       94       13       19           314         397               5
       86       92       80       47           177         294               5
       87       87       11       31           201         333               5
       88       29       81       86           729         848               5
       89       10       29       72           328         385               5
       90       87        8       41           286         340               5
       91       34       41       99           293         362               5
       92       29       48       12           876         998               5
       93       89        9       69           330         391               5
       94       77       46       73           804         873               5
       95       32       58       19          1338        1424               5
       96       33       59       72          1437        1556               5
       97       62        4       37          1158        1294               5
       98       26       46        4           780         919               5
       99       28       50       72           180         288               5
      100       40       72       94           314         434               5
