TC-RC1355

VEHICLE
NUMBER     CAPACITY
   100     59

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       72       53        0             0        1000               0
        1       19       26        9           309         639               5
        2       75       40        7           325         717               5
        3       76       31        5            44         426               5
        4       67       58        9            52         267               5
        5       39       79        9           151         485               5
        6       29       24        5           242         529               5
        7       40       54        6           139         528               5
        8       67       48       10           435         686               5
        9       74       52        5           264         533               5
       10       70       63        9           462         692               5
       11       90       47        6           349         651               5
       12        5       36        6           310         637               5
       13       75        3        6            98         306               5
       14       54       92        5           322         674               5
       15       84       16       10           179         499               5
       16       24       66        5           203         487               5
       17       83       59        8           143         416               5
       18       31       74        7           312         693               5
       19       88       69        9           476         871               5
       20        6       32        9           327         567               5
       21       81       62       10           490         833               5
       22       34       73        5           192         447               5
       23       39       40        8           143         353               5
       24       57       79        7           499         808               5
       25       51       34        5           182         479               5
       26       61       33        8           478         812               5
       27       74       48        6            56         322               5
       28      100        8        8            64         294               5
       29       32       82        6           480         807               5
       30       89       60        7            42         340               5
       31       67       30        7           322         694               5
       32       55       81       10           159         476               5
       33       60       26        6           135         480               5
       34       32       75        9           205         458               5
       35      100       78        8           371         643               5
       36       52       59        8           368         685               5
       37       37       28        8           286         500               5
       38       34       74        5           115         505               5
       39       79       64        8           235         549               5
       40       68       56        7           185         455               5
       41       83       50        7           499         701               5
       42       69       51        7           311         563               5
       43       74       52        7           344         738               5
       44        0       45        8           127         342               5
       45       98       18       10            76         343               5
       46       40       39        6           174         476               5
       47       64       48       10           225         495               5
       48       15       91        7           139         420               5
       49       94       47       10            31         395               5
       50       44       73        9           429         717               5
       51       86       81        8           259         615               5
       52       70       79        8            64         329               5
       53       59       52        7            48         274               5
       54       35       85        8            90         321               5
       55       32       82        7           163         466               5
       56       50       37        5           196         595               5
       57       22       72        6            50         254               5
       58       34       82        8           191         430               5
       59       52       38        5            73         356               5
       60       83        7       10           429         683               5
       61       69       49       10           106         360               5
       62       52       82        7           474         769               5
       63       98       36        5           147         458               5
       64       76       46        9            16         336               5
       65       37       31        9           192         524               5
       66       42       85        8           381         677               5
       67       82       85        7            54         409               5
       68        9       44       10            18         340               5
       69       75       53       10           234         579               5
       70       88       69       10           467         670               5
       71        0       45        9           269         620               5
       72       41       63        5           322         719               5
       73       69        9        5           164         561               5
       74       68       58        9            53         338               5
       75       83       47       10           353         718               5
       76       53       73        6           302         609               5
       77       17       56        7           317         555               5
       78       76        2        5           285         554               5
       79       74       53        7           218         596               5
       80       17       64        9           119         368               5
       81       40        3        5           437         798               5
       82       32       58        5           408         787               5
       83       54        6        8           448         711               5
       84       16       81        6           398         637               5
       85       46       64        7           214         559               5
       86       76      100        6           396         623               5
       87       82       20        6           470         758               5
       88       13       32       10           383         598               5
       89       57      100        6           281         521               5
       90       60       67        7           203         416               5
       91       57       59        8           383         659               5
       92       68       37        8            76         308               5
       93       94       54        8           290         645               5
       94       77       55        5           220         420               5
       95       75       58        7           289         569               5
       96       22       67       10           197         584               5
       97       22       23        6           372         636               5
       98       51       28        6           352         638               5
       99       23       60        6           484         743               5
      100       65       57        5           196         525               5
