TC-C4288

VEHICLE
NUMBER     CAPACITY
   100     182

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       68       41        5           149         208               5
        2       71       43        5           578         688               5
        3       94       65       10           442         557               5
        4       74       45       10           622         772               5
        5       63       44        7           475         554               5
        6       76       67        7           215         351               5
        7       88       29        9           115         234               5
        8       42       53        7            22          96               5
        9       82       30        5           459         552               5
       10       81       53        7           637         692               5
       11       67       49        7           519         575               5
       12       94       30        5           563         713               5
       13       65       42        8           294         395               5
       14       61       44        9           254         354               5
       15       72       33        9           124         233               5
       16       68       69        7           283         390               5
       17       78       28       10           436         493               5
       18       67        2        7           134         245               5
       19       92       44        5            13         117               5
       20       49       18       10           711         803               5
       21       57       19        6           307         451               5
       22       64       49        7           482         578               5
       23       66       51        5           212         296               5
       24       52       53        9           231         332               5
       25       65       42        6           142         237               5
       26       69       67        6           603         696               5
       27        5       81        6           685         805               5
       28       78       76       10           692         755               5
       29       58       48        5           574         686               5
       30       74       40        5           406         535               5
       31       69       63       10           579         722               5
       32       64       50        5           488         546               5
       33       74       59        6           276         330               5
       34       91       50        8           119         178               5
       35       51       35        5           632         777               5
       36       80       31        6           474         616               5
       37       67       46        9           158         304               5
       38       60       41        7           169         312               5
       39       72       63        9           124         207               5
       40       61       47        9           603         694               5
       41       46       17       10           188         289               5
       42       80       31        5           110         172               5
       43       56       58        6           643         785               5
       44       66       25        9           244         311               5
       45       60       49        5           684         738               5
       46       43       56        6           377         525               5
       47       64       49        7           165         281               5
       48       85       41        8           748         845               5
       49       63       44       10           724         851               5
       50       45       33       10           535         605               5
       51       51       33        6           728         856               5
       52       52       69       10           151         281               5
       53       86       72        9           228         289               5
       54       54       47        7           239         388               5
       55       64       40        8           561         693               5
       56       91        2        9           447         558               5
       57       67       41        7           443         546               5
       58      100       17        7           151         245               5
       59       82       43        9           421         554               5
       60       86       30        5            49         161               5
       61       67       48        9           697         802               5
       62       77       46        7           279         401               5
       63       80       67        9           306         384               5
       64       92       64        6           523         660               5
       65       84       51        8           169         238               5
       66       80        9        8           536         622               5
       67        6       59        6           610         735               5
       68       98       21        7           475         603               5
       69       44       64        8           266         388               5
       70       73       19        6           607         691               5
       71       58       47        6           100         224               5
       72       60       52        6           104         248               5
       73       92       14        5           466         522               5
       74       48       32        5           116         234               5
       75       77       27        8           342         441               5
       76       81       19        9           381         452               5
       77       60       47        7           388         510               5
       78       75       53        6            94         172               5
       79       60       50        8           567         647               5
       80       62       68       10           613         716               5
       81       74       44       10           695         836               5
       82       51       52       10           216         345               5
       83       63       49       10           558         622               5
       84       74       48        9            97         240               5
       85       73       51       10           145         237               5
       86       65       58        5            97         211               5
       87       68       35       10           252         400               5
       88       88       38        9           633         743               5
       89       67       50        8           382         486               5
       90       86       37        9           522         601               5
       91       59       70        9           415         477               5
       92        5       97        8           373         507               5
       93       61       47       10           707         785               5
       94       69       51        5           441         583               5
       95       59       40       10           516         627               5
       96       62       43        8             3         141               5
       97       68       52        7           112         194               5
       98       63       49        5           735         835               5
       99       81       50        9           594         696               5
      100       73       40       10           314         408               5
