TC-RC3063

VEHICLE
NUMBER     CAPACITY
   100     138

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       29       62        2           660         761               5
        2       12       80        3          1175        1316               5
        3       93       63        7          1059        1201               5
        4       18       21        6           775         881               5
        5       68       70        9           739         868               5
        6       47       32        1           683         804               5
        7       99       39        3           849         942               5
        8       42       59        5           210         297               5
        9       49       55        9          1041        1186               5
       10       29       63        4           741         816               5
       11       26       61        2           295         354               5
       12       79       43        7          1360        1431               5
       13       80       20       10          1251        1389               5
       14       35       68        6           213         332               5
       15       50       80        5           657         727               5
       16       49       67        9           133         276               5
       17       16       40        7           298         410               5
       18       30       64        5           666         736               5
       19       34       12        8          1221        1365               5
       20       45        9        3           305         418               5
       21       30       69        2           347         421               5
       22       52       20        5           288         361               5
       23       62       80        2           255         310               5
       24       83       70        2           990        1113               5
       25       48       55        8           623         760               5
       26       40       10        5           695         792               5
       27       88       31       10           691         804               5
       28        3       75        8           193         329               5
       29        4       90        7           333         454               5
       30       56       77       10           677         822               5
       31       15       77        9           176         246               5
       32       64       19        7           490         621               5
       33       16       17        4           349         438               5
       34        2        8        6           161         223               5
       35       89       90        5           650         740               5
       36       14       80        9           822         888               5
       37       90       89        8           733         849               5
       38       14       73        9           786         875               5
       39       74       32        6           793         849               5
       40       15       77        4          1284        1337               5
       41       80       15        1           679         731               5
       42       49       57        9           282         399               5
       43       85       65        7           214         312               5
       44       64       46        9           254         325               5
       45       39       77        4           674         735               5
       46       32       66        3           818         923               5
       47       95       79       10           494         580               5
       48      100        1        5           173         282               5
       49       29       65        4           305         378               5
       50       48       84        5           740         857               5
       51       30       77        8            59         130               5
       52       66       17        8           198         289               5
       53       49       55        6          1652        1797               5
       54       69        2        5           317         459               5
       55       10       83        5           300         449               5
       56       91       25        3           244         339               5
       57       80       98        6           342         409               5
       58       32       54        6           122         209               5
       59       96       16        7           282         348               5
       60       60        8        1           320         420               5
       61       51       55        1           749         866               5
       62       41       69        1           353         407               5
       63       79       40        2           128         269               5
       64       60       82        5           713         779               5
       65       86        7       10          1121        1195               5
       66       50        3        1            39          89               5
       67       10       17        8          1682        1823               5
       68        9       58        8           691         742               5
       69        9       50        9           656         712               5
       70       92       23        6           303         399               5
       71       77       19        3             0         132               5
       72       18       81        1           717         867               5
       73       49        1        9           818         922               5
       74       93       92        3           683         816               5
       75       54       22        5           251         357               5
       76       48       15        7          1549        1622               5
       77       10       12        7           804         942               5
       78       30       75        9           307         452               5
       79       72       18        6           722         811               5
       80       87       43        6           797         925               5
       81       75       31        3           690         797               5
       82       13       75        8           248         324               5
       83       40       57        2           700         815               5
       84       30       64        4           312         380               5
       85       22       76       10           169         310               5
       86       37       88        4           794         880               5
       87       54       21        1           680         765               5
       88       45       89        7           233         346               5
       89       38       57        8           228         374               5
       90       97       23        9           763         816               5
       91       86       32        6           315         419               5
       92       67       15        8           220         360               5
       93       14       78        9           348         432               5
       94       66       83        5           292         411               5
       95       40       51        6           182         234               5
       96       28       58        3           173         265               5
       97       85        8        9           683         807               5
       98       32       62        5          1574        1633               5
       99        2       88        4           293         352               5
      100       52       84        6           706         793               5
