TC-R2077

VEHICLE
NUMBER     CAPACITY
   100     822

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       71       58       17           611         967               5
        2       47       84       85           898        1159               5
        3       46       10       68           766        1044               5
        4       74       11       35           997        1241               5
        5       95       66       53          1059        1347               5
        6       62       91       76           814        1125               5
        7       71       21       93           326         650               5
        8       48       64       21           240         621               5
        9       37       29        7           205         527               5
       10       15       63       38          1411        1678               5
       11       40       39       41           823        1153               5
       12       21       97       36          1349        1676               5
       13       82      100       74           765        1103               5
       14       69       11       43           731         979               5
       15       29       26       61           714        1015               5
       16       47       79       68           742        1111               5
       17       49       15       94           288         659               5
       18       58       62       21           474         749               5
       19       20        4       99          1185        1397               5
       20       69        2       37           281         497               5
       21       60       61       16           821        1052               5
       22        3       37       83           171         490               5
       23       76       69       66           731        1029               5
       24        8       87       62           685         935               5
       25       83       25       67           391         603               5
       26       14       58      100           310         688               5
       27        1       22       80           709         981               5
       28       51       51        4           792        1111               5
       29       31       16       23           700         946               5
       30       94       28       18          1475        1860               5
       31       74       57       59           127         374               5
       32       75       90       49           197         561               5
       33       27      100       44           667         952               5
       34       20       60       59           228         438               5
       35       64       58       58           160         475               5
       36       22       16       88           202         446               5
       37       52       92       85           151         373               5
       38       90       51       73           215         452               5
       39       80       35       70           315         676               5
       40       46       81       49           714        1039               5
       41       10       15       32           212         495               5
       42       45       18       64            26         279               5
       43      100       95       22           721         957               5
       44       46       76        4           307         635               5
       45       15       48        8           797        1188               5
       46       96       73       42          1424        1817               5
       47       20       31       97           727        1105               5
       48       37       14       52           657         978               5
       49       70       76       57           670        1070               5
       50      100       60       50           825        1133               5
       51       92        5       75           743        1089               5
       52       93       70       95           746        1141               5
       53        5       85       76           228         582               5
       54       44       73       31          1256        1607               5
       55       83       59       54            36         323               5
       56       81       24       11           213         534               5
       57       52       34       29           670         903               5
       58       99       39       43           302         681               5
       59       24       32       27           186         585               5
       60       89       77       41          1309        1522               5
       61       45       89       28           726         945               5
       62       11        8       26           210         564               5
       63       24       18        6           133         435               5
       64       67       83       97           349         681               5
       65        5       25       97           217         524               5
       66       31       92       19           754        1046               5
       67       43       28        2           269         477               5
       68      100       95       47           176         378               5
       69       69       83       91           660         933               5
       70       55       34        9           151         452               5
       71       79       87       98           679        1053               5
       72        5       53        7           806        1011               5
       73       94       16       96          1054        1287               5
       74       64       32       93          1043        1306               5
       75       86       68       28           103         483               5
       76       56        5       65           259         501               5
       77        9        5       33           308         623               5
       78       42       14       25           802        1024               5
       79       96       47       22           726        1095               5
       80       10       61       74           227         570               5
       81        6       16       87           270         488               5
       82       52        9       84           291         689               5
       83       54       26       69           729        1101               5
       84       76       62       95           681         925               5
       85       93        1       57           511         897               5
       86       25       82       89           108         468               5
       87       27       52       17           267         510               5
       88        6       92       45           833        1210               5
       89       74       73       12           762         983               5
       90       78       72        7           213         509               5
       91       83       26       92          1043        1427               5
       92       69       51       18           804        1095               5
       93       41       27       67           654         967               5
       94       11        3      100           310         543               5
       95       77        2       62           773        1062               5
       96       56       54        6          1498        1773               5
       97       19       20       13           370         689               5
       98        0       41       82           345         737               5
       99       41        6       19           327         699               5
      100       90       10       20           844        1060               5
