TC-R0001

VEHICLE
NUMBER     CAPACITY
   100     8

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        1       59        0             0        1000               0
        1       43       37        1           458         569               5
        2       89       62        1           304         373               5
        3       32       19        1           735         814               5
        4       34       70        1            43         157               5
        5       88       80        1           338         486               5
        6       90        7        1           125         224               5
        7       73       20        1           248         335               5
        8       83       46        1            97         152               5
        9        5       94        1           408         498               5
       10        5       66        1           628         729               5
       11       35       26        1           726         837               5
       12       42       66        1            34         138               5
       13       62       98        1           223         353               5
       14       56       45        1           213         304               5
       15       14       28        1             0         121               5
       16       13        2        1           328         416               5
       17       73       21        1           525         642               5
       18       83        3        1           726         860               5
       19       71        6        1           168         252               5
       20        0       93        1           499         614               5
       21       85       27        1           533         634               5
       22       52       39        1           485         620               5
       23       58       21        1           379         529               5
       24        3        5        1           691         805               5
       25       89        6        1           391         475               5
       26       86       40        1           324         408               5
       27      100       27        1            45         168               5
       28       29       25        1            92         214               5
       29       69       92        1           224         331               5
       30       70       96        1           373         437               5
       31       50       85        1           700         811               5
       32       48       38        1           105         169               5
       33       10       96        1           209         313               5
       34       95       16        1           746         873               5
       35       86       68        1           205         317               5
       36       84       42        1           257         319               5
       37       28       24        1           492         579               5
       38       70       92        1            60         164               5
       39       77       26        1           388         530               5
       40       56       41        1           614         703               5
       41       35       86        1           662         727               5
       42       33        6        1           680         804               5
       43       78       25        1           148         261               5
       44       83        5        1           408         523               5
       45       73       11        1           158         273               5
       46       11       74        1           537         600               5
       47       69       68        1           277         355               5
       48       94       95        1           577         652               5
       49       55        5        1           661         795               5
       50       71       57        1           583         704               5
       51       47       95        1           387         504               5
       52       52       50        1           338         437               5
       53       38       26        1            46         183               5
       54       83       47        1           517         616               5
       55       33       43        1           155         230               5
       56       54       21        1           482         620               5
       57       39       18        1           734         829               5
       58       30       32        1           705         835               5
       59       95       73        1           523         660               5
       60       44       45        1           421         559               5
       61       38        1        1           219         356               5
       62        1       22        1           714         836               5
       63       32       50        1           251         355               5
       64       91       86        1           484         600               5
       65       14       10        1           241         314               5
       66        2        5        1           510         606               5
       67        6       23        1           255         399               5
       68       35       98        1           633         717               5
       69       90       33        1           481         551               5
       70       63       18        1           283         384               5
       71       81       26        1           153         265               5
       72       12      100        1           561         702               5
       73       22       15        1           616         670               5
       74       40       81        1           354         412               5
       75       91       47        1           108         183               5
       76       97       93        1           570         672               5
       77       21       22        1           290         341               5
       78        6       44        1           542         673               5
       79       66       25        1           671         782               5
       80       65       57        1           465         548               5
       81       38       28        1           572         697               5
       82       15       50        1             7          71               5
       83       83       27        1           686         799               5
       84       72       64        1           458         522               5
       85       98       61        1           740         846               5
       86       27       16        1           568         709               5
       87        2        2        1           481         587               5
       88       17       48        1            42         129               5
       89       61       12        1           543         620               5
       90       35       84        1           439         543               5
       91       97       69        1           247         301               5
       92       55       54        1           380         458               5
       93       97       88        1            23         106               5
       94       34       52        1            36         104               5
       95        0       42        1           520         571               5
       96       93       30        1           393         542               5
       97       30       91        1           398         478               5
       98       17       77        1           276         377               5
       99       95       93        1           645         744               5
      100       70       53        1           378         481               5
