TC-RC2886

VEHICLE
NUMBER     CAPACITY
   100     8

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        1000               0
        1       84       16        1           747         864               5
        2       33       72        1           663         804               5
        3       49       21        1           652         749               5
        4       40        6        1           332         442               5
        5       13       72        1           574         718               5
        6       60       12        1           275         360               5
        7       62       14        1           298         348               5
        8       39       53        1           313         380               5
        9       31        8        1           687         826               5
       10       70       17        1             5          78               5
       11       48       60        1           432         573               5
       12        5       30        1           733         846               5
       13       40       33        1           307         447               5
       14       44       74        1           304         419               5
       15       71        0        1           694         817               5
       16       74        0        1           174         298               5
       17       81       14        1           458         515               5
       18       39       53        1           244         368               5
       19       76       83        1           169         305               5
       20       70        8        1           254         372               5
       21       17       50        1           734         799               5
       22       44       31        1           348         477               5
       23       76        3        1           532         601               5
       24       39       53        1           651         719               5
       25       17       54        1           740         884               5
       26       19       22        1           343         407               5
       27       23       63        1           292         417               5
       28       88       33        1           231         344               5
       29       41       52        1           380         495               5
       30       34       75        1           667         790               5
       31       97       10        1           659         736               5
       32       38       50        1           706         855               5
       33       46       16        1           253         389               5
       34       33       42        1           331         384               5
       35       39       43        1           740         817               5
       36       41       31        1           224         366               5
       37       90       50        1           656         761               5
       38       34       46        1           297         358               5
       39       37       91        1           290         367               5
       40       74       84        1           150         298               5
       41       74        0        1           692         757               5
       42       77        2        1           684         759               5
       43       15       39        1           691         831               5
       44       74        1        1           725         790               5
       45       35       36        1           697         777               5
       46       32       51        1           745         822               5
       47       97        0        1            59         139               5
       48       43       47        1           264         315               5
       49       42       94        1           703         778               5
       50       41       31        1           242         325               5
       51       36       26        1           324         394               5
       52       16       48        1           279         379               5
       53       32        4        1           703         796               5
       54       40       41        1           737         788               5
       55       88       41        1           261         315               5
       56       34       33        1           120         170               5
       57       81       15        1           227         290               5
       58       97       82        1           225         308               5
       59       25       25        1           686         757               5
       60       81        2        1           510         595               5
       61       99       87        1           701         765               5
       62       32       95        1           278         414               5
       63       78       66        1           723         820               5
       64        7       60        1           733         820               5
       65       47       36        1           175         276               5
       66       30       18        1           345         460               5
       67       43       32        1           249         304               5
       68       64       21        1           220         301               5
       69       50       38        1           106         186               5
       70       48       42        1           740         843               5
       71       79        8        1           297         422               5
       72        8        9        1           649         795               5
       73       87       62        1           737         820               5
       74       26       25        1           705         818               5
       75       50        7        1           737         807               5
       76       15       53        1           445         574               5
       77        8       90        1           696         776               5
       78       15       44        1           670         790               5
       79       43       99        1           623         676               5
       80       34       48        1           725         817               5
       81       72       55        1           189         285               5
       82       40       51        1           313         409               5
       83       84        9        1           655         733               5
       84       50       14        1           686         762               5
       85       30       90        1           541         630               5
       86       76       19        1           285         377               5
       87        8       27        1           150         213               5
       88        5        7        1           679         788               5
       89       41       39        1           280         373               5
       90       41       28        1           219         280               5
       91       49       46        1           710         810               5
       92       44       91        1           738         823               5
       93       39       29        1           181         239               5
       94       33       17        1           723         823               5
       95       38       54        1           340         402               5
       96       35       51        1           680         738               5
       97       46       37        1            65         132               5
       98       90       82        1           732         870               5
       99       39       56        1           516         590               5
      100       44       28        1           713         802               5
