TC-R2293

VEHICLE
NUMBER     CAPACITY
   100     599

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       42       86        2           282         341               5
        2       11       97        5           754         848               5
        3       73       12        7           724         837               5
        4       12       65       87           170         306               5
        5       19       12        3           537         637               5
        6       22       57       10           552         691               5
        7       89       51       98           692         815               5
        8       86       23       10           258         341               5
        9       70       15       99           185         282               5
       10       53        4        7           248         378               5
       11       82       22        2           723         861               5
       12       73       31        7           794         937               5
       13        1       30        3           651         778               5
       14       40       88       61          1686        1807               5
       15       83       79        7           283         419               5
       16        5       86        2           662         752               5
       17       88       62        9           466         581               5
       18       61       17        9           189         308               5
       19       58       48       92           841         910               5
       20       99       21        9           249         326               5
       21       33       98       82           932        1024               5
       22      100       41        7           193         296               5
       23       45       71       76           708         785               5
       24       37       99        7           911        1036               5
       25        1        2        3           282         417               5
       26        1       71        9           691         747               5
       27       83       43        4           337         469               5
       28       96        9        5          1107        1218               5
       29       44       49       59           713         839               5
       30       13       83       10           691         821               5
       31       73       96        2          1015        1095               5
       32       79       74        7           166         278               5
       33        0       89       93           267         379               5
       34        5       41        2           825         920               5
       35       16       72        5           255         308               5
       36       53        0       72           763         825               5
       37       28       64        1           978        1033               5
       38       49       47        4           739         872               5
       39       60       59        2           790         882               5
       40       19       62       62           655         783               5
       41       83       72        7           277         334               5
       42       21        2       97           311         398               5
       43       17       61       10          1498        1592               5
       44       98       63       10           151         298               5
       45       36       40        5           861         940               5
       46       76       41        3          1271        1378               5
       47       73       41        8          1428        1487               5
       48       52       35       70           703         824               5
       49       66       91        1           308         403               5
       50       62       32        2             9          66               5
       51        1       94       74           203         259               5
       52       38       66       10           333         472               5
       53       66       59        5           663         721               5
       54       82       38       59           738         807               5
       55       34       58        6           293         386               5
       56        6       43        5           420         499               5
       57       71       72        1           195         274               5
       58       98       93        7           736         852               5
       59       39       54        1           247         316               5
       60       96       96        7           150         200               5
       61       40       35       62           278         382               5
       62       56        9       67           776         894               5
       63        7       10        8           319         460               5
       64       58        0       59           238         375               5
       65       15       30        7           766         882               5
       66       98       56        5           168         300               5
       67       41       95       78           723         873               5
       68       27       95       10           768         855               5
       69       30       92       78           793         876               5
       70       24       47        7           779         905               5
       71       17        6        6           479         587               5
       72       14       68        4            83         173               5
       73       30       88       84           315         396               5
       74       73       52       54           517         600               5
       75       43       63       67           281         383               5
       76       80       74       68          1320        1398               5
       77       84       45        6           172         257               5
       78       27       95      100           709         802               5
       79       57       50        1          1154        1237               5
       80       45       39        6           653         781               5
       81       61        4       10           850         939               5
       82       38       20        4          1582        1711               5
       83       70       56       51           243         320               5
       84       83       47        9           736         800               5
       85       97       51        7           816         910               5
       86        0       46        1           333         434               5
       87       50       98        5           676         808               5
       88       94       55        1           713         843               5
       89       49       77        3           190         331               5
       90       88        6        8           640         723               5
       91       41       78        6           278         418               5
       92       70       28        6           746         887               5
       93       33       91        6           769         885               5
       94       93       23        3           833         916               5
       95       39       77        2           217         286               5
       96       33       43       91           897        1008               5
       97       41       78       10           395         533               5
       98      100        3        5           281         348               5
       99       73       23        2           836         981               5
      100       20       46       59           340         477               5
