TC-C4387

VEHICLE
NUMBER     CAPACITY
   100     1280

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       43       46       91           468         543               5
        2       42       41       59           466         609               5
        3       53       55       96           162         235               5
        4       40       48       29           676         790               5
        5       73       34       28           219         271               5
        6       49       44       55           379         472               5
        7       34       47       79           258         389               5
        8       51       40        9           177         302               5
        9       35       67       50           613         682               5
       10       91       54       97           592         649               5
       11       97       34       23            99         184               5
       12       46       47       72           125         211               5
       13       40       48       23           664         725               5
       14       80       80       84           390         528               5
       15       86       34       75           718         823               5
       16       46       50       32            57         129               5
       17       30       33       13           109         166               5
       18       58       48       51           752         864               5
       19       50       49       97           248         306               5
       20       85       29       35           554         700               5
       21       46       44        5            37         138               5
       22       44       43       91            69         178               5
       23       38       53       33           470         617               5
       24       44       39       72           160         295               5
       25       50        1       43           170         227               5
       26       42       48       89           613         683               5
       27       40       16       97           638         747               5
       28      100       35       62           427         566               5
       29       43       52       78           289         354               5
       30       44       45       43           663         809               5
       31       42       48       86           131         235               5
       32       51       34       10           657         721               5
       33       42       70       95           510         641               5
       34       47       30       38           618         690               5
       35       45       48       55           494         574               5
       36       85       84      100           335         479               5
       37       88       10       79           170         258               5
       38       38       44        1           460         539               5
       39       39       44       49           460         544               5
       40       58       73       33           456         512               5
       41       44       45       76           463         552               5
       42       53       47       74           300         367               5
       43       82       89       14           425         572               5
       44       45       45       92             3          69               5
       45       91        2       12             6          97               5
       46       85       16        3           594         663               5
       47       48       39       65           139         280               5
       48       34       50       32           397         454               5
       49       83       77       10           189         302               5
       50       48       39       27           683         798               5
       51       52       43       71           291         342               5
       52       40       48        5           716         768               5
       53       51       45       40           352         434               5
       54       62       63       94           408         503               5
       55       32       50       40           448         591               5
       56       65       31       56           109         257               5
       57       39       86       78           249         320               5
       58       85       54       18           140         211               5
       59       86       80       39           611         730               5
       60       44       53        1           451         502               5
       61       52       50       66           487         545               5
       62       48       47       46           414         510               5
       63       46       47       13           281         355               5
       64       86       83       93           660         721               5
       65       45       45       58           230         355               5
       66       50       39       79           435         550               5
       67       55       47       44            36         155               5
       68       75       77       60           442         505               5
       69       50       40       50           132         184               5
       70       43       49        2           205         350               5
       71       80       79       70            13         118               5
       72       45       53       34           164         217               5
       73       84       22       83           155         228               5
       74       45       54       40           493         616               5
       75       49       53        7           585         701               5
       76       98       43       69           667         721               5
       77       95       23       88           639         699               5
       78       65       36       98           453         521               5
       79       93       19       31           119         170               5
       80       42       39       80           378         510               5
       81       53       45       79           325         461               5
       82       50       45       21           497         639               5
       83       63       93       17           650         731               5
       84       50       45       37           283         427               5
       85       38       48       98           345         422               5
       86       45       47       33           494         607               5
       87       55       49       80           705         769               5
       88       56       48       90           137         273               5
       89       52       44       71           454         512               5
       90       93       60       69           427         503               5
       91       30       11       16           655         742               5
       92       46       53       31           657         709               5
       93       44       43       55           461         521               5
       94       46       41       14           586         719               5
       95       45       45       63           325         449               5
       96       88       32       80           379         452               5
       97       49       49       97           638         710               5
       98       86       81       47           375         481               5
       99       48       44       99           506         605               5
      100       80       22       21           606         687               5
