TC-C0932

VEHICLE
NUMBER     CAPACITY
   100     1339

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       80       70        0             0        1000               0
        1       55       89       58           151         276               5
        2       49        1       57           306         444               5
        3       66       90       32           382         476               5
        4       87       56       11           283         425               5
        5       90       22       28           747         847               5
        6       42       95       33           666         742               5
        7       56       80       27            53         201               5
        8       16       97       57           556         663               5
        9       55       94       15            71         128               5
       10       57       91       53           342         482               5
       11       55       94       12           115         251               5
       12       91       24       93           542         645               5
       13       85       57       10           456         586               5
       14       59       85        6           655         745               5
       15       54       89       28           211         318               5
       16       10       89       21           688         747               5
       17       35       55       77           703         788               5
       18       96       52       68           232         339               5
       19       55       95       64           299         354               5
       20       57       91       95           701         823               5
       21       51       90       31            48         172               5
       22       83        1       67           682         781               5
       23       57       90       25           294         381               5
       24       58       91       64           660         766               5
       25       89       54       94           690         837               5
       26      100       39       49           196         329               5
       27       14       14       92           706         788               5
       28       55       95       66           663         774               5
       29       60       91       97           194         299               5
       30       54       89       35           614         748               5
       31       55       94       62           259         407               5
       32       54       98        5           741         828               5
       33       93       50       41           726         854               5
       34       53       86       88           340         477               5
       35       59       92       90           695         756               5
       36       98       28       79             5          75               5
       37       65       81       60           339         399               5
       38       19       48       46           693         790               5
       39       61       98       78           263         377               5
       40       91       48       54           712         816               5
       41       80       71       29           287         402               5
       42       55       87       90           669         800               5
       43       53       90       77           691         784               5
       44       58       91       46           701         848               5
       45       88        3       74           407         547               5
       46       52       88        2           620         729               5
       47       44       98       31           731         860               5
       48       83       45        3           234         334               5
       49       88       46       92           177         278               5
       50       73        2       39           565         656               5
       51       92       17       54           195         303               5
       52       47       78       80           473         606               5
       53       59       92       90            53         133               5
       54       57       96       23            10          93               5
       55       58       92       81           185         319               5
       56       90       46       72           700         774               5
       57       55       95       74           220         290               5
       58       66       53       91           169         238               5
       59       59       92       40           207         257               5
       60       58       94       77           248         364               5
       61       57       93       75             9         146               5
       62       58       94      100           488         543               5
       63       57       24       40           689         788               5
       64       54       98       45           671         734               5
       65       85       49       60           111         223               5
       66       90       31       94           223         360               5
       67       85       65       83           180         233               5
       68       34       31       31           277         352               5
       69       17       93      100           190         324               5
       70       76       44       55           712         819               5
       71       61       92        1           654         725               5
       72       55       84       99           194         334               5
       73       50       89       60           743         842               5
       74       58       96       86           694         826               5
       75       81       67       42           232         380               5
       76       78       62       84           713         839               5
       77       83       61       21           537         680               5
       78       53       93       29           727         851               5
       79       59       96       55           687         756               5
       80       20       12       28           738         836               5
       81       91       49       32           297         347               5
       82       74       60       45           373         452               5
       83       55       88       64           152         209               5
       84       32       46       68           291         419               5
       85       43       67       72           692         816               5
       86       55       94       12           196         250               5
       87       52       90       88           675         769               5
       88       52       92       86           700         835               5
       89       97       55       95           170         257               5
       90       88       50       31           659         718               5
       91       88       45       36           647         773               5
       92        7       94       46           283         364               5
       93       59       93       83           153         218               5
       94      100       58       12           346         438               5
       95       59       88       11           308         378               5
       96       34       97       46           709         778               5
       97       89       44       80           746         828               5
       98       58       92       95           345         467               5
       99       20       87       65           655         800               5
      100       85       43       89           516         639               5
