TC-R2136

VEHICLE
NUMBER     CAPACITY
   100     618

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       11       17       76           948        1229               5
        2       74       38       72           400         658               5
        3        9        3       73           251         472               5
        4       45       80       68           193         567               5
        5       72       40       85           432         810               5
        6        3       93       90          1093        1315               5
        7       36       54       82           606         944               5
        8       89       58      100           452         852               5
        9       29       37       92          1105        1469               5
       10       89       94       96           863        1214               5
       11       27       38       57          1002        1351               5
       12       16       30       95          1015        1263               5
       13       85       82       90           378         756               5
       14       45       57       96           124         419               5
       15       38       59       82           148         523               5
       16       65       75       98           477         850               5
       17       50       12       85          1023        1373               5
       18       51       38       62          1137        1434               5
       19       35        7       72           179         565               5
       20       83       26       98           185         422               5
       21       67       24       87           305         590               5
       22       78       11       71          1356        1564               5
       23       84       17       86           809        1015               5
       24       95       73       89          1408        1647               5
       25       14       29       56          1495        1759               5
       26       18        6       97          1200        1573               5
       27       71       78       95          1287        1608               5
       28       52       78       89          1148        1380               5
       29       36       90       95           433         791               5
       30        3       82       91           886        1257               5
       31       92       15       62           794        1132               5
       32       82       14       89           652         946               5
       33        9       86       98           499         763               5
       34       65       25       84           645         965               5
       35       46       98       99          1249        1475               5
       36        7       69       73           605         921               5
       37       10       21       79           841        1229               5
       38       17       69       56           453         845               5
       39       20       50       80           658        1038               5
       40       87       56       61           525         831               5
       41       90       16       95           732        1007               5
       42       84       32       95          1318        1713               5
       43       20       43       53          1211        1431               5
       44       98       46       89           537         848               5
       45        1        7      100           693         976               5
       46       89       79       79           934        1279               5
       47       76       19       60           192         590               5
       48        1       15       71          1180        1539               5
       49       48       52       90          1226        1594               5
       50       73       63       55           322         679               5
       51       53       86       88           338         670               5
       52       23       36       69           500         791               5
       53       41       31       50           212         593               5
       54       12       64       51           680         914               5
       55       61       44       68           339         663               5
       56       27       55       61           174         475               5
       57       44       13       93           161         422               5
       58       38       86       51           944        1164               5
       59       86       10       58           417         681               5
       60       13       25       73           132         374               5
       61       21       30       87            18         221               5
       62       66       15       56          1149        1458               5
       63       81       36       52           341         581               5
       64       78       32       84          1267        1601               5
       65       28       23       62           553         847               5
       66       58       93       69           797        1134               5
       67       91       10       91           700        1006               5
       68       37        4       99           595         826               5
       69       88        9       78           402         646               5
       70       71       24       74           713         990               5
       71       54       40       59           381         724               5
       72        3       39       67           437         647               5
       73       38       69       96          1162        1463               5
       74      100       36       94           643         961               5
       75       44        3       87           514         870               5
       76       38       63       53           303         607               5
       77       63       13       56           250         451               5
       78       66       99       75          1115        1394               5
       79       83       11       60          1448        1663               5
       80       91       15       72           481         814               5
       81       42       54       52          1276        1482               5
       82       47       44       96          1312        1556               5
       83       71        5       55          1121        1365               5
       84       54       41       72           446         739               5
       85       48       71       94           291         581               5
       86       37       40       77           750        1024               5
       87       17       44       78          1059        1350               5
       88       78       18       67           569         860               5
       89       10       52      100           367         660               5
       90       48       60       51           962        1331               5
       91       32       21       52          1176        1548               5
       92        3       14       55          1147        1424               5
       93       86       53       70           173         445               5
       94       31       80       73            61         401               5
       95       17       41       87           948        1340               5
       96       29       76       95          1489        1858               5
       97       75       21       81          1317        1617               5
       98        2       82       57           510         809               5
       99       13        9       83           333         691               5
      100       59        0       99          1482        1838               5
