TC-R0051

VEHICLE
NUMBER     CAPACITY
   100     16

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       37       10        0             0        2000               0
        1       90       35        1          1418        1513               5
        2       38       97        1          1168        1232               5
        3       66       56        1          1599        1742               5
        4       41       40        1           825         926               5
        5       23       95        1           970        1034               5
        6       40       56        1           675         787               5
        7       38       55        1          1014        1119               5
        8       70       25        1          1664        1798               5
        9       74       29        1           710         768               5
       10       14       18        1           240         305               5
       11       73       52        1          1509        1571               5
       12       12       14        1          1604        1721               5
       13       65       28        1           238         369               5
       14       89        2        1          1403        1466               5
       15       68       25        1           218         331               5
       16      100        8        1           829         938               5
       17       22        7        1          1725        1808               5
       18       53       86        1          1122        1211               5
       19       16       52        1          1366        1434               5
       20       90       79        1          1120        1237               5
       21       85       86        1           424         531               5
       22        4       12        1             6         151               5
       23       27        6        1           687         737               5
       24       27        3        1           875        1013               5
       25       98       62        1           971        1037               5
       26       97       43        1          1008        1121               5
       27       32        9        1          1420        1513               5
       28       63       10        1           334         406               5
       29        3        2        1           958        1101               5
       30       94       43        1           178         269               5
       31        7       87        1           645         708               5
       32       48       79        1           729         809               5
       33       65        6        1           802         852               5
       34       39       90        1          1033        1145               5
       35       98       72        1           741         860               5
       36       71       37        1          1356        1436               5
       37       82       39        1          1699        1786               5
       38       93       21        1          1317        1438               5
       39       23       53        1          1536        1659               5
       40       75       25        1          1653        1760               5
       41       95       49        1          1645        1725               5
       42       12       63        1           130         263               5
       43       97       38        1           774         904               5
       44       81       46        1           607         750               5
       45       99       77        1          1102        1204               5
       46       37       77        1          1415        1551               5
       47       41       28        1          1106        1249               5
       48       16       16        1             7         114               5
       49        4       11        1           656         720               5
       50       83       90        1           486         596               5
       51       58        3        1           892        1015               5
       52       63       40        1           574         701               5
       53       91       91        1          1468        1612               5
       54       57       25        1           387         521               5
       55       91       60        1          1577        1656               5
       56       75       28        1          1079        1180               5
       57       27       41        1          1268        1364               5
       58       26       30        1           887        1005               5
       59       69       44        1          1369        1489               5
       60       99       48        1           621         707               5
       61       79       17        1           958        1067               5
       62        2       45        1           670         768               5
       63       25       48        1           705         766               5
       64       97        7        1           519         661               5
       65       64       39        1          1389        1490               5
       66       56       79        1           979        1119               5
       67        1       34        1          1313        1423               5
       68       70       55        1          1748        1853               5
       69       19       25        1          1102        1202               5
       70       43       42        1             6          67               5
       71       12       18        1           551         609               5
       72       63       39        1          1325        1472               5
       73       98       48        1           208         328               5
       74       37       59        1          1387        1439               5
       75       85       42        1           489         576               5
       76       80       11        1           887        1037               5
       77       55       13        1           401         469               5
       78       32       81        1          1258        1357               5
       79       49       77        1           973        1095               5
       80       12       49        1           133         227               5
       81       66       40        1           283         404               5
       82       30       55        1           368         461               5
       83       46       95        1          1295        1436               5
       84       70        0        1           584         657               5
       85       42       20        1          1238        1330               5
       86       60       88        1           272         395               5
       87       39       66        1           434         546               5
       88        2       44        1          1371        1516               5
       89       70       51        1           315         458               5
       90       24       65        1            85         183               5
       91       36       98        1           247         314               5
       92       97       55        1          1104        1196               5
       93       55       82        1           617         759               5
       94       30       65        1          1079        1227               5
       95       46       73        1          1298        1350               5
       96        0       17        1          1703        1838               5
       97       89       94        1            14         104               5
       98       30       61        1           679         811               5
       99       15       41        1           945        1047               5
      100       37       22        1          1446        1591               5
