TC-R2229

VEHICLE
NUMBER     CAPACITY
   100     127

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       55       54        4           154         259               5
        2       19       53        8           797         898               5
        3       26       18       10           750         870               5
        4       95       27        5           287         352               5
        5       52       44        8           666         750               5
        6        6        4        2           157         260               5
        7       28       25       71           773         874               5
        8       88       63        4           831         952               5
        9       55       45        2           788         884               5
       10       25       84        3           716         803               5
       11       75       74        8           295         350               5
       12       38       14        3           321         375               5
       13       25       24        8           778         919               5
       14       23       59        5           495         602               5
       15       15       20        1           742         835               5
       16       18       95        2           677         730               5
       17       81       83        3          1652        1797               5
       18       90       10        4           262         370               5
       19       86        1        7           714         774               5
       20       68       18        2          1519        1632               5
       21       51        4        1           650         709               5
       22       33       50        8           662         739               5
       23       83        2        9           770         865               5
       24       31       72       76           750         867               5
       25       10       60        5           652         783               5
       26        5       15       85           162         226               5
       27       18       48       88          1036        1159               5
       28       28       30        8           206         350               5
       29       86       57       92           708         854               5
       30       48       26       10           312         453               5
       31       98        1       10           493         545               5
       32       99       15       75          1403        1539               5
       33       13       28        4           322         430               5
       34       25       91        4           336         407               5
       35       31       78        2          1371        1478               5
       36       43        2        2           805         925               5
       37       48        4       10           738         846               5
       38       60       62       90          1082        1207               5
       39       26       64        3           776         838               5
       40       22        2        8           784         913               5
       41       47        7       72           724         847               5
       42       59       73        8           784         839               5
       43       84       34       95           670         803               5
       44       67       99        8           292         414               5
       45       39        1        1           229         304               5
       46       63       37        6          1576        1724               5
       47       11       42       10           654         778               5
       48       10       83        2           346         409               5
       49       76       91        6           224         373               5
       50       62       23       10           737         861               5
       51       59       30        8           835         938               5
       52       90       97       52           717         797               5
       53        6       44        5           739         803               5
       54       94       61        7           182         296               5
       55       79       83        7           781         840               5
       56       31        3       10           701         808               5
       57       27       33        1           303         376               5
       58       42       21       10           243         310               5
       59       83       93        1           173         271               5
       60       94       53       77           156         282               5
       61       60       57        1           703         754               5
       62       46       86        5           728         800               5
       63        0       11        7           181         330               5
       64        6       20        7           252         383               5
       65       73       81        2          1075        1147               5
       66       94       38        7           197         285               5
       67       89       90        3           787         872               5
       68       73       82        3           679         787               5
       69       25       57        2           336         389               5
       70       33       29        8           282         358               5
       71       50       57        1          1671        1739               5
       72       29       76       10           833         947               5
       73       37       70        4           836         937               5
       74       57       47        7           696         798               5
       75       48       99        1          1388        1514               5
       76       47       30        8           551         691               5
       77       70       90        7           209         284               5
       78       52       61        8          1439        1511               5
       79       66        2        6          1524        1576               5
       80       72       91        3           272         405               5
       81       82       98        7           225         352               5
       82       52       59        6          1074        1199               5
       83       39       79       89           326         379               5
       84        2        3        8           680         828               5
       85       82       41        3           324         436               5
       86       81       31        5           259         409               5
       87       17       31        8            13          68               5
       88       87       68        7           240         335               5
       89       24       22       84           245         393               5
       90        3       29        6          1537        1674               5
       91       59       64        8           929        1003               5
       92       67       99       64           557         657               5
       93       60       54        4           661         744               5
       94       72       57        7           884         935               5
       95       20       74        5           191         255               5
       96       27       11        5           294         349               5
       97       97       31        8          1549        1690               5
       98       76       73        6           201         328               5
       99       99       16        1          1251        1395               5
      100       88       50        6           301         351               5
