TC-C2586

VEHICLE
NUMBER     CAPACITY
   100     180

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       28       69        6           641         971               5
        2       22       81        5          1268        1640               5
        3       24       85        8          1164        1367               5
        4       27       79        7           678        1036               5
        5        1       29        6          1203        1584               5
        6       37       85       10           511         902               5
        7        1       50        6           664        1060               5
        8       10       95        8          1041        1259               5
        9       18       67        9           346         730               5
       10       55       26       10           592         961               5
       11       94       35       10           588         815               5
       12       28       95        8           284         576               5
       13        9       34        8           783        1033               5
       14       25       83        6           264         552               5
       15       12       29        8          1132        1449               5
       16       86       32       10           419         624               5
       17       27       92        8           317         663               5
       18       18       87        5           498         879               5
       19       34       69        6           508         767               5
       20       22       85        5           614         971               5
       21       14        8        5           576         791               5
       22       33       52        9           339         581               5
       23       25       88        8           866        1226               5
       24        3      100        7          1316        1714               5
       25       16       55        8           373         661               5
       26        4       66        6           102         392               5
       27       40       72        9           738        1044               5
       28       36       84        6            25         332               5
       29       24       85        6           574         886               5
       30       20       24       10           661        1006               5
       31       15       82        5            69         378               5
       32       80       35       10           166         471               5
       33       36       67        9          1330        1635               5
       34       17       87        6          1352        1701               5
       35       28       36       10           315         609               5
       36       16       84        7          1461        1816               5
       37       15       86        7           211         525               5
       38       40       76        8           969        1196               5
       39       25       81        7           196         483               5
       40       22       81        5           790        1111               5
       41       60       79        5          1098        1417               5
       42       27       82        5          1217        1497               5
       43       96       32        7           643         878               5
       44       42       53        5           823        1070               5
       45       19       38        6           375         640               5
       46       37       51        7          1431        1699               5
       47       15       86        7          1242        1589               5
       48       19       55        7          1156        1401               5
       49       46       87        8           122         374               5
       50       67       35        7          1063        1415               5
       51       67       63       10           972        1260               5
       52       48       18        7           187         396               5
       53       24       86        9           509         898               5
       54       73       24        7           692         902               5
       55       25       78        8           873        1076               5
       56       15       75        9           196         581               5
       57       63       88        8           120         324               5
       58       38       78        9          1143        1535               5
       59       34       35        8           883        1261               5
       60       17       88        5           354         715               5
       61       24       82        6           272         635               5
       62       19       98       10           259         648               5
       63       22       31        8           699         917               5
       64        1       38        9           792        1169               5
       65       80       38        8           373         713               5
       66       23       81        8           204         551               5
       67       61       81        9           780        1133               5
       68       13       33       10           548         791               5
       69       24       29        7           586         967               5
       70       24       85        9           683         884               5
       71       27       83       10          1009        1263               5
       72       30       14        8           930        1208               5
       73       72       20        8           274         644               5
       74       16       31        6           972        1324               5
       75       19       82       10           698        1011               5
       76       47       21        6           816        1171               5
       77       26       24        6            35         308               5
       78       38       76        6          1462        1845               5
       79       41       78        8           719        1090               5
       80       16       83        9           847        1106               5
       81       31       26        8          1036        1292               5
       82       24       63        6           222         429               5
       83       91        6        9           826        1218               5
       84       14       31        9           298         632               5
       85       39       58       10          1251        1553               5
       86       30       50        6          1090        1407               5
       87       25       84        7           231         475               5
       88        5       34        6          1376        1625               5
       89        4       37        8          1019        1298               5
       90       34        2        5          1171        1373               5
       91       35       55        6           826        1144               5
       92       14       83        9           293         512               5
       93       30       97        8           272         590               5
       94       25       86       10           817        1122               5
       95       35       21       10           164         386               5
       96        7       19        5           603         850               5
       97       23       85        5          1101        1400               5
       98       19       50        7           673         914               5
       99       50       54        6          1025        1368               5
      100       68       93        6           343         690               5
