TC-R2217

VEHICLE
NUMBER     CAPACITY
   100     153

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        1000               0
        1       65       15        1           468         779               5
        2       53       64        8           358         678               5
        3       40       37        7           421         664               5
        4        4       48        1           392         668               5
        5       23       28       10           138         458               5
        6       83       70        7           198         562               5
        7       18        9        6           242         478               5
        8       24       84        4           310         706               5
        9       50        5       61           210         504               5
       10       73       73        9            20         229               5
       11       36       47       92            94         355               5
       12       45       31       10             8         254               5
       13       53       75       66            20         332               5
       14       20       72       74           242         617               5
       15       68       47        4           447         760               5
       16       44       73       72            34         255               5
       17       14       94        8           485         748               5
       18       30       59        5           494         845               5
       19       22       70        7           120         440               5
       20       45       64       10           271         652               5
       21       88       36        1           494         769               5
       22       63       79       10           190         528               5
       23       66       53        3           130         337               5
       24       15        0        1             8         326               5
       25       85       81       10           321         717               5
       26        8      100        3            29         317               5
       27       42       40       50           462         708               5
       28       72       23        7            50         281               5
       29       45       30       10           474         770               5
       30       67       33        6            43         350               5
       31       65       58        6           329         565               5
       32       61       35       10           103         422               5
       33       45       73        2           180         577               5
       34       86       14        6           169         526               5
       35       37       86        8           214         546               5
       36       85       59        8           190         459               5
       37       14       12        4           105         418               5
       38        1       22       68           467         762               5
       39       52       63       68           156         457               5
       40       64       83       83           429         647               5
       41       17       17        8           434         651               5
       42       72       36       73             6         299               5
       43       80       54        4           376         751               5
       44        4       80        4           329         657               5
       45       95       83        2           192         581               5
       46       82       70       10           184         493               5
       47       75       24       76           178         414               5
       48       82       74        3           148         362               5
       49       96       59        4           452         672               5
       50       84       85        3           270         634               5
       51       72       43        8           379         619               5
       52       34       56        5           310         705               5
       53       38       53        5           463         721               5
       54        3       92        8           249         561               5
       55       70       51        8           335         598               5
       56        3       11        4           388         631               5
       57       27       22       66           263         558               5
       58       30       50        5           354         592               5
       59       18        4        7           330         567               5
       60       97       44        7           307         683               5
       61       47        1        7           376         678               5
       62       98       90        9           143         470               5
       63       28        2       86           503         752               5
       64       49       38        9           266         582               5
       65       30       29        6             9         328               5
       66       51       84        9           253         509               5
       67       34       12       62           291         686               5
       68       67       84        9           501         782               5
       69        1       88       80           214         521               5
       70       30       22        2           299         677               5
       71       56       26       10            42         296               5
       72       61       38        9           207         507               5
       73       57       88        9           232         543               5
       74       57       38        3           203         523               5
       75       10       60       10            22         345               5
       76       62       71        9           380         687               5
       77       89       33        4           205         478               5
       78        9       22        1           256         532               5
       79       28       59       64           175         379               5
       80       24       11        7           115         448               5
       81       46       29        3           274         585               5
       82       41       72       98           228         608               5
       83       63       16        8           441         721               5
       84       92       42        4           243         547               5
       85       36       91        6           125         405               5
       86        2       19        9           315         547               5
       87       52       58        2           326         640               5
       88       19       64        1           302         527               5
       89       47       84        5           499         858               5
       90        5       58        8           460         839               5
       91       63       27        7           136         468               5
       92       32       64        1            38         277               5
       93       76       86        5           338         574               5
       94       62       51        4           190         569               5
       95       84       79        5            17         401               5
       96       35       99        7           361         565               5
       97       69       95       84           187         473               5
       98       96       70        7           122         519               5
       99       37       98       99           177         509               5
      100       50       98        5           422         757               5
