TC-RC4837

VEHICLE
NUMBER     CAPACITY
   100     122

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       64       92        8           659         799               5
        2       33       42        5           186         259               5
        3       82       64        5           735         849               5
        4       45        9        8           165         275               5
        5       40       31        7           329         398               5
        6       36        6        9           416         549               5
        7       22       60       10           653         800               5
        8        3       83        6           351         471               5
        9       20       52        5           277         337               5
       10       93       72       10           742         815               5
       11       54       97        9           735         826               5
       12        5       36       10           199         316               5
       13       97       90        9           205         330               5
       14       37       75        8           523         576               5
       15       45        5        5           225         282               5
       16       29       84        9           735         880               5
       17       17       52       10           727         867               5
       18       21       87        9           289         354               5
       19       52       82       10           627         701               5
       20        5       81       10           181         250               5
       21        2       33        6           418         512               5
       22       17        0        5           740         866               5
       23       54       37        5           271         372               5
       24       21        6       10           363         480               5
       25       77       60        6           154         297               5
       26       25       62        5           710         851               5
       27       22       61        8           273         365               5
       28       26       20       10           669         773               5
       29       95       94       10           454         602               5
       30       37        8        5           328         445               5
       31        7       84        5           477         558               5
       32       82       24        6            23          96               5
       33       21       45        7           527         620               5
       34       77        3        9            41         104               5
       35       26       67        7           657         806               5
       36       65       18        8           160         228               5
       37       29       30        6           724         869               5
       38       17       53        9           171         298               5
       39       90       75        5           711         773               5
       40       45       63       10           246         340               5
       41       52       19        7           245         330               5
       42       35       16        8           732         805               5
       43       23       77        5           676         795               5
       44       75       66        7           748         841               5
       45       42       11        7           672         815               5
       46       27       49        8           182         245               5
       47        5       84        7           708         778               5
       48       74       46        6           350         436               5
       49        7       53        6           330         394               5
       50       73       29        5           736         844               5
       51        7       37        7           556         611               5
       52        9       54        5           662         805               5
       53       17       52        7           683         747               5
       54       40       89       10           679         733               5
       55        6       85        9           656         709               5
       56       17       50       10           203         283               5
       57       42       48       10            37         183               5
       58       88        5        9           154         231               5
       59        0       63       10           166         269               5
       60       40       16        5           743         822               5
       61       13       85        6           726         832               5
       62       18       51        7           749         880               5
       63       35        6        8           374         471               5
       64       46       74        8           477         612               5
       65       72       81        7           737         842               5
       66       31       73       10           264         370               5
       67       38       10        9           689         835               5
       68       40       34        9           168         290               5
       69       78       24        9           697         773               5
       70       18       47        5           168         227               5
       71        1       92        5           269         379               5
       72       39       63        6           166         222               5
       73        6       86       10           268         332               5
       74       13       12        9           356         457               5
       75       11        2        6           741         880               5
       76       27       90        5           315         422               5
       77       45       52       10           240         332               5
       78       13       51        9           619         676               5
       79        2       91        9           282         408               5
       80        4       36        5           730         868               5
       81       22       30        8           688         771               5
       82       98       73        6           210         300               5
       83       34       18        6           660         720               5
       84        3       55        7           238         322               5
       85       21       35        8           427         484               5
       86       21       30       10           337         404               5
       87       76       85        8           335         423               5
       88        7       86        9           662         768               5
       89       11       85       10           731         853               5
       90       36       38        7           327         474               5
       91        1       88       10           410         488               5
       92       99       48        7           650         702               5
       93        5       84        8           675         748               5
       94       40       12       10           450         501               5
       95       28       41       10           543         666               5
       96        8       40        7           327         475               5
       97        1       85        9           262         323               5
       98       41        3        6           333         415               5
       99       24       77        5           298         370               5
      100       12       87        5           311         403               5
