TC-R3770

VEHICLE
NUMBER     CAPACITY
   100     428

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        2000               0
        1       73       45       60           710         952               5
        2       53        1       77          1331        1567               5
        3       51       40       62            11         349               5
        4       50       85       31           689         978               5
        5       40       57       29          1349        1660               5
        6       56       94        5           751        1083               5
        7       36       87       29          1476        1690               5
        8       47       79       32           583         874               5
        9        6       16       44          1395        1794               5
       10       96       65       20           792        1073               5
       11       19       92       27           212         589               5
       12       77       12       66           675         974               5
       13       24       66       81          1135        1509               5
       14       78       58        6           860        1232               5
       15       30       64       88          1179        1425               5
       16       58       95        6           697         975               5
       17       54       97       98          1188        1405               5
       18       43       22       48          1214        1558               5
       19       38       38       20            78         389               5
       20       59       55       76          1437        1802               5
       21       42       84       65          1479        1860               5
       22       83       36       85          1088        1363               5
       23       78       70       73           936        1240               5
       24       58       23       45          1178        1548               5
       25       87        3       93            23         376               5
       26       95       37       56           413         766               5
       27       60       52       93          1495        1806               5
       28        2       44       43           252         639               5
       29       30       53       32           353         563               5
       30       12       88       69           356         678               5
       31       97        6       90           215         443               5
       32       45       48       91           333         534               5
       33       82       65       77           798        1127               5
       34       17        2       39          1212        1564               5
       35       19       30       83           422         625               5
       36       90       49       58          1339        1677               5
       37       52       72       61           213         508               5
       38       47       22       89           373         718               5
       39       14       53        8           411         784               5
       40       26       74       80           851        1204               5
       41       78        9       19            84         337               5
       42        7       41       71          1082        1339               5
       43       36       53       67          1452        1683               5
       44       73       13       83          1288        1624               5
       45        4       49       47           873        1208               5
       46       70       97       62           274         480               5
       47       56       90       16           323         677               5
       48       30       13       67           598         946               5
       49       27       86        8           854        1060               5
       50       29       77       81           292         542               5
       51       41       10       96           942        1169               5
       52       82       38       35           688        1048               5
       53       62       34       75           997        1209               5
       54       20       46       61          1260        1521               5
       55       77       73       41           473         826               5
       56       79       18       37          1072        1353               5
       57       52       50       88           134         498               5
       58       92        1       10           726         974               5
       59       88       72       72          1193        1467               5
       60        0       26       51          1130        1373               5
       61        1       48       95           360         674               5
       62       87        6       82           755        1033               5
       63       65       27       42           871        1247               5
       64       29       38       95            38         302               5
       65       17       29       66          1088        1480               5
       66       78      100       63           102         440               5
       67       19       91       70           507         894               5
       68       67       52       65           785        1138               5
       69       40        0       87           199         585               5
       70       16       25       71           920        1230               5
       71       96       83       89           420         811               5
       72       77       77        9           960        1167               5
       73        2       38       38           284         601               5
       74       84       11       36          1416        1760               5
       75       37       93       39           285         488               5
       76       80       70       57           660        1059               5
       77       87        3       14          1187        1468               5
       78       79       89       38           219         523               5
       79       43        2       32           894        1124               5
       80       20       68       14           458         814               5
       81       82        5       26           603         878               5
       82       53       31       79          1113        1382               5
       83        4        2       79           533         840               5
       84        8       98       87           528         863               5
       85      100       33       47          1006        1402               5
       86       71       78       79           852        1162               5
       87       33       91        7           417         745               5
       88       30       53       19           681        1076               5
       89        6      100       74           535         763               5
       90        7       94       82           592         904               5
       91       32       10        2          1081        1426               5
       92       45       22       28          1380        1632               5
       93       45       64       18           419         749               5
       94       53       87       12           328         728               5
       95       29       19       74            55         322               5
       96       20       42       35           909        1154               5
       97       42        2       68           798        1173               5
       98       19       27       19          1085        1359               5
       99       54       51       31           874        1228               5
      100       60       25       49          1268        1620               5
