TC-C1081

VEHICLE
NUMBER     CAPACITY
   100     78

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       84       95        0             0        2000               0
        1       85       88        2           722        1015               5
        2        6       74       10          1446        1654               5
        3        7       70        1          1324        1610               5
        4        5       78        7          1339        1592               5
        5       29       74       10            78         361               5
        6       30       74       10           810        1166               5
        7       58       46        5          1284        1608               5
        8       89       37        3          1367        1578               5
        9       28       75        2           719        1038               5
       10        8       61        6           172         450               5
       11        3       55        7           465         851               5
       12        5       81        2           229         547               5
       13       86       67       74           926        1152               5
       14       75       27        6           380         631               5
       15       31       96       10          1242        1446               5
       16       86       68        2           743         947               5
       17       35       77       10          1476        1778               5
       18       21       83       78          1130        1490               5
       19       24       63        1           164         419               5
       20       30       74       10           239         477               5
       21       85       67        2           725        1060               5
       22       75       67        3          1380        1657               5
       23       76       60        5           424         632               5
       24       86       67        8          1003        1280               5
       25       34       83        2          1324        1680               5
       26        9       69        9           528         838               5
       27       94       23        1            85         444               5
       28       47       77       10          1255        1467               5
       29       86       68        8           899        1157               5
       30       25       75        7          1134        1455               5
       31       26       72       10          1014        1335               5
       32       47       53        4          1171        1390               5
       33       74       58        2           772        1135               5
       34       81       21        4            99         307               5
       35        0       37        3           170         536               5
       36        2       63        3          1060        1448               5
       37        5       76        9           195         432               5
       38       33       77        4          1010        1228               5
       39       29       76        3          1024        1357               5
       40        7       71        9           412         765               5
       41       86       68        6          1234        1561               5
       42       29       53        2           601         827               5
       43       37       87        2          1358        1558               5
       44       85       82        3          1277        1620               5
       45       11       70        3          1413        1729               5
       46       73       13       10           738         968               5
       47       32       59        1           909        1190               5
       48       70       17        9          1186        1563               5
       49        5       76        3          1243        1534               5
       50       78       21        2           440         669               5
       51       97       75        8          1300        1622               5
       52        5       72        3           491         848               5
       53       47       19        6           295         513               5
       54       14       76        9          1448        1826               5
       55       12       75       10           748         997               5
       56       82       68        8            10         258               5
       57        9       76       10           363         699               5
       58        3       72        1            50         311               5
       59        9       71       62           735        1009               5
       60        6       79        3          1008        1254               5
       61       84       67        6            33         340               5
       62       89        9        4          1048        1279               5
       63       23       85        2           369         603               5
       64       88       84        4            76         291               5
       65       78       29        9           315         665               5
       66       62       35        6           286         547               5
       67       77       21        6          1024        1315               5
       68       78       58       10           166         556               5
       69       27       75        9          1258        1560               5
       70       79       16        4           743         959               5
       71       97       68       10          1336        1600               5
       72       86       65        7            19         360               5
       73       72        1        5           195         420               5
       74       84       56        5          1137        1422               5
       75       66       61       10           404         802               5
       76       35       65       58           491         830               5
       77       86       68       10           936        1164               5
       78       27       75        1          1234        1611               5
       79       18       70        8           498         702               5
       80       78       25        5           329         610               5
       81       17       62        5            19         296               5
       82       55       91        1          1456        1746               5
       83       91       14       78            66         299               5
       84       86       68       10          1164        1455               5
       85       79       24        6           212         418               5
       86        5       72        7          1462        1717               5
       87       40       58        3          1047        1380               5
       88       74       35       78           449         762               5
       89       26       74        2           315         670               5
       90        4       72        4          1161        1446               5
       91       16       77        3          1230        1436               5
       92       81       59        7            23         290               5
       93       80       22        3           944        1322               5
       94        4       22        5           737         975               5
       95        7       72        6           362         716               5
       96        7       70        2           716        1116               5
       97       20       98        1           745        1018               5
       98       25       79        2            89         429               5
       99       71       56       10          1491        1739               5
      100       36       72       10           985        1336               5
