TC-C0870

VEHICLE
NUMBER     CAPACITY
   100     435

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       31       81        0             0        1000               0
        1        7       70       59           259         369               5
        2        9       58       53           682         766               5
        3        7       71       68           409         519               5
        4       14       60       28           272         363               5
        5        9       71        3           695         780               5
        6       31       56       80           158         275               5
        7       13       63       16           726         874               5
        8        2       49       56           712         839               5
        9       97       89       46           689         806               5
       10        6       72       56           518         630               5
       11        9       68       21           349         416               5
       12       49       23       32           284         373               5
       13       37       25       89           651         737               5
       14       31       56       59           279         397               5
       15       13       65       42           713         813               5
       16       89       47       51           114         194               5
       17       74       95       26           166         250               5
       18       80       67       26           718         804               5
       19        8       77       89           180         306               5
       20       14       62       66           731         862               5
       21       91       43       58           154         286               5
       22       24       55       25           266         411               5
       23        9       71        6           199         331               5
       24        0       41       39           320         438               5
       25       17       71       11           239         365               5
       26       89       71       36           275         398               5
       27       44       42       11           236         340               5
       28       73       69       44           668         786               5
       29       97       56       60           254         367               5
       30       18       34       67           681         806               5
       31       83       12       61            18          92               5
       32       26       28       71           655         720               5
       33        7       71       84           323         436               5
       34       13       58        1           734         819               5
       35       14       60       87           187         276               5
       36       39       84       86           731         874               5
       37       41       51       59           725         862               5
       38       73       79       24           714         803               5
       39       75       73       88           291         380               5
       40       36       37       64           390         538               5
       41       17       29       51           733         844               5
       42       31       29       88           265         315               5
       43       45       39      100           312         435               5
       44       71       70      100           678         760               5
       45       33       29       36           453         587               5
       46       81       87       23           674         728               5
       47       69       81       92           680         783               5
       48       25       37       83           317         381               5
       49       16       59       68           624         702               5
       50        7       71       29           348         417               5
       51       47       27       45           298         366               5
       52       32       29       98           382         476               5
       53       58       40       86           382         517               5
       54       49       12       53           741         876               5
       55       51        4       54           274         391               5
       56       70       71       55           749         887               5
       57       48       81        7           726         841               5
       58        7       71       69           305         360               5
       59       13       59       67           712         847               5
       60        9       55       65           248         397               5
       61       78       83       55           323         402               5
       62       43       54       88           262         312               5
       63       19       25       83           331         464               5
       64       12        0       68           378         448               5
       65       54       31       47           103         229               5
       66       31       34       24           252         393               5
       67        7       71       87           200         285               5
       68       32       74       44           680         754               5
       69        7       72       16           748         894               5
       70       85       78       96           290         417               5
       71       17       62       80           456         567               5
       72       14       64        1           689         800               5
       73       81       21       42           711         762               5
       74       43       21       90           736         848               5
       75       19       61       13           162         303               5
       76       74       26       86           130         247               5
       77       73       69       70           190         308               5
       78       86       43      100           268         398               5
       79       35       42       92           690         782               5
       80        0       64       42           702         837               5
       81       86       88       76           372         498               5
       82       26       24       14           265         415               5
       83       85       33       56           500         557               5
       84       14       60       24           307         431               5
       85       96       72       30           745         812               5
       86       31       95       42           658         791               5
       87       14       60       91           734         838               5
       88       79       85       62           174         319               5
       89       76       87       42           690         775               5
       90       30       34       48           511         600               5
       91       77       61       40           320         415               5
       92       68       69       44           208         302               5
       93       52       76       43           225         310               5
       94       16       75       71           321         429               5
       95       34       40       40           731         791               5
       96       11       71       35           171         226               5
       97        6       68       62           546         642               5
       98       71       75       74           287         377               5
       99        3       56       41           694         794               5
      100        8        1       59           705         793               5
