TC-RC1290

VEHICLE
NUMBER     CAPACITY
   100     85

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       31       86        0             0        1000               0
        1       43       25        8           354         751               5
        2       58       71        5           193         396               5
        3       59       33        9           173         445               5
        4       17       70        6           408         650               5
        5       78       42        1           300         595               5
        6       94       38        7            80         334               5
        7       30       19        7           349         741               5
        8       43       80        8           236         450               5
        9       41       63        3           334         578               5
       10       12       43        4           474         814               5
       11       35       55        2           363         572               5
       12       54       13        5           314         562               5
       13       23       73        8           432         779               5
       14       13       63        2            98         438               5
       15       77       19        8             0         237               5
       16       92       68        4           301         618               5
       17       63       63        3           104         435               5
       18       68       64       10           101         324               5
       19       83       46        6           481         847               5
       20       19       28        3            46         271               5
       21       41       63        1           284         492               5
       22       84       12        7           418         684               5
       23       42       61        1           360         661               5
       24       32       64        1           260         483               5
       25       41       62        6           326         630               5
       26       60       67        7           135         496               5
       27       46       61        2           241         502               5
       28       47       67        1           199         465               5
       29       29       66        3           396         770               5
       30       36        4        4           469         704               5
       31       43       61        5            29         366               5
       32       41       63        5           138         467               5
       33       60       67        3           187         396               5
       34       41       62        1           236         493               5
       35       63       73        3           501         803               5
       36       54       96        2           427         777               5
       37       40       64        5            33         361               5
       38       14       24        2            32         373               5
       39       34       48        7           431         716               5
       40       63       60        4            80         391               5
       41       82       78       10           492         756               5
       42       42       44        7            84         453               5
       43        2       54        9           325         595               5
       44       19       63        7           232         449               5
       45        5        9        8           390         718               5
       46       41       64       10             1         357               5
       47       47       18        7           157         459               5
       48       69       71        2           500         737               5
       49       42       61        3           223         425               5
       50       89       17        7            57         421               5
       51       24       77        1           245         613               5
       52       69       69        7            62         280               5
       53       67       89        7            11         369               5
       54       57       83        9           279         544               5
       55       97       43        7           361         625               5
       56       27       55        5           269         498               5
       57       30       23        8           397         667               5
       58       62       68        2           230         461               5
       59       43       65        4            25         336               5
       60       29        3        9           210         504               5
       61       62       81        9           174         442               5
       62       17       29        8           479         739               5
       63       94       40        7           247         594               5
       64       31       24        8           374         590               5
       65       10       61        1            49         384               5
       66       40       63        6           357         613               5
       67       41       62       10           494         766               5
       68       69       12        2            60         419               5
       69        9       13        2           234         563               5
       70      100       39        1            45         433               5
       71       21       62        8           105         356               5
       72       93        9        7           323         624               5
       73       89       76        1           318         582               5
       74       24       27        9           381         645               5
       75      100       75        7           315         533               5
       76        5       55        7           386         746               5
       77       41       62        2           215         533               5
       78       72        5        3           231         620               5
       79       90       72        4            79         411               5
       80       70       74        2           262         644               5
       81       41       63        6           388         699               5
       82       66       21        8           201         575               5
       83       72       56        8            88         450               5
       84       41       62        3           397         603               5
       85       39        8        7           126         402               5
       86       36       55        2           403         647               5
       87       76       66        4           243         555               5
       88       45       61        3           309         625               5
       89       25        3       10            61         313               5
       90       29       30        3           211         452               5
       91       22       27       10           488         803               5
       92       58       67        5            48         317               5
       93       34       75       10           180         555               5
       94        9       64        2            36         422               5
       95       46       56       10           460         673               5
       96       81       38        2           228         435               5
       97       20       72        7           384         647               5
       98       82       52        8           147         416               5
       99       44       28        2           480         713               5
      100       14       66        4             5         325               5
