TC-C1108

VEHICLE
NUMBER     CAPACITY
   100     320

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       40       21        0             0        2000               0
        1       92       52        9           708         830               5
        2        0       90        3          1685        1772               5
        3       97        6        4           214         343               5
        4       80       64       10           696         827               5
        5       38       87       86           858         977               5
        6       31       37        9           701         835               5
        7        0       90       71           804         927               5
        8       45       14        2           817         888               5
        9       91       85        2           301         405               5
       10       70       98        7           310         404               5
       11       82       65       72           422         499               5
       12       85       42        4          1557        1670               5
       13       44       35        6           191         280               5
       14       93       80       10           350         414               5
       15       88       55       87           469         521               5
       16       29       24        1           802         922               5
       17       48       81        1           203         275               5
       18       95       92        4           154         235               5
       19        9       71        8           794         925               5
       20       44       35        6           665         810               5
       21       12       72       10           220         368               5
       22       27       68        6           341         453               5
       23        0       83        8           798         876               5
       24       96        7        1          1462        1535               5
       25       42       49        6           325         394               5
       26       98       67        7           269         334               5
       27       96        9        4           741         883               5
       28       88        0        8           674         799               5
       29       95       78        8           197         297               5
       30        2       41        7           789         922               5
       31       45       25        7           673         726               5
       32       52       40        1           271         327               5
       33       47       32        2          1438        1530               5
       34       38       25        9           343         471               5
       35       37       22        7           242         313               5
       36       90       79        9           186         260               5
       37       92       81       73           771         834               5
       38       30       34        4           194         280               5
       39       49       71        2           240         336               5
       40       82       14        9           189         293               5
       41       98        6        9           557         691               5
       42       91       41        8           841         977               5
       43       11       71       74           206         341               5
       44       93       29        8           659         788               5
       45       91       33        4           718         786               5
       46       94       96       99           279         392               5
       47       73       60        9           795         891               5
       48       94       41        2           279         365               5
       49       31      100        8           676         750               5
       50       91       16       72           804         950               5
       51       98       71        7           595         714               5
       52        0        2       91           924        1058               5
       53        0        0        9           629         755               5
       54       48       37       71           742         825               5
       55       81       18        3           315         442               5
       56       15       55        4           271         385               5
       57       42       43        8           754         875               5
       58       97        6       10           832         973               5
       59       84       73       75          1402        1463               5
       60       84       17        7           190         288               5
       61       87       16       10           335         392               5
       62       93       15        1           226         280               5
       63       28       78        7           269         334               5
       64       22       74       81           796         902               5
       65       17       17       10           832         913               5
       66       71       71      100           184         262               5
       67       11       73        1           701         764               5
       68       86       67       92          1075        1191               5
       69       17       55        4           691         757               5
       70       58       35        7          1132        1263               5
       71       94       65        4           735         844               5
       72       35       21       65           761         890               5
       73      100       69        8            66         192               5
       74       93       18        5           819         924               5
       75       68       57        2           329         415               5
       76       95       39        2           842         959               5
       77       87       86       78          1739        1836               5
       78       78       34        8           180         265               5
       79       78       41        7           680         739               5
       80      100       26       51           278         348               5
       81       86       49        1           217         327               5
       82       94       78        2          1609        1758               5
       83       95       47        8           316         379               5
       84       46       35       10           234         384               5
       85       81       17       97           529         601               5
       86       44       24        7           275         425               5
       87       57       54        9           717         866               5
       88       53       49        7           713         847               5
       89       89       74        8           190         312               5
       90       51       35        2           270         380               5
       91       78        8        1           616         699               5
       92       10       17       10           849         941               5
       93       23       26       91          1560        1647               5
       94       26       74        5            96         148               5
       95       32       28        2          1080        1219               5
       96        7       62        6          1327        1469               5
       97       66       96        4           840         925               5
       98       91       78        7          1343        1472               5
       99       91       23        2           838         910               5
      100       98       18       10           328         406               5
