TC-RC4853

VEHICLE
NUMBER     CAPACITY
   100     123

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        2000               0
        1       67       83       10          1433        1555               5
        2       43       52        7            97         228               5
        3       53       83       10           724         874               5
        4       48       87       10           904        1025               5
        5        1       58       10           258         406               5
        6       73       23       10           322         413               5
        7       89       86        7           709         829               5
        8       84       51        8           342         402               5
        9       53       39        9           838         894               5
       10        4       26        8           326         463               5
       11       31       73        7           661         808               5
       12       42       87        5           699         760               5
       13       59       95        7          1152        1280               5
       14        8       56        5           308         407               5
       15       13       25        7           814         934               5
       16       19       61        5           245         377               5
       17       37       29       10           395         447               5
       18       68       40        5           755         871               5
       19       29       62        6           177         302               5
       20       87        5        5           156         279               5
       21        0       55        9           194         326               5
       22       69       36        7           843         985               5
       23       47       91        5           429         521               5
       24       45       68        7           661         770               5
       25       59        9       10           760         850               5
       26        0       55        5          1557        1660               5
       27        3       31        8           762         883               5
       28       70       96        8           665         745               5
       29       30       60        5           822         920               5
       30       81       86        8           188         246               5
       31       20       27        7           193         256               5
       32       26       71        5           842         968               5
       33       28       34        6           967        1092               5
       34       22       67       10           192         320               5
       35        9       65       10           680         739               5
       36       31       61        9           763         818               5
       37        5       73        5           733         879               5
       38       99       16       10           837         950               5
       39       82       77       10           745         857               5
       40       59       46        9           305         363               5
       41       63       20       10           239         293               5
       42       39       37        9           252         375               5
       43       48       62        6           313         383               5
       44       32       61       10           677         817               5
       45       60       15        8           705         818               5
       46       88       27       10           835         927               5
       47       71       14       10           258         341               5
       48       95        3        6           320         378               5
       49       82        9       10           264         378               5
       50       29       18        9          1355        1425               5
       51       68       86        7           189         336               5
       52       18       34       10           634         733               5
       53       65       62       10           330         419               5
       54       52       14        5           505         580               5
       55       43       88        9           339         477               5
       56       62       25        7           305         375               5
       57       44       55        7          1561        1629               5
       58       34       62        9           189         309               5
       59       71       59        5           741         848               5
       60       89       74        6           280         342               5
       61       25       69        6           275         415               5
       62       77       81       10           252         334               5
       63       21       51       10           736         810               5
       64       30       65        7          1549        1677               5
       65       46       93        7           664         792               5
       66       37       79       10           288         372               5
       67       14       47        7          1329        1439               5
       68       53       56        7           441         590               5
       69       49       19        5           236         307               5
       70       71       66        7           711         819               5
       71        3       56        5           722         817               5
       72       50       84        5          1092        1188               5
       73       30       54        5          1328        1460               5
       74       73       60        8           796         896               5
       75       66        0        5           188         284               5
       76       84       42        6           268         343               5
       77       14       66        5          1281        1420               5
       78       97       36       10           234         367               5
       79       75       28        6           160         279               5
       80        9       30       10           829         932               5
       81       32       61       10           315         368               5
       82       33       72        8           289         405               5
       83       21       36        7           760         841               5
       84       69       94        7          1298        1445               5
       85       32       97        9           207         286               5
       86       28       77        8           224         369               5
       87       79       19        6           227         350               5
       88       97       38        9           241         302               5
       89       73       26       10          1747        1828               5
       90       15       49        8           797         939               5
       91       22       71        7          1728        1859               5
       92       45       50        8            74         146               5
       93        7       10        7           288         387               5
       94       36       59       10           693         745               5
       95       33       85        8           799         872               5
       96        8       26        8           831         911               5
       97       41       55        7           186         336               5
       98       29       23        9           762         887               5
       99       22       63        7           806         940               5
      100       45       68        6           788         841               5
