TC-RC1584

VEHICLE
NUMBER     CAPACITY
   100     1234

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       33       22        0             0        2000               0
        1       69       85       93          1734        1813               5
        2       65       12       50          1575        1699               5
        3       37       41       79          1406        1523               5
        4        2       67       63           923        1003               5
        5       75       60       69           986        1107               5
        6       69       72       59           172         290               5
        7       47       45       78           498         631               5
        8       55       87       52          1135        1259               5
        9       72       90       57           589         654               5
       10       74       73       79           356         499               5
       11       82       72       76          1375        1483               5
       12       10       81       75          1516        1572               5
       13       54       67       96           733         878               5
       14       21        2       81          1415        1469               5
       15        4       82       88           101         245               5
       16       36       49       92           744         837               5
       17       75       89       89           836         891               5
       18       44       60       74           715         787               5
       19       83       80       79           671         745               5
       20       70       75       58          1133        1258               5
       21       25       16       98           975        1037               5
       22       77       93       80           584         691               5
       23       13       49       72          1740        1803               5
       24       23       43       83           732         813               5
       25       59       49       65          1510        1637               5
       26        1       91       97            62         153               5
       27       25       26       99          1429        1577               5
       28       50       93       78           622         673               5
       29       43       97       56          1219        1352               5
       30       57       63       93          1165        1255               5
       31        0       27       99           378         473               5
       32       30       73       70            51         104               5
       33       76        0       52            41         133               5
       34        6       42       51          1153        1278               5
       35       63       56       56          1365        1512               5
       36       52       79       85          1702        1763               5
       37       64       85       60          1444        1587               5
       38       79       90       88           470         582               5
       39       71       75       71           781         884               5
       40       20       15       88           554         670               5
       41       67       70       73           805         943               5
       42       86       83       99          1232        1317               5
       43       87       43       89           843         903               5
       44       66       75       86           233         298               5
       45       71       57       92           925        1023               5
       46       68       82       97           836         907               5
       47       74       90       67           907        1014               5
       48       52       87       76          1159        1238               5
       49       76       93       70           289         355               5
       50       56       96       89          1363        1442               5
       51        5       53       78          1731        1862               5
       52       97       32       58           416         559               5
       53        5       80      100           136         250               5
       54       81        8       91          1631        1697               5
       55       62       60       61          1684        1742               5
       56       14       63       61           998        1073               5
       57       70       75       87          1075        1203               5
       58       69       66       88           417         542               5
       59       82       43       95           204         309               5
       60       79       76       95           806         883               5
       61       73       70       79          1600        1666               5
       62       59       79       69          1286        1346               5
       63       68       73       57          1713        1843               5
       64        4       92       85          1056        1187               5
       65       88       76       60           148         281               5
       66       29       24       79           699         819               5
       67       16       74       63           816         927               5
       68       64       70       99           907        1039               5
       69       63       93       69          1721        1775               5
       70       91       71       96           601         744               5
       71       85       90       94           767         900               5
       72       84       69       58          1312        1396               5
       73       45       53       51           694         826               5
       74       57       60       71           193         277               5
       75       64       91       91          1636        1742               5
       76       98       18       74           177         283               5
       77       25       54       51          1570        1632               5
       78       69       97       71          1292        1408               5
       79       90        5       87          1611        1699               5
       80       85       55       98           477         621               5
       81       63       23       88           126         255               5
       82       67       99       62           952        1081               5
       83        4       59       93          1259        1338               5
       84       84        8       76           416         550               5
       85       67       81       76           692         841               5
       86       21        3       91          1637        1689               5
       87       36       37       58           359         438               5
       88       26       64       73           766         861               5
       89       79       68       88           969        1092               5
       90       80       85       80           878         957               5
       91       14       70       61          1450        1555               5
       92       76       93       97          1114        1260               5
       93       21       46       53          1177        1253               5
       94       20        6       93           444         564               5
       95       93       63       90           577         660               5
       96       75       93       72          1231        1354               5
       97       89       98       76          1398        1471               5
       98        7       31       66          1157        1208               5
       99       70       75       80           517         603               5
      100       48       55       52           500         618               5
