TC-RC1260

VEHICLE
NUMBER     CAPACITY
   100     44

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       84        2        0             0        1000               0
        1       30       35        8           328         619               5
        2       10       53        9           444         705               5
        3       37       70        7            57         307               5
        4       58       18        8           202         450               5
        5       52       26        4           481         849               5
        6       61       52        4            92         296               5
        7       42       13        8           172         552               5
        8       82       16       10           279         500               5
        9       97       39       10           348         698               5
       10       85       23       10           362         733               5
       11        6       42       10           313         646               5
       12       61       38        5           504         873               5
       13       15       13        3           333         614               5
       14       65       14        3           278         604               5
       15       86       88        5           149         523               5
       16        5       36        5           446         724               5
       17       33       48        9           459         738               5
       18       48       50        2            67         400               5
       19       80       88        4           481         719               5
       20       77       86        1           418         725               5
       21       67       92        3           328         576               5
       22       35        2        1           296         607               5
       23       85       45        9           332         532               5
       24       48        5        8           336         572               5
       25       95       48        4           284         499               5
       26       91       60        4           413         781               5
       27       11       35        4           483         766               5
       28       27       28        8           250         524               5
       29       44       13        2           500         781               5
       30        8       65        9           315         611               5
       31      100       41        4           319         672               5
       32       71        4        9           192         585               5
       33       93       44        2           311         526               5
       34       97       44        7           311         701               5
       35       83       44        3           241         570               5
       36        0       68        7           333         728               5
       37       25        5        1           458         744               5
       38       95       40        7           200         400               5
       39        2       15        4           498         884               5
       40       45       32        3           298         514               5
       41       56       44        2           410         770               5
       42        6       52        6           496         727               5
       43       96       48        8           410         760               5
       44       93       45        2           168         378               5
       45       20       97        8           490         845               5
       46       75       90        4           492         696               5
       47       96       43        1           179         494               5
       48       31       98       10           437         793               5
       49       17       38        6           418         719               5
       50       44       14        6           436         748               5
       51       47        5        6           341         736               5
       52       56       58        4           128         357               5
       53       24       38        9           496         817               5
       54       57       35        7           270         646               5
       55       85       84        6           414         719               5
       56       94       39       10           183         498               5
       57       16       25        7           204         465               5
       58       13       29        3            12         323               5
       59       38       66        4           266         572               5
       60       62        5       10           332         659               5
       61       52       59       10           325         615               5
       62        0       87        7           183         527               5
       63       72        7        9           423         791               5
       64       88       43        4           379         688               5
       65       22       99        6           505         813               5
       66       77       85        3           284         593               5
       67       46       80        9           307         511               5
       68       72       38        2           165         367               5
       69       59       19        7           466         712               5
       70       45       97        6           424         760               5
       71       88       96        1           219         422               5
       72       23       65        3           247         555               5
       73       77        9        5           494         812               5
       74       92       37        1           304         574               5
       75       82       59        4           484         841               5
       76       79       63        5           407         792               5
       77       94       17        5            72         339               5
       78       43       63        6           409         783               5
       79       10       48        4            55         380               5
       80       92       37        5           419         771               5
       81       31       69        4           427         787               5
       82       64       97        8            65         314               5
       83        7       36        1           417         775               5
       84       13       29        5           478         763               5
       85        4       96        6           486         714               5
       86       36       29        4           493         826               5
       87       58       19        3           159         408               5
       88       19       26        9           357         742               5
       89       76       41        8            98         372               5
       90       10       48        5           474         803               5
       91       35       35        6           327         558               5
       92       94       39        3           182         535               5
       93       54       13        2           476         738               5
       94       67       47        2           446         726               5
       95       57       61        5           480         840               5
       96      100        1        6           282         600               5
       97        5       11        8           492         852               5
       98       10       69        7           469         811               5
       99       56       72        5           160         386               5
      100       83       94        4           280         543               5
