TC-C2712

VEHICLE
NUMBER     CAPACITY
   100     605

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       12       11       69          1473        1699               5
        2       14       39       52           779        1038               5
        3       21        0       70           855        1205               5
        4        6       18       79           536         755               5
        5       11        7       68           707         912               5
        6       34       39       77           493         822               5
        7       11        8       81           508         802               5
        8       45       43       62          1164        1463               5
        9       57       82       82          1210        1497               5
       10       13        3       92          1227        1627               5
       11       11        4       75           692         965               5
       12       12        6       53          1396        1739               5
       13       49       49       79            25         384               5
       14       11        5       89           449         733               5
       15       11        6       51          1492        1810               5
       16       13       10       60           680        1069               5
       17        7       16       94           969        1329               5
       18       16       16       87          1142        1422               5
       19        8        3       80          1476        1683               5
       20       14        6       85          1045        1305               5
       21       12        8       54           301         629               5
       22       23        1       91           564         921               5
       23       22       31       83          1025        1242               5
       24       57       76       85           182         404               5
       25        5       59       83           146         496               5
       26       35       38       97           104         414               5
       27        8        4       55          1453        1798               5
       28       32       89       74           355         657               5
       29       21       12       55           816        1199               5
       30        5        7       94           728        1128               5
       31        9        9       62          1401        1608               5
       32       48       74       72          1442        1662               5
       33       10       11       53           683        1060               5
       34       72       29       90          1141        1485               5
       35       16       16       95           957        1194               5
       36       23       40       75           125         490               5
       37       13        7       92          1358        1575               5
       38       56       84       97          1047        1255               5
       39       78       80       75           574         849               5
       40        7       22       71           904        1157               5
       41       12       11       52           443         734               5
       42        8       12       57           194         541               5
       43       14        6      100           516         748               5
       44       58       86       54           110         499               5
       45       76        8       66            54         293               5
       46       14        6       60          1184        1500               5
       47       10        6       69           247         525               5
       48       97       27       75           278         487               5
       49       75       98       54           345         671               5
       50       12        7       76          1055        1350               5
       51       83       38       85           473         844               5
       52       29       29       81           881        1235               5
       53       15       10       75           683        1008               5
       54       11       11       79           384         756               5
       55       17        7       63          1215        1596               5
       56        9       13       80           756         968               5
       57        9        5       63          1121        1355               5
       58       28       26       79          1413        1638               5
       59       97       10       64          1150        1417               5
       60       16        9       96           472         737               5
       61       18        8       88          1204        1517               5
       62        7       10       72           149         481               5
       63       20       14       70           244         553               5
       64       12        9       51          1126        1331               5
       65       51       86       92          1345        1682               5
       66       51       93       50          1251        1509               5
       67       24       41       66           608         932               5
       68       14        1       95          1120        1392               5
       69       12        9       83          1296        1604               5
       70       13       12       87          1008        1275               5
       71       13        0       60           250         602               5
       72       81       33       67           221         565               5
       73       17       27       90          1236        1444               5
       74       22       16       65          1209        1457               5
       75       15       21       89           282         596               5
       76       21       29       83           893        1260               5
       77        8        3       58           615         933               5
       78        7        7       87          1490        1886               5
       79       15       16       76           154         546               5
       80       26       17       67           946        1303               5
       81       44       28       95           773         997               5
       82       18       29       52          1460        1780               5
       83       33       28       98           356         620               5
       84       73       16       75          1324        1580               5
       85        8        7       93            94         436               5
       86       13       10       66           294         501               5
       87       14        4       92           964        1340               5
       88       54       19       69          1331        1584               5
       89       77       14       75          1043        1259               5
       90       20       17       82          1259        1591               5
       91        9       15       67          1345        1586               5
       92       86       16       92           934        1280               5
       93       10       18       77          1391        1652               5
       94        8        3       95           851        1148               5
       95       16        3       63           352         734               5
       96       14        8       55           148         425               5
       97       13       12       98           180         472               5
       98       39       18       85           865        1260               5
       99       16        9       78          1296        1585               5
      100       11        8       86           544         886               5
