TC-RC4970

VEHICLE
NUMBER     CAPACITY
   100     1261

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       32       18       97           111         400               5
        2       91       70       10           254         597               5
        3       15        4       82           400         685               5
        4       32        7       21           488         886               5
        5       20       16       44           143         417               5
        6       42       21       34           331         664               5
        7       10       91       85             9         291               5
        8       63       62       48           109         468               5
        9       37       23       39            38         267               5
       10       49       76       13           477         862               5
       11       16       88       91           222         455               5
       12       20       72       70           473         704               5
       13       81       52        8           317         693               5
       14      100       71       15           108         462               5
       15       87       66       85           293         621               5
       16       10       27       79           344         639               5
       17       52       38       17            43         352               5
       18       50        5       22            72         438               5
       19       35        9       92            65         362               5
       20       78       80       49            61         330               5
       21       41       14       68           175         506               5
       22       12       36      100           458         819               5
       23       61       45       39           205         551               5
       24       67       26       13           286         531               5
       25        1       98       16           457         779               5
       26       47       14       20            62         420               5
       27       77       71       47           382         600               5
       28       32       15       21           448         772               5
       29       11       93       29           291         684               5
       30       73       28       97            47         403               5
       31       40       21       90           427         778               5
       32        1       41       70           157         369               5
       33       73       53       14           156         496               5
       34       87       53      100           112         365               5
       35       21       28       92           237         494               5
       36       73        5       27           208         514               5
       37       31       18       57            59         402               5
       38       26       72       90           379         743               5
       39       91       69       68           183         514               5
       40       64       84       36           182         526               5
       41       23       35       20            74         288               5
       42       42       21       81           158         535               5
       43       49       98       83           372         665               5
       44       54       37       92           292         583               5
       45       41       74       24           146         386               5
       46       21       48       59           268         658               5
       47       11       15       78           363         709               5
       48       41       19       98           468         716               5
       49       65       14       62           453         802               5
       50        2       24       27            18         219               5
       51       69       18       83           136         390               5
       52       74       42       66           113         337               5
       53       50       90       25            44         411               5
       54       69        6       71            41         413               5
       55       89       89       48           498         746               5
       56       38       23       77           481         718               5
       57       28       61       50           419         770               5
       58       26       14       89           245         472               5
       59        3       75       52           211         492               5
       60       28       67       49            78         310               5
       61       11        0       57           280         585               5
       62       77       78       81           263         494               5
       63       67       29       11           216         538               5
       64       53       14       76           297         692               5
       65       44       33       43           404         694               5
       66       43       85      100           310         590               5
       67       92       78       42           392         773               5
       68       40       20       55           401         681               5
       69        7       64       83           210         552               5
       70        2        3       68           264         623               5
       71       42       21       11           423         821               5
       72       34        0        4           163         531               5
       73       13       31       85           265         547               5
       74       52       16       57           324         532               5
       75      100       12        8           148         532               5
       76       59       40       36            11         361               5
       77       27       77       24            58         412               5
       78       34        8       50           347         632               5
       79       23       27       12            97         306               5
       80       43       78       51            60         311               5
       81       58       44       46           413         709               5
       82       43       26       24           275         661               5
       83       45       10        2           231         475               5
       84       47        1       87             0         393               5
       85       29       48       29           169         412               5
       86       43        1       50           232         463               5
       87       61       16       35           498         865               5
       88       53        0        3            31         352               5
       89       81       20       78           133         489               5
       90       60       97       86           249         636               5
       91       50        4       44           302         608               5
       92       42       21       41            88         356               5
       93       29       13       32            35         405               5
       94       51       84       73            88         426               5
       95       25       73       59            31         303               5
       96       55       22       84           333         664               5
       97       94       85       31            95         443               5
       98       29       51       90           104         338               5
       99       44       20       69           429         806               5
      100       26       54        6            31         383               5
