TC-C0957

VEHICLE
NUMBER     CAPACITY
   100     1259

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       61       40        0             0        2000               0
        1       24       91        6           178         429               5
        2        2        8       53           153         437               5
        3       76       46        9           210         508               5
        4       22       47       18           304         514               5
        5       32       67       53           319         713               5
        6       54       59        4          1026        1416               5
        7       57       37       39           268         621               5
        8       23       93       52           338         542               5
        9       40       94       85           316         601               5
       10       23       93       80           185         385               5
       11       24       91       52           850        1165               5
       12       37       94       88           652        1050               5
       13        9        1       76           763        1004               5
       14       52       35       37           272         614               5
       15       51       26       63           206         536               5
       16       23       92       36           804        1172               5
       17       24       78       89           677        1045               5
       18       37       12       95          1272        1635               5
       19       48       96       33           496         801               5
       20       24       91       78           183         477               5
       21       56       38       84           665         973               5
       22       84       68        4           410         614               5
       23       64       34       52           153         422               5
       24       56       37        2           834        1186               5
       25       70       20       25           729        1091               5
       26       25       55       64           651        1028               5
       27       65       50       90           295         584               5
       28       46       42       22           798        1121               5
       29        1        3       73          1025        1294               5
       30       50       34       59           761         972               5
       31       18        6       36           257         537               5
       32       59       27       17           192         442               5
       33       22       17       84           972        1185               5
       34       91       85       27           244         503               5
       35       23       94       83           690        1048               5
       36       55       35       44            23         348               5
       37       25       79       96          1245        1603               5
       38       56       36       48           892        1157               5
       39       23       96       40           255         477               5
       40       32        2       87           486         845               5
       41       16       18       51           810        1087               5
       42       56       36       10           759        1151               5
       43       50       38       48           771        1021               5
       44       60       48       44           527         732               5
       45        8        4       95           178         517               5
       46       23       77       79           844        1196               5
       47        3        2       93           698         978               5
       48       54       42       31           192         489               5
       49       14       15       15           409         682               5
       50       55       36       25           758        1073               5
       51       31       87       49           809        1120               5
       52       20       81       57          1203        1426               5
       53       54       35       88           653         856               5
       54       54       35       60           174         571               5
       55       54       34       30           328         658               5
       56       16       89       86          1121        1439               5
       57       42       41       81           696         931               5
       58       56       34       20           741        1037               5
       59       57       37       48           692        1036               5
       60       56       37       90           842        1080               5
       61       23       25        4           159         488               5
       62       80       35       90           806        1181               5
       63       22       96       74           672        1047               5
       64       56       38       71           792        1090               5
       65       24       91       66           719        1013               5
       66       82       82       14           260         540               5
       67       47       30        7           834        1205               5
       68       49       32       66           957        1248               5
       69        8       40       78           129         449               5
       70       16       10       56          1179        1491               5
       71        5       12       14           202         417               5
       72       52       45       42            10         245               5
       73       22       93       16           723        1068               5
       74       66       44        7          1482        1786               5
       75       24       91       65           125         459               5
       76       29       27        7           712         984               5
       77       10       80       75           841        1168               5
       78       24       91       93           148         544               5
       79       32       89       15           812        1082               5
       80       51       36       55           837        1050               5
       81        1       82       43           721        1022               5
       82       24       91       36          1413        1668               5
       83       24       92       42           316         539               5
       84       10       18       64           701        1005               5
       85       46       39       54           297         601               5
       86       23       94       17           319         706               5
       87       13        8       88           294         566               5
       88       17        5        6           818        1198               5
       89       25       90       67           744        1021               5
       90       33       88       39           833        1174               5
       91       31       85       37           200         572               5
       92       14       21       90           537         776               5
       93       31       22       19           170         480               5
       94       14       94       97           257         542               5
       95       56       38       73           173         489               5
       96       57       38       68           164         564               5
       97       58       92       89           313         701               5
       98       50       40       84           346         664               5
       99       22       95       86           269         607               5
      100       40       23       46           760         966               5
