TC-C2736

VEHICLE
NUMBER     CAPACITY
   100     1195

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       49       48       61          1294        1382               5
        2       99       83       86          1552        1659               5
        3      100       85       80          1517        1630               5
        4       99       94       91           180         279               5
        5       25       75       66           550         614               5
        6       69       99       51          1460        1523               5
        7       86       67       56          1658        1745               5
        8       65       81       52           915        1033               5
        9       99       85       87          1175        1283               5
       10       99       83       98           549         607               5
       11       52       47       53          1603        1720               5
       12       98       84       69           482         583               5
       13       46       70       55          1379        1464               5
       14       61       50      100          1482        1569               5
       15       69       16       66            97         194               5
       16       91       86       92            89         195               5
       17       71        5       57           219         281               5
       18       99       92       55          1044        1100               5
       19       96       80       98           132         221               5
       20       72       94       83          1139        1257               5
       21       92       89       92          1177        1253               5
       22       53        9       92           903        1007               5
       23       84       64       52           627         742               5
       24       39       68       89             9         123               5
       25       98       85       78            10         136               5
       26       69       58       53          1733        1848               5
       27       75       70       62          1018        1137               5
       28       25       69       78           233         352               5
       29       88       80       63          1698        1782               5
       30       64       29       80           697         754               5
       31       70       91       68           107         175               5
       32       96       62       94          1638        1730               5
       33       96       72       63           339         481               5
       34        1       70       83           115         260               5
       35       76        0       95          1577        1629               5
       36       61        4       50           962        1107               5
       37       97       74       63          1113        1191               5
       38       90       73       69           993        1092               5
       39       23       58       60          1261        1312               5
       40       95       64       81          1312        1462               5
       41       75       92       67          1563        1666               5
       42       76       85       56          1623        1689               5
       43       99       35       76           987        1127               5
       44       57       86       88          1088        1152               5
       45       99       84       65           108         192               5
       46       85        9       61           126         265               5
       47       94       70       81           491         541               5
       48       55       76       75          1031        1126               5
       49       81        8       72          1300        1432               5
       50       81        2       78          1678        1775               5
       51       33       65       78           651         763               5
       52       48       73       80          1452        1553               5
       53       56       66       55          1208        1323               5
       54       89       79       68            46         113               5
       55       57       13       79           263         399               5
       56       50       53       98           548         605               5
       57       89       70       76           223         336               5
       58       94       56       97          1245        1377               5
       59       50       74       70           220         337               5
       60       95       63       98           193         277               5
       61       64       70       92           635         719               5
       62       26       74       75          1564        1635               5
       63       66       29       52          1482        1532               5
       64       65       10       54           552         661               5
       65       88       87       92           143         224               5
       66       59       48       54           932        1070               5
       67       62       97       99          1226        1325               5
       68       96       62       96          1421        1512               5
       69       71       99       85           379         447               5
       70       97       87       58          1636        1736               5
       71       75       82       96          1680        1774               5
       72       11       26       56           148         291               5
       73       99       83       99          1242        1340               5
       74       91       38       64           131         196               5
       75       93       87       77          1235        1384               5
       76        2       79       50          1178        1235               5
       77       65       66       53           593         705               5
       78       67       11       81             7          59               5
       79       95       20       91           305         434               5
       80       48       72       91          1193        1305               5
       81       78       85       71           993        1083               5
       82       27       60       66           201         286               5
       83       81       73       63          1239        1373               5
       84       29       34       91           130         248               5
       85       72       39       72          1461        1608               5
       86       97       12       89           202         259               5
       87       91       93       88          1276        1326               5
       88       69       98       69           821         871               5
       89       91        5       78           423         542               5
       90       99       84       73          1520        1619               5
       91       95       62       82          1194        1302               5
       92       49       77       76           779         855               5
       93      100       44       62          1455        1540               5
       94       69       98       83           334         420               5
       95       80       80       62            52         170               5
       96       50       86       75            25          92               5
       97       52       69       96          1075        1153               5
       98       95       62       61           209         350               5
       99       96       85       96          1721        1813               5
      100       65       15       59          1235        1293               5
