TC-RC5062

VEHICLE
NUMBER     CAPACITY
   100     1828

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       42       82       53           301         440               5
        2       44       76       70           201         286               5
        3       40        8       66           661         774               5
        4       27       95       59           739         868               5
        5       46       74       90           328         453               5
        6       43       72       99           723         859               5
        7       20       69       76           225         352               5
        8       40       12       95           296         409               5
        9       48       73       79            47         112               5
       10       72       38       57           705         815               5
       11       17       57       89           303         413               5
       12       46       64       89           354         436               5
       13       64        0       52           542         639               5
       14       91       61       58           719         827               5
       15        6       47       83           298         375               5
       16       99       19       87            59         208               5
       17       34       15       73           707         770               5
       18       37       15       56           718         773               5
       19       26       55       64           151         238               5
       20       13       69       93           701         850               5
       21       41       18       91           706         813               5
       22       58       52       96           275         394               5
       23        0       47       83           234         363               5
       24        6       41       62           587         731               5
       25       99       22       86           578         628               5
       26       72        3       85           121         213               5
       27       33       14       98           229         377               5
       28       40       84       64           557         684               5
       29       77       46       67           656         720               5
       30       24        0       92           722         871               5
       31       56       58       77           609         704               5
       32       70        1       59           347         478               5
       33       72        4       66           572         717               5
       34       42       73       92           165         216               5
       35       39        0       56           292         350               5
       36        4       45       80           718         782               5
       37       19        2       76           319         383               5
       38       96       23       71           750         871               5
       39       62       70       51           139         282               5
       40       88       20       96           275         344               5
       41       70       36       80           219         274               5
       42       15       60       80           644         728               5
       43       20       79       75           692         806               5
       44       53       86       92           599         707               5
       45       78       52       81           282         414               5
       46       55       13       51           694         842               5
       47       98       41       88           313         416               5
       48       32       14       90           295         359               5
       49       32        5       94           278         419               5
       50       70        6       57           714         770               5
       51       74       44       54           186         309               5
       52       92       74       74           422         503               5
       53       23       47       97           745         795               5
       54        3       58       87           737         880               5
       55       42       71       56           708         814               5
       56       70       35       95           257         360               5
       57        5       47       78           712         831               5
       58       33       18       90           730         838               5
       59       73       77       85           657         763               5
       60       40       19       58           177         274               5
       61       99       19       79           277         354               5
       62        1       40       90           321         417               5
       63       72        6       97           170         221               5
       64       91       20       92           277         339               5
       65       66       20       70           703         787               5
       66       37       69       80           248         301               5
       67       62       91       71           304         380               5
       68       64       99       63           725         784               5
       69       61       72       69           554         654               5
       70       85       42       89           701         830               5
       71        9       17       84           684         828               5
       72       73       64       70           183         309               5
       73       99       18       57           499         556               5
       74       83        1       74           197         291               5
       75       37        4       55           165         273               5
       76      100       19      100           316         431               5
       77       23       39       55           664         768               5
       78       82       20       50           627         766               5
       79       10       57       56           703         818               5
       80       44       79       71           725         845               5
       81       70       97       54           260         394               5
       82       61       61       51           159         242               5
       83      100       19       90           749         873               5
       84       78       70       86           326         433               5
       85       69       80       80           168         318               5
       86       78        4       95           279         351               5
       87      100       65       99           464         530               5
       88       18       80       67           433         532               5
       89       22       32       76           236         313               5
       90       93        8       59           399         517               5
       91       75        5       67           728         779               5
       92       85       91       59           730         810               5
       93       78       67       62           226         301               5
       94       25       36      100           659         785               5
       95        2       36       94           734         787               5
       96       66       63       75           722         808               5
       97       93       18       97           745         869               5
       98       38       70       60           698         772               5
       99       33       14       91           278         417               5
      100       37       10       84           456         586               5
