TC-RC1649

VEHICLE
NUMBER     CAPACITY
   100     118

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       26       74        0             0        2000               0
        1       49       93       10          1369        1511               5
        2       49       30        4           990        1122               5
        3       54       77        1          1076        1127               5
        4       53       30        3          1078        1223               5
        5        1       28       62          1730        1844               5
        6       12       61        7           258         338               5
        7       24       27        6           457         578               5
        8       23       22        6           829         883               5
        9       59       20        6            13          72               5
       10       99       89       10           985        1051               5
       11       32       31        9           297         401               5
       12       34       62        6           121         267               5
       13       43       97        5           741         846               5
       14        1       28        1           304         390               5
       15       34       58        3          1488        1545               5
       16       54       22        8           520         656               5
       17        0      100       74          1717        1771               5
       18        0       29       81           663         760               5
       19       17       98       74           725         864               5
       20       48        6        5           615         683               5
       21       55       56        2          1038        1160               5
       22       31       78        5           342         396               5
       23       96       24       81          1029        1121               5
       24       38       47       10          1439        1539               5
       25       50       34       10          1139        1196               5
       26       56       13        5          1383        1501               5
       27       14       45        3          1503        1559               5
       28       54       98       10           562         644               5
       29       85       87        6          1068        1180               5
       30       41       11        3           838         929               5
       31       75       97       97          1536        1675               5
       32       66       24        7           305         371               5
       33       15       32        8            56         204               5
       34       58       19       10           355         452               5
       35        8       29        7          1746        1829               5
       36       41       13       10           195         255               5
       37       28       80       10           853         980               5
       38        7       88        9          1087        1196               5
       39       48       88        2           586         725               5
       40       99       59        4           306         450               5
       41       18       66        3          1574        1648               5
       42       30       31        7          1698        1827               5
       43       80       19        2          1288        1406               5
       44       41       12        4           939        1002               5
       45       21       88        7          1359        1496               5
       46       93       78        8          1424        1558               5
       47       67       10        8           278         392               5
       48        0       27        4           400         531               5
       49        0       28        3           231         323               5
       50       51       98        4           518         642               5
       51       18       68        1           903         968               5
       52       16       30        2            84         136               5
       53       38       32        8           687         834               5
       54       40       68        2          1089        1232               5
       55        3       28        9           254         376               5
       56       45       16        4          1336        1456               5
       57       24       76       75           351         456               5
       58       45       47        8          1622        1690               5
       59       25       11        7           404         499               5
       60       89       63        8          1177        1276               5
       61       64       12        8          1389        1513               5
       62       18       97        1          1334        1470               5
       63       39       21        8          1683        1739               5
       64       26       17        4           150         262               5
       65       30       34        4           875         955               5
       66       12       75        4            40         169               5
       67       30       32        6           276         357               5
       68       26       55       10           991        1081               5
       69       13       30        5          1337        1400               5
       70       24       97        5          1245        1390               5
       71        1       62       10          1042        1151               5
       72        1       32        4           538         617               5
       73       27       20        9          1506        1651               5
       74       16       69        5          1541        1668               5
       75       50       55        9          1589        1651               5
       76       53       30        7           135         190               5
       77       69       26        8           795         908               5
       78        9       13       72           277         336               5
       79       36        3       77          1448        1572               5
       80       76       76        2          1561        1671               5
       81       70        1        7           718         856               5
       82       14       44        1           398         462               5
       83       72       67        6           104         196               5
       84       71       59       10           532         624               5
       85       28       32        1           136         228               5
       86       48       43        1          1620        1723               5
       87       88       84        5          1403        1522               5
       88       19       21        2          1365        1470               5
       89       59        5        6           200         344               5
       90       67       62       96          1203        1300               5
       91       41       11       10          1154        1208               5
       92       70       46       10           539         617               5
       93       53       38        5           577         659               5
       94       54       20       93           518         578               5
       95       20       25        1            13          82               5
       96       30       32        6           453         504               5
       97       11       45       84           343         481               5
       98       93       87        2          1469        1609               5
       99       51       30        6          1489        1591               5
      100       47       12        2           268         339               5
