TC-R3475

VEHICLE
NUMBER     CAPACITY
   100     8

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        2000               0
        1       56       18        1          1574        1679               5
        2       44        2        1          1148        1204               5
        3       18       99        1           553         658               5
        4       62       67        1            72         152               5
        5       34       33        1           486         629               5
        6       75       75        1          1517        1603               5
        7       44        5        1          1673        1786               5
        8        7       27        1           561         688               5
        9       97       10        1           535         591               5
       10       82       10        1           689         778               5
       11       29       99        1          1529        1586               5
       12       90       82        1          1610        1709               5
       13       70       92        1           836         981               5
       14        7       33        1          1304        1402               5
       15       66       19        1          1718        1794               5
       16       65       32        1          1711        1858               5
       17       14        5        1           978        1036               5
       18       22       44        1            91         141               5
       19       18       77        1          1737        1824               5
       20       76       69        1          1110        1220               5
       21        1       77        1          1090        1176               5
       22       23       96        1            62         119               5
       23       77       44        1           108         249               5
       24       14       74        1           637         763               5
       25       98       17        1          1699        1832               5
       26       39       17        1           957        1074               5
       27       86       33        1           771         870               5
       28       68       26        1             3         106               5
       29       48       31        1           942        1027               5
       30       88       36        1           252         368               5
       31       64       94        1          1619        1711               5
       32       86       15        1           325         413               5
       33        9       13        1            30         114               5
       34       48       50        1           397         514               5
       35       78       33        1          1496        1638               5
       36       68       72        1           846         958               5
       37        3       48        1           293         414               5
       38       81       61        1           929        1017               5
       39       10       44        1           601         662               5
       40       26       18        1           762         836               5
       41       36       69        1           600         677               5
       42       54       44        1          1519        1646               5
       43       11       50        1          1553        1629               5
       44       82       13        1          1381        1461               5
       45       30       64        1           180         234               5
       46       91       39        1          1461        1581               5
       47       59       53        1          1288        1351               5
       48       57       79        1          1348        1408               5
       49       55        7        1          1285        1338               5
       50       27       67        1           159         263               5
       51       95       73        1           490         546               5
       52       52       48        1           423         538               5
       53        0       54        1           657         726               5
       54       70       63        1           747         826               5
       55       44        6        1          1661        1798               5
       56       82       22        1           829         947               5
       57       56       14        1           830         965               5
       58        2       85        1           510         627               5
       59       22       27        1            68         192               5
       60       19       47        1           100         164               5
       61       64       46        1           897        1010               5
       62       10        5        1           764         825               5
       63       40       84        1           329         388               5
       64        9       14        1          1013        1124               5
       65       66       13        1           895        1026               5
       66       97       20        1           463         590               5
       67        2       97        1           737         830               5
       68       15       91        1           142         199               5
       69       26       19        1           928        1078               5
       70        2       73        1           458         543               5
       71       91       71        1          1039        1179               5
       72       23       78        1           846         952               5
       73       72       90        1           343         429               5
       74       81       60        1          1066        1163               5
       75       25       38        1           196         341               5
       76       32       10        1          1470        1601               5
       77       37       67        1           348         483               5
       78       13       17        1           775         912               5
       79       82        0        1           197         339               5
       80       79       90        1           187         331               5
       81       20       60        1           806         927               5
       82       86       62        1          1248        1351               5
       83       39       48        1           640         726               5
       84      100       20        1          1158        1308               5
       85       48       87        1          1269        1320               5
       86       77       93        1          1568        1643               5
       87       31       80        1           832         962               5
       88       88       54        1             0         118               5
       89        8       40        1           564         624               5
       90       58       31        1          1748        1844               5
       91       70       13        1          1223        1327               5
       92       58       87        1           184         282               5
       93       31       99        1           378         503               5
       94       92       13        1            57         201               5
       95       43        0        1           559         651               5
       96       51       34        1           746         827               5
       97       48        7        1           913        1041               5
       98       12       66        1          1426        1527               5
       99       73       49        1           676         745               5
      100       19       32        1           276         383               5
