TC-C2482

VEHICLE
NUMBER     CAPACITY
   100     130

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       50       18        8           954        1052               5
        2       51       13        1           645         755               5
        3       68        7        2          1139        1243               5
        4       75       21        4           903        1035               5
        5       67       27        5           475         543               5
        6      100       64        9          1275        1415               5
        7       51       19       10          1484        1550               5
        8       64       16        8           232         316               5
        9       58       21        2           474         590               5
       10       44       13        6           462         543               5
       11       55       16        5           193         256               5
       12       24       57        4           366         501               5
       13       60       10        8           290         403               5
       14       58       22        4           845         927               5
       15       56       92       10           669         729               5
       16       49       20        4           512         567               5
       17        3        9        3          1190        1334               5
       18       28       66        4            80         152               5
       19       35       63        7          1051        1189               5
       20       84       69        4           623         707               5
       21       12       84        3           492         584               5
       22       40        1        4          1288        1391               5
       23       36       84        1           217         304               5
       24       60        3        5          1682        1755               5
       25       41       18        6           177         254               5
       26       51       20        5           678         779               5
       27       67        8        8           478         544               5
       28       51       18       10           971        1108               5
       29       66        8        5           785         932               5
       30       78       66        5          1542        1667               5
       31       67        6        9          1543        1648               5
       32       91       97        5           343         404               5
       33        0       38        4           380         470               5
       34       32       56        2          1418        1488               5
       35       58       19        4           428         494               5
       36       68       16        5           946        1064               5
       37       99       77        1          1489        1579               5
       38       85       75        8           330         473               5
       39       68        9        7           364         443               5
       40       51       20        2           103         211               5
       41       67        6        9          1528        1592               5
       42       78       64        8           595         745               5
       43       64        5        1           915        1041               5
       44       93       68        1           860         935               5
       45       45       17       10            90         223               5
       46       76       11        8           424         505               5
       47       36       23        9           576         724               5
       48       34       66        6           106         165               5
       49       69       29        2          1638        1775               5
       50       51       21        2          1055        1175               5
       51       53        5       10          1190        1281               5
       52       55        5        2           157         303               5
       53       71        2        4           520         627               5
       54       67        6        4            98         236               5
       55       59       10        1          1026        1106               5
       56       28       63        4           446         507               5
       57       67        8        3          1561        1690               5
       58       67        8        5           986        1074               5
       59       65        7        7          1266        1338               5
       60       76       20        5           644         722               5
       61       50       22        4           944        1067               5
       62       72        1        8           875         936               5
       63       17       48        7           319         452               5
       64       67        2        3           830         897               5
       65       39       22        2           933        1051               5
       66       51       21        5          1545        1645               5
       67       32       67       10          1069        1165               5
       68       41       32        2          1024        1106               5
       69       72       22        6           995        1070               5
       70       67        8        9           838         908               5
       71        4       75        2           610         689               5
       72       78       64        8           190         288               5
       73       63        9        2          1371        1439               5
       74       54       14        9          1175        1262               5
       75       46       22        9          1571        1631               5
       76       63        5        5          1103        1227               5
       77       93       68        8           880        1014               5
       78      100       59        5           569         678               5
       79       82       15       10           119         177               5
       80       32       64        2          1486        1603               5
       81       96       72        5          1717        1789               5
       82       51       17        9           851         927               5
       83       50       15        1           593         737               5
       84       62       20        5           721         809               5
       85       89       68        4          1655        1764               5
       86       19       66        9          1349        1427               5
       87       25       26        6          1593        1705               5
       88       50       18        9          1013        1100               5
       89       63       11        2           410         507               5
       90       59       14        5           522         606               5
       91        0        7        7          1093        1167               5
       92       36        2        8           746         893               5
       93       51       20        1            60         190               5
       94       49       21        3          1051        1178               5
       95       90       67       10          1467        1562               5
       96       29       60        5          1022        1139               5
       97       47       17        8          1203        1263               5
       98       85       64        6          1010        1147               5
       99       80        5        2           665         811               5
      100       52       15        9          1320        1430               5
