TC-RC4842

VEHICLE
NUMBER     CAPACITY
   100     122

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       85       89        5           251         627               5
        2       91       68       10           213         420               5
        3       51       74        5           429         801               5
        4       48       31        6           245         562               5
        5       10       30        6           220         458               5
        6       89       67        5            95         421               5
        7       23       96        8           230         447               5
        8       77       88        7           204         590               5
        9      100       78       10           421         762               5
       10       70       14       10           386         684               5
       11       55       66        7           276         483               5
       12       48       80        5            16         322               5
       13       72       44        7           345         690               5
       14       95       67        8            74         290               5
       15       12       29        9             7         234               5
       16       99       69        9           139         489               5
       17       90       70        8           368         739               5
       18       77       69        8            17         378               5
       19       42       38        8           475         744               5
       20       99       68       10           449         763               5
       21       67       58        6            58         339               5
       22       39       53        8           234         626               5
       23       55       33        9           368         695               5
       24       74       33        5           476         689               5
       25       96       77        5            58         263               5
       26       58       38       10            76         358               5
       27       62       64        6           404         718               5
       28       82       59        5           102         405               5
       29       44       15       10           128         407               5
       30       73        6        6           129         352               5
       31       90       88        5            77         300               5
       32       97       74        8            12         257               5
       33       78       40        6            78         296               5
       34        8       99       10           282         562               5
       35       98       24        6           248         646               5
       36       77       29        7           353         647               5
       37       54       76        9           321         612               5
       38       90       67        9           290         506               5
       39       24       51        9            19         282               5
       40       52       26        9           482         769               5
       41       51       38        8           354         690               5
       42       89       65        5           383         610               5
       43       89       66        5           158         419               5
       44       86       11        7           324         700               5
       45       10       38        7            38         377               5
       46       82       69        8           118         438               5
       47       62       75        8           372         769               5
       48       23       42        6           453         700               5
       49       90       73        6           258         460               5
       50       98       65        7           380         736               5
       51       54       27       10           238         625               5
       52       69       30        6           175         395               5
       53       20       38        7            44         347               5
       54       57       34        5           330         655               5
       55        7       68        6           323         675               5
       56       22       16       10           433         645               5
       57       12       22       10           359         746               5
       58       11       96        7           148         536               5
       59       88       16       10           217         551               5
       60       98       71        6           439         803               5
       61       96       67        8           263         600               5
       62       43        5        6           431         737               5
       63      100       67        8           251         562               5
       64       97       15       10            95         365               5
       65       87       17        6           129         346               5
       66       30       44       10           434         807               5
       67       54       30        8           350         705               5
       68       73       32        6           442         650               5
       69       87        1        8            88         395               5
       70       23       83       10           359         605               5
       71        6       54        9           488         726               5
       72       97        7        7           315         698               5
       73       30       32        5            81         462               5
       74       11       34        7           345         697               5
       75       64       18        8           110         408               5
       76       48       30        7           312         514               5
       77       92        0       10           486         786               5
       78        6       35        7           163         399               5
       79       98       69        6           476         689               5
       80       31       28       10           168         380               5
       81       70       67        7           216         571               5
       82       64       39        9           261         483               5
       83       13       72       10           448         832               5
       84        7       52        8           272         557               5
       85       76       65        5           111         396               5
       86       98       58       10           199         496               5
       87       87        4        5           476         857               5
       88       13       90        9           404         667               5
       89       77       31        6           426         665               5
       90       57       31        5            44         402               5
       91       87       70        8            72         427               5
       92       22       85        9           301         551               5
       93        7       20        6           421         759               5
       94       82       14        6           104         349               5
       95       49       16        9           203         530               5
       96       24       36       10            73         416               5
       97       17        4       10            35         319               5
       98       35       57       10           363         711               5
       99       78       53        9            70         419               5
      100       27       61        8           142         356               5
