TC-RC4627

VEHICLE
NUMBER     CAPACITY
   100     8

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        2000               0
        1       50       56        1           229         343               5
        2       53       77        1          1293        1433               5
        3       32       50        1          1397        1545               5
        4       51       65        1          1118        1222               5
        5       63       76        1           473         586               5
        6       73       41        1          1647        1721               5
        7       33       49        1           227         316               5
        8       79       31        1          1730        1861               5
        9       51       50        1           999        1147               5
       10       22       30        1          1011        1082               5
       11       47       87        1             5         104               5
       12       56       28        1          1019        1142               5
       13       74       27        1            90         188               5
       14       38       46        1          1107        1200               5
       15       69       87        1          1203        1307               5
       16       39       38        1          1655        1758               5
       17       74       39        1           126         254               5
       18       60       39        1          1726        1826               5
       19       58       38        1          1611        1715               5
       20       18       62        1          1276        1328               5
       21       31       45        1           404         499               5
       22       71        9        1           639         710               5
       23       64       56        1           233         367               5
       24       16       83        1           368         515               5
       25       74       20        1           853         922               5
       26       29       52        1          1515        1661               5
       27       44       54        1           862         969               5
       28       17       75        1          1442        1516               5
       29       90       70        1            23         169               5
       30       13       69        1             7          96               5
       31       41       17        1          1734        1814               5
       32       15       36        1           794         862               5
       33       43       58        1          1445        1514               5
       34       61       74        1           611         673               5
       35       57       55        1          1422        1489               5
       36       19       21        1          1317        1414               5
       37       98       43        1           815         923               5
       38       57       38        1          1578        1677               5
       39       96       52        1           648         759               5
       40       34       50        1          1073        1158               5
       41       51       96        1           823         928               5
       42       27       37        1           949        1097               5
       43       78       52        1           605         745               5
       44       50       57        1           629         756               5
       45       40       61        1           669         720               5
       46       94       10        1          1749        1886               5
       47       30       34        1          1353        1457               5
       48       51       64        1           707         799               5
       49       39       77        1          1365        1422               5
       50       72       23        1           270         324               5
       51       72       97        1          1729        1877               5
       52       67       94        1          1654        1759               5
       53       38       16        1            75         204               5
       54       64       58        1          1748        1848               5
       55       57       92        1           914         964               5
       56       25       65        1          1651        1723               5
       57       50       65        1           209         333               5
       58       72       28        1          1461        1570               5
       59       37       49        1           509         581               5
       60       71       70        1          1395        1502               5
       61       72       27        1          1644        1705               5
       62       54       84        1          1674        1781               5
       63       50       65        1           993        1043               5
       64       36       13        1          1662        1771               5
       65       64       80        1           954        1072               5
       66       85       60        1           691         787               5
       67       50       59        1           459         582               5
       68       62       37        1          1160        1279               5
       69       57       27        1           208         353               5
       70       55       27        1           450         591               5
       71       41       50        1          1098        1210               5
       72        9        3        1          1038        1160               5
       73       66       11        1            35         167               5
       74        0       49        1           745         830               5
       75       52       55        1           145         270               5
       76       35       27        1           544         617               5
       77        7       26        1           285         428               5
       78       49       69        1           965        1106               5
       79       65       38        1           340         479               5
       80       44        3        1          1348        1427               5
       81       15       60        1          1275        1394               5
       82       13       46        1          1416        1524               5
       83       83       67        1          1611        1689               5
       84       80       30        1          1345        1463               5
       85       81       54        1          1713        1827               5
       86       63       79        1           621         748               5
       87       57       81        1          1419        1532               5
       88       53       63        1             3          88               5
       89       24       70        1          1037        1129               5
       90       79       34        1          1067        1217               5
       91       43       67        1           260         347               5
       92       21        0        1          1247        1316               5
       93       10       54        1           630         752               5
       94       68       80        1           616         715               5
       95       89       62        1          1260        1368               5
       96       32       35        1           468         585               5
       97       51       66        1          1376        1451               5
       98       66       65        1          1722        1819               5
       99       44       52        1           452         596               5
      100        4       35        1           560         695               5
