TC-C0743

VEHICLE
NUMBER     CAPACITY
   100     131

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        3        8        0             0        1000               0
        1       51       31        4           691         823               5
        2       40       26        1           717         821               5
        3       39       13        2           257         353               5
        4       57        5        9           296         426               5
        5       53        4        1           209         259               5
        6       60       81        2           723         824               5
        7       57        4        1           273         343               5
        8       80       45        9           266         387               5
        9       58        5        2           750         862               5
       10       52       32        4           704         829               5
       11       86       57        5           530         637               5
       12       69       28       10           687         836               5
       13       35       16        9           311         404               5
       14       39        8        5           223         295               5
       15       28       70        4           191         253               5
       16       45       22        3           232         362               5
       17       62       16        8           746         802               5
       18       50       37        4           324         448               5
       19       54       31        5           206         300               5
       20       46       28        8           712         820               5
       21       90       18        2           679         742               5
       22       13        4        2           194         324               5
       23       58       30       10           669         803               5
       24       53       11        6           275         339               5
       25       40       20        4           150         230               5
       26       58       28        4           441         496               5
       27       56        6       10            81         227               5
       28       24       55        8           353         453               5
       29       61       21        3           222         324               5
       30       32       82        3           153         297               5
       31       60        7        9           362         456               5
       32       57        4        8            21         122               5
       33       80       25        9           735         845               5
       34       52       14        1           251         371               5
       35       57       20        6           681         754               5
       36       92       30        9           311         447               5
       37       57       32        2           738         796               5
       38       20       42        2           719         810               5
       39       29       68        5           291         423               5
       40       81       32        8           214         296               5
       41       68       40        5            33         148               5
       42       86       44        2           162         215               5
       43       88       43        5           745         813               5
       44       62        0        2           700         789               5
       45       57       34        2           194         344               5
       46       57        4        9           701         765               5
       47       25       70        2           697         802               5
       48       59        5        2           190         313               5
       49       46       38        6            82         138               5
       50       25       54        8           737         828               5
       51       97       16        9           649         726               5
       52       65       33       10           194         295               5
       53       88       41        1           674         735               5
       54       49       48        1           740         843               5
       55        4       77        7           708         759               5
       56       45       23        9           394         451               5
       57       58        6        4           664         731               5
       58       60       29        9           679         810               5
       59       55       32        3           250         341               5
       60       60        4       10           663         769               5
       61       56       31        7           291         432               5
       62       80       42        6           665         769               5
       63       40       43        7           287         351               5
       64       54       57        2           245         353               5
       65       89        8        7           527         604               5
       66       58       30        2           161         293               5
       67       48        5        7            71         210               5
       68       78       49        9           231         336               5
       69       42       73        5           172         264               5
       70       79       40        4           222         290               5
       71       57        5        8            37          90               5
       72       24       11        1           224         300               5
       73       80       76        7           198         249               5
       74       54       15        5           475         605               5
       75       40       44        6           268         395               5
       76       60       23        7           716         798               5
       77       26       23        4           405         540               5
       78       22       76        3           688         790               5
       79       21       65        5           700         797               5
       80       58        5        7           340         446               5
       81       60        9        7            24         113               5
       82       57       29        5           192         333               5
       83       50       91        6           287         436               5
       84       57       32        8           729         806               5
       85       19       52       10           656         741               5
       86       78       45        2           476         550               5
       87       58        5        1           677         795               5
       88       39       48        5           627         774               5
       89       71       43        3           722         785               5
       90       56       29       10           668         799               5
       91       52        5        8           225         305               5
       92       55       32        4           318         413               5
       93       93       55        3           739         825               5
       94        9       57        8           160         216               5
       95       55        5        8           697         800               5
       96       79       73       10           257         400               5
       97       59       12        7            15         149               5
       98       21       42        4           677         736               5
       99       52       61        9           160         238               5
      100       58        5        5           206         350               5
