TC-R1754

VEHICLE
NUMBER     CAPACITY
   100     8

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1        1        8        1           472         679               5
        2       97       43        1           791        1114               5
        3       79       34        1           248         635               5
        4        4      100        1           809        1024               5
        5       84       94        1           248         592               5
        6       50       35        1          1080        1405               5
        7       36       14        1           542         852               5
        8       62       69        1          1483        1837               5
        9       50       60        1          1328        1694               5
       10        0       45        1           238         627               5
       11       63       51        1           299         536               5
       12       96        0        1          1235        1581               5
       13       39       59        1           893        1236               5
       14        8        3        1          1073        1458               5
       15       68       60        1          1234        1525               5
       16       25       54        1           845        1088               5
       17       96       29        1           521         759               5
       18       62       81        1           987        1382               5
       19       59       17        1           593         882               5
       20        4       99        1           921        1205               5
       21       66       63        1          1456        1679               5
       22       86       45        1           674         903               5
       23       83       62        1           606         991               5
       24       68       67        1           418         623               5
       25       34       46        1          1030        1311               5
       26        8       53        1           838        1056               5
       27       21       71        1           423         795               5
       28       29       74        1          1300        1508               5
       29       94       47        1           818        1026               5
       30       72       16        1           232         514               5
       31       51       31        1           761        1063               5
       32       90       24        1           467         726               5
       33       39       15        1          1207        1491               5
       34       53       45        1          1151        1463               5
       35        0       97        1          1363        1605               5
       36       26      100        1           201         508               5
       37       85       53        1          1029        1326               5
       38       44       55        1           367         657               5
       39        4       73        1          1086        1303               5
       40       67       78        1           557         799               5
       41       63       37        1           858        1193               5
       42       67       95        1           780        1155               5
       43       51       55        1          1087        1421               5
       44       29       69        1          1070        1271               5
       45       53        1        1           642        1024               5
       46       10       82        1          1046        1328               5
       47       16       51        1           996        1270               5
       48       86       16        1          1148        1453               5
       49       34       57        1           336         722               5
       50       69       76        1           177         437               5
       51        5       36        1          1333        1593               5
       52      100       99        1          1016        1325               5
       53       57       22        1           725         992               5
       54       93       57        1          1427        1799               5
       55       31       17        1          1309        1583               5
       56       32       51        1          1202        1488               5
       57       37       70        1          1051        1378               5
       58       75       56        1            70         294               5
       59       36       79        1          1327        1700               5
       60       25       20        1           225         454               5
       61       10        5        1          1417        1634               5
       62       95       67        1           485         704               5
       63       13       10        1          1047        1431               5
       64        5       94        1           308         688               5
       65       12       51        1           179         571               5
       66       23       94        1          1427        1765               5
       67       16       67        1           825        1057               5
       68       38       82        1           686        1085               5
       69       11        8        1          1232        1433               5
       70       81       41        1          1119        1478               5
       71       14        2        1            54         294               5
       72       97       48        1           648         960               5
       73       17       94        1           352         612               5
       74       68       75        1           985        1245               5
       75      100       57        1          1489        1730               5
       76       10        8        1           312         673               5
       77       77        2        1           507         730               5
       78       13       79        1          1415        1734               5
       79       92       37        1           308         668               5
       80       96       27        1           483         863               5
       81       37       83        1          1438        1697               5
       82       85       44        1           188         528               5
       83       45       62        1           262         509               5
       84        2       92        1           163         425               5
       85        0       63        1           569         938               5
       86       62       10        1           969        1286               5
       87       62       56        1           752        1151               5
       88       68       80        1          1236        1516               5
       89       70       88        1           832        1205               5
       90       47       33        1            13         282               5
       91       17       72        1            59         309               5
       92       57       39        1           684         901               5
       93       91       71        1          1306        1705               5
       94       94       73        1           398         636               5
       95        8       99        1            24         317               5
       96       18       83        1          1243        1520               5
       97       23       62        1          1053        1395               5
       98       13       82        1           169         459               5
       99       70       90        1           252         507               5
      100       72       73        1           967        1347               5
