TC-R0350

VEHICLE
NUMBER     CAPACITY
   100     792

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       62        6        0             0        2000               0
        1       22       42       50          1147        1440               5
        2       65       74       35           690         959               5
        3       47        5       11           808        1029               5
        4       48       88       41           709         920               5
        5       51       77       14           230         460               5
        6       45       16       85           658        1054               5
        7       46       39       33           185         435               5
        8        0       43       98           826        1159               5
        9       38       47       39           170         521               5
       10       17        2       21           269         515               5
       11       13       18       45           227         553               5
       12       27       65       77           282         546               5
       13       11       92       27           754        1079               5
       14       63       24       64          1033        1239               5
       15       20       29       95           208         551               5
       16       84       23        9           535         771               5
       17       38       54       19           937        1289               5
       18       30       84        8           324         706               5
       19       40       76       58           317         658               5
       20       48       27       84           747         989               5
       21       79       40       46           314         574               5
       22        1       11       17           756        1040               5
       23       41        1        2           761        1083               5
       24       72       17       83           715        1030               5
       25       46       78       10           654         943               5
       26       42       53        2          1175        1426               5
       27        3       96       94           288         575               5
       28       34        3       76           257         625               5
       29       56       73       68          1254        1513               5
       30      100       62       76           900        1201               5
       31       10       16       66           332         724               5
       32       37       37       81           346         597               5
       33       96       93       89           306         545               5
       34       86       27       86            16         338               5
       35        9       85       65           803        1187               5
       36       77       24        1           290         509               5
       37       89       70       97           825        1183               5
       38       22       37       13          1075        1333               5
       39       34       29       62           680        1037               5
       40       46       32       78           267         513               5
       41       78        4       19           842        1221               5
       42       13       53       90          1260        1616               5
       43       20       46       70          1287        1580               5
       44       85       57       25          1372        1711               5
       45       70       45       14          1321        1645               5
       46       42       46       41           160         440               5
       47       81        8       58           231         614               5
       48       67       97       50           803        1120               5
       49       51       93       12           733        1051               5
       50       77       32       28           681         976               5
       51       51       58       96           699        1038               5
       52       30       39       47            68         335               5
       53       29       36       65           761        1139               5
       54       86       62       43           180         463               5
       55       31       20       76           258         574               5
       56       67       81       13           671        1018               5
       57       59        2       65           660         971               5
       58       87       47       30           728         989               5
       59       50       52       70           873        1244               5
       60       69       94       74           726        1092               5
       61        5       18       68           290         661               5
       62       98       49        2           837        1037               5
       63       33       16       99           164         520               5
       64       45       79       20           510         880               5
       65       75       13       50           308         583               5
       66       91       45       15           815        1110               5
       67       31       88       74          1322        1527               5
       68       90        2       50           289         627               5
       69        1       61        7           703        1020               5
       70       82       41       76           232         538               5
       71       72       75       50           242         600               5
       72       97       28       45           699         923               5
       73       87       63       62           313         669               5
       74       95       46       48           468         755               5
       75        3       10       91           318         643               5
       76       26       54       59           179         491               5
       77       39       71       26           318         694               5
       78       46       68       51           808        1126               5
       79       62       68       44           657         923               5
       80       82       50       30           740         998               5
       81       96       98       60           339         546               5
       82       60        8       88           812        1196               5
       83       47       32       17           231         492               5
       84       40       69       18          1337        1554               5
       85       46        0       30           757         957               5
       86       60       51       85           757         999               5
       87       93       76       56           221         447               5
       88       44       85       72           226         441               5
       89       82       49       56           825        1117               5
       90       42       50       69          1278        1523               5
       91       64       41       46           809        1037               5
       92       74       76       11           222         481               5
       93        7       24       20           316         523               5
       94       73       47       41           232         478               5
       95       40       25       33           842        1221               5
       96       75        7       64           293         505               5
       97      100       50        7           239         489               5
       98       92       67       92          1477        1689               5
       99       74       48       62           311         606               5
      100       64       42       39           155         458               5
