TC-C1087

VEHICLE
NUMBER     CAPACITY
   100     71

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       93       85        0             0        2000               0
        1       18       96        8           292         597               5
        2       64       88        4           304         575               5
        3       68       55        9           752         982               5
        4       25       96        6          1025        1277               5
        5       22       93        4           243         475               5
        6       20       90       10           758        1151               5
        7       23       77        6          1002        1296               5
        8       24       78        7           292         579               5
        9       86       57        2           242         469               5
       10       74       62        4          1365        1626               5
       11       26       74        9           743        1068               5
       12       71       90        6          1117        1420               5
       13        7       88        1          1126        1367               5
       14       82       55        2           287         567               5
       15       96       80        5           811        1048               5
       16       30       89        1           763        1163               5
       17       20       74        6           194         486               5
       18       74       62        3           844        1109               5
       19       23       70        1           832        1117               5
       20       14       81        7           759        1138               5
       21       63       62        2           346         566               5
       22       10       70       10           175         403               5
       23        5       90        8           788        1051               5
       24       89       71        1           310         606               5
       25       36       98        8           917        1311               5
       26       14       84        5           741        1121               5
       27       35       71        2           316         664               5
       28       33       86       10           153         478               5
       29       16       71        6           190         490               5
       30       83      100        8           298         517               5
       31       20       69        1           804        1038               5
       32       40       98        7           158         472               5
       33       21       93       71           202         525               5
       34       21      100        9           314         576               5
       35       79       65        1           741         962               5
       36        1       84        4           850        1165               5
       37       23       77        3           302         575               5
       38       26       65        7           321         521               5
       39       14       82        1           689         907               5
       40       53       43        2           344         658               5
       41       15       73       65           282         654               5
       42       17       70        1           762        1124               5
       43       23       74        5           258         500               5
       44       20       75        4            78         433               5
       45       17       63        3           735        1106               5
       46       38       55        4           732         950               5
       47       14       95        2           234         461               5
       48       16       69        6           745         963               5
       49       33       78        7          1444        1770               5
       50       23       75        7            22         408               5
       51       79       97        7           844        1208               5
       52       83       70        2           857        1172               5
       53       17       97        4           458         697               5
       54       12       84        6           826        1191               5
       55       13       71        4           808        1014               5
       56       30       85        9           332         625               5
       57       15       80        6          1109        1408               5
       58       26       98        2           253         502               5
       59       81       78        5           250         629               5
       60       21       75       10           225         445               5
       61       21       79       51           808        1185               5
       62       33       49       71           607         837               5
       63        7       87        4           709         934               5
       64       28       94        4           249         567               5
       65       12       80       10           702         910               5
       66        9       80        9           155         510               5
       67        9       79        7           185         440               5
       68       44       86       10           704        1006               5
       69       67       86        4           815        1059               5
       70       90       67       10           335         574               5
       71       26       84        9           283         670               5
       72       91       79        4           356         576               5
       73       18       75        3           747        1121               5
       74       80       65        8           796        1124               5
       75       11       97        9           834        1118               5
       76       26       70        6           301         630               5
       77       18       73        9           214         480               5
       78       21       74        5           810        1181               5
       79       14       96        6           799        1187               5
       80       18       95        4           654         945               5
       81       19       72        1           379         617               5
       82       87       65        5           184         439               5
       83       27       89        4           272         605               5
       84       70       91        3           223         524               5
       85       65       38       10           242         556               5
       86       17       91       69           118         489               5
       87        1       76       10          1273        1572               5
       88        8       78        1          1126        1488               5
       89       76       76        9           276         570               5
       90        2       83        9           207         522               5
       91       77       43        9           168         452               5
       92       16       63       10           269         656               5
       93       31       65        4           197         585               5
       94       83       56        3           832        1217               5
       95       85       67        8           746        1097               5
       96       18       93        1           348         565               5
       97       79       44        8           762        1019               5
       98       38       69        2           796        1195               5
       99       23       77        5           246         466               5
      100       12       84        1          1029        1364               5
