TC-R0308

VEHICLE
NUMBER     CAPACITY
   100     416

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       56       30        0             0        2000               0
        1       98       73       94          1342        1467               5
        2       70       29       22           295         411               5
        3       66       99       86           195         304               5
        4       94       67       55           737         858               5
        5       85       59       45           555         679               5
        6       89        9       58           189         302               5
        7       25       46       65           154         256               5
        8       64       84       15          1524        1593               5
        9       50        5       10           156         249               5
       10       91       60       49           826         935               5
       11       61       13      100           309         359               5
       12       65       97       47           779         871               5
       13       25        9       95           654         749               5
       14       68       97       80           704         835               5
       15       32       51       46           802         873               5
       16       19       38       84           704         778               5
       17       49       37       56           791         920               5
       18       21       90       57           987        1135               5
       19       28       18        9          1416        1529               5
       20       92       50       25           701         846               5
       21       26       50       15          1474        1585               5
       22       43       26       58           805         883               5
       23       37       39       25           693         747               5
       24       79       96       69           264         397               5
       25       49       94       40           843         918               5
       26       19       72       63           803         887               5
       27       12       74       97           821         879               5
       28       68       91       92           767         871               5
       29       63       35       50           672         739               5
       30       70       37       42           793         848               5
       31       43       56       57           304         408               5
       32       98      100       76           758         838               5
       33       12       15        9           296         364               5
       34       59       56        9           795         876               5
       35        1       61       25           696         812               5
       36       82       65       77           205         314               5
       37        4       32       40          1610        1699               5
       38       65       12       89           319         418               5
       39       88       84       15           778         879               5
       40       61       47       30            26         128               5
       41       42       37       74           206         320               5
       42       55       69      100           234         314               5
       43       92       79       36           716         846               5
       44       15       56       90           271         363               5
       45       89       36       51           339         393               5
       46       92       83       16           841         988               5
       47       81       60       53          1596        1657               5
       48       14       26      100          1477        1612               5
       49       66       55       37           846         921               5
       50       55       98       10           714         779               5
       51        1       47       48           230         356               5
       52       46       88       28           221         341               5
       53        1       68        7           283         384               5
       54       64       30       44           151         202               5
       55        2       39       88           289         360               5
       56       83       84        8           745         802               5
       57       88       75       15           782         832               5
       58       40        3       26           769         877               5
       59       27       42       73           196         321               5
       60       39       16       43           286         377               5
       61        3       34       18           212         289               5
       62       34       97      100           726         844               5
       63       14       52      100             4          85               5
       64        8       31       71           742         831               5
       65       49        2       51          1189        1313               5
       66       58       55       16           682         815               5
       67       88       70        4           187         252               5
       68       54       50      100           247         347               5
       69       87       62       56           641         754               5
       70       71       52       43           397         479               5
       71        4       63       23           707         783               5
       72       81       94       54           158         212               5
       73       66       86       98           339         430               5
       74       14       69       65           198         283               5
       75       21       84       25           215         354               5
       76       95       12       54           489         613               5
       77       32       33        9           289         406               5
       78       81       52       66           193         261               5
       79      100       33       55           785         924               5
       80       88       88       12           733         812               5
       81       43       17       17           785         873               5
       82        8       43       92           414         473               5
       83       80       48       87           283         384               5
       84       51       81       62           294         432               5
       85       17       45       34           669         793               5
       86       69       63       99          1279        1373               5
       87       20       23       33           849         954               5
       88       49       62       54           253         378               5
       89       64       89       33           184         260               5
       90       90       27       13           727         861               5
       91       72       83       26           752         836               5
       92        0       62       90           232         330               5
       93       40       23       87           814         885               5
       94       66        7       51           839         989               5
       95       25       78       28          1444        1514               5
       96       13       51       61           315         457               5
       97       50       77       41           864         952               5
       98       14        5       72           170         257               5
       99       83       73       74           332         455               5
      100       13        8       94           734         877               5
