TC-RC2908

VEHICLE
NUMBER     CAPACITY
   100     8

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       34       75        1           156         518               5
        2       34       59        1           759        1059               5
        3       17       14        1           727        1024               5
        4       79       34        1           308         553               5
        5       71       91        1           268         504               5
        6       67       80        1           791        1190               5
        7       14       77        1           316         604               5
        8       12       56        1           220         608               5
        9       74       24        1           291         643               5
       10       30       54        1           955        1204               5
       11       42       82        1           812        1095               5
       12       93       29        1           237         546               5
       13       14       31        1            57         375               5
       14        1       46        1          1205        1413               5
       15       44       93        1           495         766               5
       16       99       74        1           224         541               5
       17       40       29        1           815        1118               5
       18       22       68        1           766        1151               5
       19       62       54        1           473         800               5
       20       40       40        1           186         501               5
       21       32       16        1           285         564               5
       22       74       24        1           338         652               5
       23       84       95        1           221         571               5
       24        6       59        1           665         992               5
       25       30       12        1           152         526               5
       26       17       69        1           795        1073               5
       27       33       68        1          1020        1223               5
       28       84       48        1           246         598               5
       29       32       69        1           456         837               5
       30       25       70        1           821        1025               5
       31        5       30        1          1235        1601               5
       32       24       60        1           821        1156               5
       33       18       47        1           409         756               5
       34       31       46        1           728        1073               5
       35       61       59        1           939        1299               5
       36       38       26        1           157         359               5
       37       77       43        1           566         766               5
       38       68       17        1           171         433               5
       39       64       53        1           815        1025               5
       40       37       64        1           658         871               5
       41       18       85        1           410         631               5
       42       33       59        1           660        1021               5
       43        9       46        1           308         691               5
       44       94       91        1           756        1001               5
       45       98       83        1           626         883               5
       46       37       48        1           238         627               5
       47        6       90        1           711         956               5
       48       11       78        1           205         503               5
       49       59       11        1           998        1346               5
       50        9       68        1           329         581               5
       51       83       26        1           669        1012               5
       52       97       70        1           298         697               5
       53       88       92        1           315         707               5
       54       95       68        1           157         400               5
       55       93       17        1           793        1177               5
       56       20       56        1           426         789               5
       57       88        5        1           312         537               5
       58       84       27        1           660         890               5
       59       22        1        1           707         963               5
       60       37       59        1           755        1022               5
       61       36       86        1           340         635               5
       62       91       50        1           697         947               5
       63       28       66        1           834        1154               5
       64       33       62        1           497         877               5
       65       10       47        1           768        1081               5
       66       14       96        1           338         721               5
       67       39       98        1           679        1014               5
       68       34       59        1           287         505               5
       69       51       24        1           792        1037               5
       70       14       48        1           171         409               5
       71        9       48        1           255         598               5
       72       25       59        1           762        1102               5
       73        6       20        1           199         511               5
       74        0       19        1           270         581               5
       75       56       36        1           341         567               5
       76       34       59        1           701        1006               5
       77       65       13        1           828        1195               5
       78       67       58        1           348         582               5
       79       63        3        1           251         504               5
       80       35       63        1          1132        1410               5
       81       12       77        1           300         509               5
       82       23       57        1           710        1058               5
       83       91       89        1           796        1163               5
       84       21       65        1           313         577               5
       85       40       63        1           310         589               5
       86       36       83        1           173         381               5
       87       35       60        1           694         976               5
       88       34       58        1           796        1040               5
       89       61        2        1           714        1089               5
       90       91       42        1          1105        1354               5
       91       15       79        1           584         830               5
       92       23       54        1           656         897               5
       93       21       38        1           234         463               5
       94       11       65        1          1082        1294               5
       95       71       29        1           745        1098               5
       96       44       40        1           745        1079               5
       97       20       53        1          1052        1298               5
       98       42       27        1           792        1173               5
       99       21       44        1           189         479               5
      100       56       70        1          1304        1569               5
