TC-R0139

VEHICLE
NUMBER     CAPACITY
   100     83

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       73       31        0             0        1000               0
        1       57       68        6           348         642               5
        2       53       73        2           327         585               5
        3       54       96        8           249         627               5
        4       29       95        2           332         590               5
        5       50       95        7           337         589               5
        6       50       58        7           214         429               5
        7       85       48        1            21         403               5
        8       90       92        1           364         705               5
        9       81       75        7           403         795               5
       10       11        0        5           232         459               5
       11       91       99       10           116         365               5
       12        5       43        4           256         602               5
       13       42       99        6           323         532               5
       14       29        0        6           284         628               5
       15       86       86        1            27         382               5
       16       76       89       10           160         516               5
       17        2       60       10           383         621               5
       18       56       46        3            77         298               5
       19       56       22        8           474         830               5
       20       52       11        9           172         485               5
       21       33        4        6           198         495               5
       22       94       27        6           266         616               5
       23       55       86        5           382         637               5
       24        1       14       10           103         347               5
       25       16       61        4           490         827               5
       26       30        0        7            33         274               5
       27       94       95        6           326         684               5
       28       19       30       10           222         613               5
       29       78       95        7           287         489               5
       30       80       26        4           165         497               5
       31        1        3        1            66         317               5
       32       34       45        5           110         337               5
       33       29        6        3           285         654               5
       34       47       29        3           114         453               5
       35       60       29        5           477         834               5
       36        7        3        1           389         730               5
       37       30       71        2           298         644               5
       38       76       55        1           323         672               5
       39       33       80        5           441         838               5
       40       60        6        4           321         561               5
       41       91       67        4           235         595               5
       42       15       42        2           469         849               5
       43       17       40        7           259         502               5
       44       29       67       10           300         558               5
       45       93       38        2           127         358               5
       46       27       48        8           143         346               5
       47       22       93        2           150         405               5
       48       25       85        1           180         389               5
       49        6       64        8            17         335               5
       50       79       82        8           388         622               5
       51       55       43        6           398         650               5
       52       20       22        6           171         497               5
       53       84       42        7           358         603               5
       54       97       31        4           137         464               5
       55       10       99        3            66         376               5
       56       81       89        9           458         760               5
       57       35       46        9           351         663               5
       58       95       43        1           161         383               5
       59       25       68        3           479         749               5
       60       11       89        4           295         597               5
       61        3       52        9           133         334               5
       62       52        8        5           111         481               5
       63       92       70        6           248         602               5
       64       27       72        7             6         372               5
       65       83       49        8            69         269               5
       66      100       24        5           185         471               5
       67        5       23        1           238         483               5
       68       95       32        6           309         664               5
       69        0        7        5           196         442               5
       70       23       67        9           320         660               5
       71        6       71        1            87         371               5
       72       28       80        8           224         428               5
       73       51       24        2           111         370               5
       74       41       69        7           326         722               5
       75        1       62        1           283         569               5
       76       37       23        5           491         752               5
       77       99       83        6           489         852               5
       78       47       75        4           316         548               5
       79        6       28        5           436         694               5
       80       95       76        4           303         616               5
       81       67        3        6           240         537               5
       82       36       69        8            81         303               5
       83       61       29        7           371         702               5
       84       28       79        6           482         687               5
       85       29       52        1           469         728               5
       86       43       27       10           385         724               5
       87       74       53        5           394         637               5
       88       83       17        1            38         242               5
       89       38       99        1           342         668               5
       90       40       46        7           263         504               5
       91       94       48        7           463         833               5
       92        5       21        9           363         673               5
       93       72       55        2           477         740               5
       94       15       63        5           234         564               5
       95       93       55        2           110         469               5
       96       32       15        2           236         595               5
       97       43       14        4           231         571               5
       98       53       60        9           109         439               5
       99       51       37        8           214         547               5
      100       89       86        1           189         394               5
