TC-C2631

VEHICLE
NUMBER     CAPACITY
   100     772

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        1000               0
        1       57       63       81           159         217               5
        2       27       26       51           742         853               5
        3        4       57       25           667         796               5
        4       60       55       26           706         793               5
        5        5       34       98           714         861               5
        6        7       26       12           334         386               5
        7        4       57       92           725         800               5
        8       25       25       72           295         390               5
        9       24       57       63           712         764               5
       10        2       61       36           706         835               5
       11        6       63       10           213         338               5
       12       12       75       98           716         851               5
       13       17       11       17           293         380               5
       14        4       32       18            76         181               5
       15       25       25       90           151         214               5
       16       25       26       36             2         130               5
       17        1       44       50           224         372               5
       18       33       76       75           335         393               5
       19       50       54       94           267         409               5
       20       12       47       73           274         329               5
       21       43       53        4           743         805               5
       22        8       76       14            89         161               5
       23       77       47       64           714         803               5
       24       37       41       46           690         831               5
       25        5       59       34           254         385               5
       26       13       53       17           197         271               5
       27       47       47       23           729         824               5
       28       17       47       75           668         800               5
       29       32       53       10           696         834               5
       30        5       34       19           749         825               5
       31        6       57       43           689         804               5
       32       27       50       34           679         796               5
       33       43       45       75           301         408               5
       34        2       72       22           653         797               5
       35        4       36       14            55         116               5
       36        4       62       35           732         880               5
       37        0       47       70           309         423               5
       38       18       72        2           258         347               5
       39       14       30       33           703         852               5
       40       56       60       50           730         789               5
       41       38       26       61           116         265               5
       42       23       34       74           276         416               5
       43        4       34       37           745         866               5
       44       78       62       21           191         307               5
       45       31       55       47           316         370               5
       46        9       21       26           254         371               5
       47       47       49        5           657         766               5
       48       33       46        6           264         325               5
       49       73       29       50           162         223               5
       50        7       37       43           191         258               5
       51       26       29       67           166         239               5
       52       24       26       65           346         476               5
       53       59       71       96            31         156               5
       54       42       55        3           738         886               5
       55        7       13       18           288         386               5
       56       11       37       70           688         800               5
       57        8       39       56           186         270               5
       58        4       50       64           390         473               5
       59        6       59       97           283         405               5
       60       22        1       33           323         401               5
       61       23       73       89           654         802               5
       62       94       37       93           700         785               5
       63       46       66       85           239         389               5
       64       29       38       15           690         807               5
       65        6       51       42           665         791               5
       66       65       39       91           663         778               5
       67       44       50       26           124         249               5
       68       53       34       97           692         775               5
       69        9       89       92           671         752               5
       70       29       37        8           420         501               5
       71        4       37       69           156         255               5
       72       15       15       50           742         797               5
       73       45       52       71           212         329               5
       74        5       35       16           722         861               5
       75       49       48       16           308         413               5
       76       59       52       73           308         359               5
       77       56       53       27           711         778               5
       78        4       75       29           301         401               5
       79        3       52       25           614         684               5
       80       44       35       32           701         837               5
       81        9       42       18           259         357               5
       82        6       57       42           380         527               5
       83        5       36       79           295         418               5
       84       24       24       62           302         366               5
       85       46       50       49           698         797               5
       86       20       48       98           150         267               5
       87       95       88       43           231         300               5
       88       28       80       31           104         219               5
       89        5       57       26           668         742               5
       90       10       33        4           700         754               5
       91       50       47       75           656         727               5
       92       25       25       71           271         408               5
       93       16       23       15           682         790               5
       94        8       58       63           423         491               5
       95       46       59       85           663         786               5
       96       23       26       97           695         818               5
       97        4       64       56           549         695               5
       98        5       60       36           571         685               5
       99        3        7        5           195         295               5
      100        2       49       83           746         878               5
