TC-RC2966

VEHICLE
NUMBER     CAPACITY
   100     24

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       26       78        1           503         564               5
        2       34       57        1           199         307               5
        3       42       85        1            98         188               5
        4      100       61        1           331         406               5
        5       52       22        1          1017        1166               5
        6       45        7        1           771         853               5
        7       46       68        1           327         420               5
        8       53       16        1          1150        1257               5
        9       33       60        1           664         783               5
       10       22       55        1           329         429               5
       11       17       19        1           260         406               5
       12       56        5        1           814         888               5
       13       88       70        1           524         646               5
       14        8       28        1           274         381               5
       15       28       92        1           258         370               5
       16       10       68        1           259         393               5
       17       60       33        1           452         572               5
       18       32       68        1           283         350               5
       19       47       58        1           720         824               5
       20       57       51        1           192         284               5
       21       68       63        1           843         965               5
       22       21       41        1           182         241               5
       23       67        7        1          1151        1205               5
       24       27       44        1          1420        1484               5
       25       14       25        1           465         552               5
       26       15       47        1           349         486               5
       27       33       97        1           711         810               5
       28       85       22        1          1229        1279               5
       29       44       96        1           174         286               5
       30       47       54        1           720         773               5
       31       50       50        1           144         234               5
       32       48        1        1           290         423               5
       33       64       31        1           683         819               5
       34       37       99        1           668         801               5
       35       39       85        1           236         322               5
       36       20       36        1           838         982               5
       37       66       69        1          1745        1797               5
       38       98       97        1           812         944               5
       39       34       58        1          1325        1449               5
       40       77       36        1           784         866               5
       41       98       59        1           478         620               5
       42       49       49        1           196         253               5
       43       15       67        1           759         834               5
       44       65        1        1           835         898               5
       45       51       49        1           249         353               5
       46       74        2        1           256         387               5
       47       35       76        1           271         378               5
       48        4       54        1           219         369               5
       49       61       45        1           177         282               5
       50       15       80        1           259         387               5
       51       44        3        1           649         781               5
       52       47       81        1          1365        1437               5
       53       76       46        1           277         395               5
       54       49       48        1          1629        1688               5
       55       63       64        1           849         987               5
       56       94       18        1           746         872               5
       57        4       49        1           332         463               5
       58       19       82        1           887         985               5
       59       55       55        1           217         287               5
       60       89      100        1           180         299               5
       61       88       62        1           304         396               5
       62       39       21        1           708         855               5
       63       34       58        1           755         860               5
       64       74       55        1           656         789               5
       65       89       70        1           168         249               5
       66       35       78        1           745         796               5
       67       36       58        1           733         815               5
       68        0       27        1           750         840               5
       69       50       57        1           805         899               5
       70        5       32        1           188         336               5
       71       85       89        1           826         953               5
       72       72       68        1           274         344               5
       73       18       58        1           816         904               5
       74       75        6        1           798         917               5
       75       40       60        1           218         347               5
       76       35       54        1           259         343               5
       77       61       67        1           277         389               5
       78       91        1        1          1312        1419               5
       79       23       56        1           684         754               5
       80       47        9        1           350         416               5
       81       50       49        1           768         835               5
       82       67       37        1           512         636               5
       83       48       49        1           181         304               5
       84       50       51        1           221         322               5
       85       68       70        1           231         324               5
       86       26       30        1           343         490               5
       87       62       88        1           841         941               5
       88       77       56        1           799         870               5
       89       83       93        1           220         277               5
       90       90        1        1           536         664               5
       91       75       82        1          1483        1601               5
       92       97       10        1           799         942               5
       93       36       57        1           701         794               5
       94       88       96        1           685         805               5
       95       84       43        1           790         840               5
       96       92       40        1           836         902               5
       97       53        0        1           735         835               5
       98       19       44        1           843         933               5
       99       36       58        1           764         873               5
      100       78       52        1           312         414               5
