TC-C2837

VEHICLE
NUMBER     CAPACITY
   100     422

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       60        8        6          1127        1207               5
        2       45       24        2           348         446               5
        3       11       48       10           325         463               5
        4       37       20        3           809         922               5
        5       49       26        7           794         845               5
        6       28       10       10           710         789               5
        7       45       21       55          1317        1400               5
        8       81       43        5           658         726               5
        9       54       22        2           715         766               5
       10        2        3        1           198         285               5
       11       16       74        4           111         175               5
       12       76       34       55           234         329               5
       13       36       27        1           773         844               5
       14       42       25        2           269         325               5
       15       37       80        9           164         265               5
       16       92       66        9           320         457               5
       17       49       17        1           274         423               5
       18       73       19        3           675         816               5
       19       62       74       69           842         939               5
       20       32       27        3           759         891               5
       21       42       20        6           171         230               5
       22       37       19       82           963        1039               5
       23       54       18        1          1060        1115               5
       24       11       38        8           239         382               5
       25       68       89       10           776         918               5
       26       59       85        9           807         884               5
       27       74       17       95           687         814               5
       28       45       13       52           814         947               5
       29       69       89        2           273         364               5
       30       47       18        5           744         812               5
       31       46       19        2           193         297               5
       32       98       94        2           259         355               5
       33       94       94       87          1701        1785               5
       34       45       20       98           267         328               5
       35       52       22       10          1145        1246               5
       36       47       14       84           834         884               5
       37       88       69       10           930         989               5
       38       46       19        9           167         285               5
       39       41       72        8           725         840               5
       40       39       23        6           156         265               5
       41       46       25       89           660         745               5
       42       16       11       53           935        1060               5
       43       19        9        4           276         369               5
       44       46       19        2           209         259               5
       45       46       19       89           247         367               5
       46       30       48        6           288         426               5
       47       58       29        1           338         428               5
       48       52       18       73           838         987               5
       49       95       32        8           489         559               5
       50       44       24       10           429         528               5
       51       44       16        9          1419        1484               5
       52       45       20        7           253         396               5
       53       93       65       94           165         315               5
       54       48       24        5           681         736               5
       55       42       25       98           812         934               5
       56       75       74       82           748         813               5
       57       43       20        2           636         695               5
       58       56       44        6           172         314               5
       59        8       51       86           168         260               5
       60       37       18        6           942        1001               5
       61       65       70        6           675         806               5
       62       56       68       10           252         348               5
       63       42       57       95           165         271               5
       64       27       32       61           740         837               5
       65       38       81        4           675         789               5
       66       31       34       75           785         874               5
       67       76       30        1           306         409               5
       68       51       17        9           227         368               5
       69       89       99       78           734         816               5
       70       51       17       96          1702        1819               5
       71       88       67        5           223         279               5
       72       79       74        7           849         946               5
       73       85       73        8            13          66               5
       74       51        4        3           659         755               5
       75       58       44        3           625         705               5
       76       25       17       88           181         241               5
       77       19        7       97           749         847               5
       78       50        0        1           325         447               5
       79       53        1        6           773         852               5
       80       43       21       54           589         657               5
       81       74       34        9           734         870               5
       82       56       17        2           208         260               5
       83       45       56        8           250         347               5
       84       55       17       75           197         274               5
       85       35       48        2           831         968               5
       86       56       24        5           804         887               5
       87       42       19        6           851         946               5
       88       48       28        3           320         405               5
       89       59       17        5           340         434               5
       90       30       28        3           678         804               5
       91       56       23        7           234         294               5
       92       83        6        7           217         311               5
       93       55       28        7           707         799               5
       94       93       97       71           855         956               5
       95       73       41        5          1073        1146               5
       96       61       57       55           342         486               5
       97       65       43        1           779         903               5
       98       12       12       79           257         397               5
       99       83       28        3           844         975               5
      100       42       16        2           842         894               5
