TC-RC3153

VEHICLE
NUMBER     CAPACITY
   100     179

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       29       67        7           812         888               5
        2       39       71        7           214         290               5
        3       29       51        7           434         570               5
        4       59       23        8           603         670               5
        5       10       82        6           769         832               5
        6       89       86        5          1639        1715               5
        7       75       90        5          1026        1100               5
        8       76       66        5           575         716               5
        9       51       33        6           575         626               5
       10       62       30        6           309         448               5
       11       41       68        9           269         407               5
       12       95       78        6           348         424               5
       13       93       92       10          1528        1640               5
       14       37       42        8          1379        1433               5
       15       69       31        5            99         176               5
       16        2       78       10          1020        1080               5
       17       64       33        8           849         929               5
       18       68       44        8           961        1058               5
       19       65       74        6          1718        1835               5
       20       66       34       10          1088        1215               5
       21       47       36        9           671         766               5
       22       34       35        8           483         588               5
       23       23       47        5           440         520               5
       24       23       17        7          1198        1260               5
       25       33       54        5           329         436               5
       26       29       60        9          1435        1490               5
       27       65       44        5          1413        1484               5
       28       30       42        6           686         834               5
       29       44       54        5          1589        1640               5
       30       82       75       10          1294        1426               5
       31        2       81        6           389         518               5
       32       86       44        6           996        1064               5
       33       65       76       10           426         514               5
       34       95       70        7          1722        1777               5
       35       39       47        6           460         554               5
       36       87       95        8           632         737               5
       37       54       63       10          1324        1454               5
       38       63       47        6           812         862               5
       39        3        2       10           374         473               5
       40       20       75       10          1662        1765               5
       41       67       44        7           937        1041               5
       42       13       79        8            59         195               5
       43       27       80       10           923         988               5
       44       40       93        8            49         100               5
       45       13       82       10           670         753               5
       46        0       96       10           332         466               5
       47       21       73        6           275         333               5
       48       74       69        5           363         478               5
       49        0       42        6          1203        1333               5
       50       30       39       10          1234        1320               5
       51       36       93        5          1118        1219               5
       52       38       65        8          1630        1746               5
       53       28       42       10           101         164               5
       54       30       39        9          1416        1547               5
       55       12       52        6           929        1011               5
       56       66       66        7          1357        1456               5
       57       21       38        8          1145        1222               5
       58       73       44        8           133         276               5
       59       52       99        8           730         880               5
       60       94       77        9          1197        1314               5
       61       31       38        6           906        1030               5
       62       70       47        5          1491        1558               5
       63       36       95        6            51         175               5
       64       69       41        7           389         511               5
       65       34       62       10           699         816               5
       66       97       62        9           442         497               5
       67       29       39        6          1554        1667               5
       68       25       13       10          1620        1759               5
       69       92       76        9           562         706               5
       70       38       76        5          1440        1493               5
       71       58       60        5           786         915               5
       72       17       82        9          1678        1740               5
       73       45       66        7           641         692               5
       74       17       81       10           656         745               5
       75       21       50        9           326         435               5
       76       83       70        8          1053        1199               5
       77       44       48       10          1684        1741               5
       78       19       71        6           367         433               5
       79       32       40        6          1380        1475               5
       80       24       61        9          1337        1467               5
       81       66       39        9           266         344               5
       82       70        6       10          1413        1483               5
       83        6       94        5           175         282               5
       84       22       77       10           178         253               5
       85       21       70        5           735         877               5
       86       94       80        7           813         947               5
       87       31       50       10           227         287               5
       88       61       56        8           545         614               5
       89       76       65        8           824         883               5
       90       73       41        9           448         524               5
       91       71       87        8           308         379               5
       92       99       90        6           883        1023               5
       93       76       45        5           811         887               5
       94       29       78        5             3         138               5
       95       24       37        5           299         408               5
       96       22       56        6           268         341               5
       97       98        9        6          1594        1649               5
       98       31       42        7           717         810               5
       99       77       46        7          1637        1745               5
      100       67       46        8          1408        1510               5
