TC-C4396

VEHICLE
NUMBER     CAPACITY
   100     1273

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        1000               0
        1       64       21       38           489         723               5
        2       59        7       57           248         632               5
        3       55       12       92           405         786               5
        4       85       14       48           170         403               5
        5       45       56       32           492         768               5
        6       27       32       57           459         709               5
        7       79       25       55            54         386               5
        8       70       24       43           424         651               5
        9       84       15       20           161         530               5
       10       58       65       58           318         545               5
       11       85       15       70           484         860               5
       12       66       26       56           409         733               5
       13       21       54       46           202         546               5
       14       81       91       97           239         555               5
       15       96       75       65            73         434               5
       16       38       32       11           237         631               5
       17       68       67       81           346         706               5
       18       99        7        7            47         373               5
       19       81       16       41           251         551               5
       20       81       25       95           105         431               5
       21       72       27       56           492         769               5
       22       22       18       35           151         414               5
       23       24       37       68           205         544               5
       24       38       62       59           278         538               5
       25       65       26       50           436         641               5
       26       31       36       76           342         741               5
       27       48       18       21           456         662               5
       28       30       50       66           155         473               5
       29       16       95       16           497         728               5
       30       13       20        3           266         470               5
       31       65       24       94           443         726               5
       32       78       30       10           274         503               5
       33       67       25       17           143         429               5
       34       77       20       99           455         687               5
       35        5       20       94           461         778               5
       36        5       54       54           412         794               5
       37       15       63       66           477         721               5
       38       49        1       68           488         799               5
       39        2       23       63           210         410               5
       40       99       48       87           142         484               5
       41       91       64       68           319         654               5
       42       98       70       76           296         625               5
       43       13       16        6            24         257               5
       44        0       55       92           485         879               5
       45       94       40       16           472         738               5
       46       71       22       56           406         746               5
       47       65       34       67           432         663               5
       48       34       32       57           427         716               5
       49       21       34       23           443         828               5
       50       55       28       33           501         837               5
       51       37       65        2            45         281               5
       52       23       21       90           151         473               5
       53       61       29       95           177         550               5
       54       98       69       89           467         781               5
       55       65       24       85            84         313               5
       56        6       49       97           451         704               5
       57       29       34       33           479         704               5
       58      100       74       46           460         694               5
       59       95       87       35           195         548               5
       60       26       35       81           490         712               5
       61       67       27        7            78         377               5
       62       78       18        4           335         704               5
       63       94       98       92           264         548               5
       64       61       29       12           320         550               5
       65       83       81       69           261         499               5
       66       76        7       65           101         423               5
       67       98       70       99           423         657               5
       68        9       20       35           190         570               5
       69       80       75       65            10         294               5
       70       28       31       30           419         765               5
       71       70       11        5           283         592               5
       72        3       50       57           242         538               5
       73       84       15       13           432         767               5
       74       88       16       74           442         669               5
       75       10        5       78           419         728               5
       76        4       81       34           468         719               5
       77       67       26        4           483         752               5
       78       86       16       77           158         426               5
       79       64       27       20           194         462               5
       80       84       15       90           259         652               5
       81       39       49       68           427         655               5
       82       92       11       29           239         621               5
       83       73       18       71           487         860               5
       84       74       99       76           167         521               5
       85       64       24       64           138         372               5
       86        9       55        5           437         743               5
       87       69       28       61           439         777               5
       88       71       27       73           478         776               5
       89       66       25       24           467         786               5
       90       64       24        5           271         652               5
       91       94       72       18           228         524               5
       92       86       16       74           246         523               5
       93       93       59        3           322         665               5
       94       65       26       10           452         736               5
       95       75       10      100           320         531               5
       96       24       19       97           259         562               5
       97       78       12       88           193         468               5
       98       65       22       56           168         469               5
       99       76       56       65            38         392               5
      100       64       26       69           458         794               5
