TC-R1776

VEHICLE
NUMBER     CAPACITY
   100     16

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       31       45        1          1161        1302               5
        2       35       90        1          1100        1161               5
        3       31       57        1           179         251               5
        4       33       62        1          1129        1199               5
        5       36       92        1          1626        1737               5
        6       40       99        1            79         210               5
        7      100       97        1          1105        1194               5
        8       85       63        1           537         626               5
        9       46       20        1           688         787               5
       10       47       37        1          1664        1750               5
       11       18       37        1            47         190               5
       12       22        2        1           519         570               5
       13       26       51        1          1342        1431               5
       14       76       31        1           786         858               5
       15       73       28        1           594         700               5
       16       58       73        1           384         526               5
       17       41       18        1           598         656               5
       18       96       92        1          1317        1396               5
       19       90       21        1          1605        1742               5
       20       34       36        1           722         814               5
       21       30       22        1           964        1033               5
       22       99       81        1          1750        1805               5
       23       95       48        1          1276        1425               5
       24       54       27        1          1669        1808               5
       25       52       32        1           243         359               5
       26       79        8        1           909        1030               5
       27       74        9        1          1748        1882               5
       28       69       14        1           337         403               5
       29       58       12        1          1546        1650               5
       30       95       45        1           409         463               5
       31        0       97        1          1476        1539               5
       32       87       58        1            74         175               5
       33       91       33        1          1692        1748               5
       34       60       19        1           221         307               5
       35       68       81        1            63         116               5
       36       12       85        1           627         743               5
       37       69        2        1           653         766               5
       38       40       72        1           891         964               5
       39       71       62        1          1622        1730               5
       40       51       45        1          1720        1844               5
       41       59       31        1           806         898               5
       42       78       14        1           575         677               5
       43       61        8        1           227         361               5
       44       31       80        1           283         333               5
       45       67        0        1          1011        1061               5
       46       23        1        1          1550        1605               5
       47        0       12        1          1750        1820               5
       48        8       30        1          1391        1489               5
       49       17       17        1          1410        1548               5
       50       74       22        1          1115        1166               5
       51       47       53        1           985        1066               5
       52       14        1        1           870        1020               5
       53       84       79        1          1502        1555               5
       54       81       16        1          1382        1443               5
       55       77       36        1            85         157               5
       56       92       40        1           395         517               5
       57       85        9        1           130         249               5
       58       95       27        1           606         670               5
       59       47       31        1           892         963               5
       60        9       94        1             0          87               5
       61       39       38        1            57         184               5
       62       21       32        1          1438        1546               5
       63       76       47        1           137         248               5
       64       39       25        1           781         880               5
       65       87       91        1           237         323               5
       66       17       58        1           346         437               5
       67       93       10        1          1225        1303               5
       68        2       94        1           588         652               5
       69       25       23        1           712         784               5
       70       99       66        1           915        1005               5
       71       65        3        1          1481        1627               5
       72       60       87        1          1054        1142               5
       73       28       35        1          1153        1302               5
       74       84       66        1          1381        1516               5
       75       73       58        1           727         830               5
       76       68       73        1           316         449               5
       77       82       59        1          1436        1526               5
       78       79        8        1          1086        1171               5
       79       83        5        1           788         900               5
       80        9       33        1           275         417               5
       81       59       77        1           719         846               5
       82       62       74        1           740         848               5
       83       95        2        1          1124        1241               5
       84       57       19        1          1067        1186               5
       85       70        3        1           674         752               5
       86       45        4        1            91         152               5
       87        0       60        1           123         200               5
       88       66        5        1           406         535               5
       89       85       15        1           701         769               5
       90       95       61        1           536         612               5
       91       58       79        1          1689        1814               5
       92       14       44        1           729         831               5
       93       14       50        1          1147        1216               5
       94       23       74        1           460         554               5
       95        3       10        1           167         244               5
       96       16       66        1           245         342               5
       97       50       75        1          1528        1633               5
       98       64       83        1          1081        1132               5
       99        6       26        1           659         804               5
      100       58       33        1          1607        1711               5
