TC-RC1308

VEHICLE
NUMBER     CAPACITY
   100     82

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        3       60        0             0        2000               0
        1        1       94        6           191         528               5
        2       92       46        1            43         271               5
        3       95       63        4           973        1309               5
        4       50       68        1           219         495               5
        5       68       45        7           795        1181               5
        6       37       65        2           808        1115               5
        7       95       46        4           299         687               5
        8       30       96        9           195         568               5
        9       78       41        6          1336        1642               5
       10       77       30       10           240         524               5
       11       57       86        3           291         660               5
       12       95       44        3           154         462               5
       13       16       74        8           847        1088               5
       14       88       43        7           837        1082               5
       15       98       25        2           843        1117               5
       16       74       50        9           767        1019               5
       17       93       47        9           255         640               5
       18       83       41        3           683        1045               5
       19       28       64        4           654         973               5
       20       93       47        6           240         488               5
       21       17       22        6           163         449               5
       22       88       63        4           167         374               5
       23       59       97        1           205         456               5
       24       91       48        1           653         924               5
       25       94       50        4           526         759               5
       26       86       68        2           177         512               5
       27       53       62        8           285         597               5
       28       98       19        1           820        1138               5
       29       27       64        2           806        1194               5
       30       67       92        3           687         973               5
       31       22       94        3           270         508               5
       32       82       33       10           737        1016               5
       33       21       90        1           320         703               5
       34       92       45        7          1341        1655               5
       35       54       54        2           216         575               5
       36       99       36        9           727        1063               5
       37       45       69        1           278         480               5
       38       28        2        6          1348        1643               5
       39       85        9        9           796        1103               5
       40       26       72       10           672        1032               5
       41       92       51        4           328         713               5
       42       80       10        5          1219        1421               5
       43       87       55        8           211         483               5
       44       31       57        9           287         518               5
       45       93       47        2           665         954               5
       46       99       18        6           765        1142               5
       47       84       86        3           737        1000               5
       48       75       39        2          1341        1634               5
       49       75       39        3           206         503               5
       50       71       91        7           720        1106               5
       51       76        3        3           360         719               5
       52       36       88        8           270         620               5
       53       87       47        5           762        1157               5
       54       71       75        4           266         588               5
       55       62       35        2           664         986               5
       56       25       54        1            77         281               5
       57       71       14       10           698         997               5
       58       48       20        6          1138        1526               5
       59       90       56        1           331         648               5
       60       10       81        3           447         647               5
       61       79       51        2           798        1017               5
       62       97       45        9           294         641               5
       63       68       74        8           577         954               5
       64       21       73        6           729        1109               5
       65       77       46        5           236         550               5
       66      100       14        5           893        1219               5
       67       20       76        5           761        1106               5
       68       97       94        6           689         996               5
       69       20       41        6           957        1267               5
       70       86       50        5           831        1065               5
       71       66       15       10           331         618               5
       72       40       94        1           227         494               5
       73       33       75        3           811        1020               5
       74       91       81        6           741        1136               5
       75        1       60        5           712         942               5
       76       73       94        9           816        1130               5
       77       90       53        3           303         582               5
       78       85       79        6            70         356               5
       79       62       29        5           322         696               5
       80       93       47        6           707        1014               5
       81       23       42        7           778        1039               5
       82       71       50        7           233         630               5
       83       61       21       10           271         544               5
       84       83       55        9           346         701               5
       85       17        0        9           197         559               5
       86       92       49        3           308         631               5
       87       87       36        6          1243        1545               5
       88       23       72        2           205         597               5
       89       75       43        3          1503        1713               5
       90       41       61        5           392         726               5
       91       43       58        9          1377        1764               5
       92       34       66        1           664         954               5
       93        8       59        8           170         382               5
       94       55       32        6           252         544               5
       95       79       41        1           174         529               5
       96       95       39        3           590         817               5
       97       63       11        9           178         566               5
       98       84       82        2           739        1058               5
       99       36       82        9           721        1015               5
      100       89        9        5           732        1082               5
