TC-RC1307

VEHICLE
NUMBER     CAPACITY
   100     92

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       16       11        0             0        2000               0
        1       81       39        9           526         923               5
        2       87       43        6          1250        1596               5
        3       47       90        4           331         725               5
        4       95       83        8           720        1057               5
        5       38       50        2           678         932               5
        6       85       50       10           221         612               5
        7       12       57        9          1481        1702               5
        8       47       90        6           139         410               5
        9       16       91        6           775        1101               5
       10       44       87        1          1022        1283               5
       11       90       41        6          1277        1517               5
       12       18       74        3           962        1270               5
       13       12       59        7           200         587               5
       14       41       80        9           281         673               5
       15       47       90        5           882        1251               5
       16       76       85       10           439         745               5
       17       56       77        3          1284        1553               5
       18        5       94        9          1261        1540               5
       19        8       56        3          1194        1478               5
       20       18       45       10          1355        1714               5
       21        3       80        9          1159        1500               5
       22        4       63        9           623         983               5
       23       21       45        6           621        1016               5
       24       67       40       10           110         451               5
       25       88       42        4           119         443               5
       26       34      100        1          1052        1384               5
       27       13       50       10            26         252               5
       28       38       74        7           263         625               5
       29       70       74       10           400         747               5
       30       67      100        1           752        1152               5
       31       76       32        5           317         517               5
       32       16       63        9          1085        1315               5
       33       65       90        9           878        1225               5
       34       43       15        4           938        1160               5
       35       88       42        6          1012        1362               5
       36       70       96        1           638         919               5
       37       85       36        6          1454        1703               5
       38       30       64        6           999        1252               5
       39       13       42        7           483         709               5
       40       78        6       10           297         636               5
       41       53       90        2          1320        1522               5
       42       49       10        8           978        1245               5
       43       52       52        8           201         477               5
       44       54       39        7           752        1126               5
       45       60       60        1           425         693               5
       46       52       43        5           704         947               5
       47       48       97        5          1008        1385               5
       48        5       36        1           244         466               5
       49       76       31        6           219         607               5
       50       60       72        5          1074        1422               5
       51       47       90       10            13         252               5
       52       89       43        2           870        1171               5
       53       87       43        7          1428        1787               5
       54       70       69        1          1244        1562               5
       55       76       51        7            94         445               5
       56       99       37        9           406         664               5
       57       45       18        5          1147        1455               5
       58        0       95        1           658         968               5
       59       52      100        1           114         401               5
       60       89       66        8           857        1233               5
       61       71       63        9            58         262               5
       62       55       78        8          1167        1370               5
       63       76       43        4          1427        1672               5
       64        3       41       10           584         900               5
       65       83       27        9            37         261               5
       66       87       43        4           965        1355               5
       67       89        0        9          1276        1641               5
       68       56       98        9           886        1215               5
       69       60       45        2           512         804               5
       70       60       82        3           141         484               5
       71       87       92        8          1040        1321               5
       72       59       88        6           523         726               5
       73       28       96        5           350         728               5
       74       47       89        6           674        1069               5
       75       91       41        7           767        1106               5
       76       67       80        9           319         526               5
       77       10       50        2           168         493               5
       78       82       42        2           793        1119               5
       79       19       48        4           785        1059               5
       80       45       88        4           236         527               5
       81       78       70        3           632         919               5
       82       44       66        9           541         934               5
       83       51       10        4           541         853               5
       84       35       20        9          1427        1668               5
       85       36       81        8           300         544               5
       86        8       30        5           322         643               5
       87       48       81        6           495         795               5
       88       45       90        8           294         529               5
       89       67        6       10          1382        1676               5
       90       87       43       10           244         529               5
       91       36       85        7           135         472               5
       92        9       57        4           768         975               5
       93       22       31        4          1210        1495               5
       94       87       43        3          1019        1342               5
       95       91       57        1           390         763               5
       96       16       66        2            69         435               5
       97       72       96        1          1375        1635               5
       98       47       90        2           443         803               5
       99       89       81        1           362         732               5
      100       46       94        2           384         649               5
