TC-R0101

VEHICLE
NUMBER     CAPACITY
   100     45

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       76       46        0             0        1000               0
        1       25       80        3           518         572               5
        2        0       52        6           677         805               5
        3       60       62        5           540         612               5
        4        9       95        8           256         368               5
        5        9       72        9           552         684               5
        6       34       62        7           675         755               5
        7       12       11        6           662         747               5
        8       79       45        6           724         782               5
        9       71       12        4             1         133               5
       10      100       85        4           281         396               5
       11       71       84        3           174         291               5
       12       73       47        6           621         748               5
       13       10       21        2           213         279               5
       14        4       40        2           723         817               5
       15       69       67        3           726         802               5
       16       98       84        9           171         270               5
       17       31       31        5           665         717               5
       18        1       14        8           712         791               5
       19       14       99        4           330         471               5
       20        2       36        7           283         398               5
       21       18       89        3           305         441               5
       22       55       76       10           639         772               5
       23       17       11        6           226         344               5
       24       28        6        9           399         530               5
       25       19       36        9           683         817               5
       26       99        7        9           657         723               5
       27       29       84        1           203         353               5
       28       63       29        9           740         852               5
       29       17        8        9           338         462               5
       30       42       72       10           704         823               5
       31       45       68        4           245         317               5
       32       96        1        7           632         721               5
       33       37        8        8           230         294               5
       34       66       90        7           718         834               5
       35       83       18        4           212         360               5
       36       60        0        5           267         404               5
       37       10       85        3           634         719               5
       38       56       76        4           152         240               5
       39       29       84        8           729         847               5
       40       97       51        1           210         319               5
       41       96       93       10           734         815               5
       42       92       31        1            75         166               5
       43       16       60        9           345         454               5
       44       16       70        4           443         523               5
       45       97       24        8           665         727               5
       46       76       45        2           148         277               5
       47        8       81        4           308         417               5
       48       84       80        1           701         790               5
       49       96       86        7           580         698               5
       50       60       63        7           213         290               5
       51       86       43        7           711         833               5
       52       69       25        5           205         335               5
       53       79       48        8           292         424               5
       54       61       26        5           688         760               5
       55       18       31        1           103         251               5
       56       75        5        3           303         419               5
       57       20        0        4           293         411               5
       58       47       39        1           400         515               5
       59       22       54        1           486         565               5
       60       11       48        9           514         606               5
       61       99      100        1            14          90               5
       62       37       13        9           743         878               5
       63        7       82        8           331         418               5
       64       84       53        3           195         307               5
       65        4       89        3           712         818               5
       66       21       29        8           667         723               5
       67       23       61        5           195         320               5
       68       42       65        3           264         393               5
       69       20        5        4           667         777               5
       70       47       98        6           310         424               5
       71       72       15       10           217         356               5
       72       25        0        5           696         749               5
       73       89       41        2           328         379               5
       74       77       65        4           690         796               5
       75       50       58        9           348         471               5
       76       31       42        2           664         737               5
       77       81       31        8           159         270               5
       78       45       90        8           742         879               5
       79        0        5        4           669         747               5
       80       71       32        9           199         321               5
       81       14       86       10           719         833               5
       82       87       38        1           510         588               5
       83       19       50        9           724         869               5
       84       28       32        9           194         333               5
       85        5       16        2           259         357               5
       86       16       42        7           159         218               5
       87       85       39        4           151         207               5
       88       43       17       10           696         823               5
       89       86       80        8           743         843               5
       90       27       31        2           301         420               5
       91       91        0        9           435         529               5
       92       11       27        1           682         772               5
       93        8       51        9           695         785               5
       94       79       99        4           262         389               5
       95        9       85       10           329         459               5
       96       13        9        1           622         686               5
       97       66       87        6            16          67               5
       98       83      100        5           727         796               5
       99       18       61        1           172         257               5
      100       85       50        7           670         794               5
