TC-C2378

VEHICLE
NUMBER     CAPACITY
   100     24

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        1000               0
        1       23       22        1            77         471               5
        2       18       40        1           458         756               5
        3       21       40        1           217         431               5
        4       24        5        1           500         709               5
        5      100       82        1           225         471               5
        6       34       27        1           418         806               5
        7       25       77        1           330         594               5
        8       84       78        1           146         464               5
        9       33       36        1           362         658               5
       10       59       94        1            17         250               5
       11       28       29        1           308         682               5
       12       59       73        1           243         443               5
       13       31       32        1             9         331               5
       14       64       11        1           305         615               5
       15       12       51        1           407         724               5
       16       14       35        1           431         677               5
       17       30       27        1           160         435               5
       18       51       47        1           433         781               5
       19       24       36        1            63         373               5
       20       34       28        1           369         707               5
       21        4       19        1           431         803               5
       22       83       37        1            34         359               5
       23       56       19        1           417         695               5
       24       31       30        1           184         499               5
       25       14       31        1           274         588               5
       26       10        4        1            55         319               5
       27       56        4        1           163         521               5
       28       18       33        1           229         486               5
       29       25       37        1           289         510               5
       30       21       35        1            68         295               5
       31       16        0        1           234         533               5
       32       28       29        1           288         624               5
       33       16       33        1           457         762               5
       34       55       16        1           118         354               5
       35       15       29        1           276         665               5
       36       31       32        1           224         540               5
       37       12       24        1           147         540               5
       38       31       42        1           203         560               5
       39       34       37        1           338         720               5
       40       11       37        1           187         392               5
       41       17       41        1           296         608               5
       42       77       79        1            69         325               5
       43       15       34        1           166         560               5
       44        4       11        1            52         359               5
       45       15       32        1           278         630               5
       46       31       34        1           279         660               5
       47       34       42        1           196         509               5
       48        9       27        1           165         393               5
       49       79       30        1           382         780               5
       50        8       29        1           133         361               5
       51       20       41        1           233         482               5
       52       59       11        1           132         407               5
       53       33       33        1           337         725               5
       54       41       59        1           240         582               5
       55       32       21        1            67         351               5
       56       29       65        1           221         486               5
       57        6       25        1           267         585               5
       58       29       32        1           386         714               5
       59       57       16        1           363         720               5
       60       28       35        1            45         294               5
       61       54       81        1           237         580               5
       62       31       31        1           375         690               5
       63       59        9        1            48         399               5
       64       95       96        1           287         528               5
       65       91       43        1           287         624               5
       66        3       17        1           470         683               5
       67       55       23        1           173         399               5
       68       14       33        1           235         501               5
       69       11       47        1           238         569               5
       70       29       33        1           384         666               5
       71       18       34        1           310         676               5
       72       17       31        1           414         738               5
       73       38       50        1           447         778               5
       74       79        6        1           203         415               5
       75       11       42        1           395         630               5
       76       42       30        1           277         552               5
       77       26       34        1           388         759               5
       78       53       34        1           420         775               5
       79       34        4        1           275         559               5
       80       28       30        1           456         842               5
       81       30       38        1           339         675               5
       82       14       33        1           272         574               5
       83       11       23        1           396         598               5
       84       93       48        1           377         586               5
       85       32       44        1           394         706               5
       86       75       93        1           224         517               5
       87       27       27        1           137         411               5
       88       24       36        1           264         616               5
       89       28       71        1           193         466               5
       90       77       85        1           415         655               5
       91       28       38        1             9         369               5
       92       91        1        1           289         688               5
       93       33       32        1           494         851               5
       94       33       30        1           411         676               5
       95       16       28        1           446         756               5
       96       35       33        1           110         472               5
       97       18       35        1           233         576               5
       98       37       11        1           332         705               5
       99       35       28        1           104         345               5
      100       78       70        1           194         504               5
