TC-C1138

VEHICLE
NUMBER     CAPACITY
   100     655

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        8       81        0             0        2000               0
        1       77       50       74          1199        1343               5
        2       33       70        5           444         513               5
        3       30       99       93          1037        1115               5
        4      100       11        5           771         904               5
        5       72       68        7          1190        1279               5
        6       68       29       51          1607        1667               5
        7       39       18        9            92         238               5
        8       14        9       52          1489        1589               5
        9        5       71        9          1748        1851               5
       10       43       32        6          1285        1427               5
       11       54       26        8           211         339               5
       12       40       19        2           489         552               5
       13       10       25        6           469         540               5
       14        8       67        8           364         444               5
       15       51       25        7           299         446               5
       16       49       17       99            47         100               5
       17       70       15        3            47         126               5
       18       45       13       96           300         384               5
       19       11       70       85          1046        1163               5
       20       45       22       99           643         747               5
       21       52       23        1          1619        1711               5
       22       18       69       97           817         901               5
       23       71       44        4          1380        1527               5
       24       39       18        7           811         863               5
       25       63       32        9           449         519               5
       26      100        3        6           280         355               5
       27       55       27       56           471         611               5
       28       54       26       83           776         844               5
       29       31       48        2           719         860               5
       30       32       74        2           990        1116               5
       31       45       23       81           607         754               5
       32       52       50      100          1397        1466               5
       33        5       64        5          1450        1541               5
       34       38       81        5           298         354               5
       35      100        2        5          1073        1144               5
       36       84        4       10           567         688               5
       37       56       28       82          1350        1435               5
       38       10       59       10           839         933               5
       39       87        6        4           865         981               5
       40       55       27        8          1054        1143               5
       41       49        1       53           136         235               5
       42       37       20        2           257         385               5
       43       37       24        6          1646        1749               5
       44       48       37        8          1325        1399               5
       45       11       63        9           757         813               5
       46       36       15        3          1127        1185               5
       47       85       25        1          1185        1275               5
       48        5       78       10           932        1016               5
       49       63       56        6          1205        1342               5
       50       12       71        6           175         249               5
       51       54       26       10           143         243               5
       52       63       63        1          1194        1289               5
       53       41       17        8           183         291               5
       54       57       24        8           670         786               5
       55       55       27        6           741         796               5
       56       31       83        7          1563        1661               5
       57       55       27        9           620         770               5
       58       51       39       62          1723        1776               5
       59       39       18       71          1018        1136               5
       60       38       16        1           426         517               5
       61        9       16        8           618         722               5
       62       46        7        5            43         102               5
       63       44       21        9           867         992               5
       64       50       45        9          1349        1490               5
       65       39       18       57          1153        1229               5
       66       42       21       74           783         916               5
       67       45       22        2          1541        1657               5
       68       40       23        3          1261        1392               5
       69       40       11        8          1569        1630               5
       70       41       58        7          1161        1274               5
       71       37       18       60          1720        1841               5
       72       54       51       66          1407        1504               5
       73        5       61        1           539         662               5
       74       57       28       59           346         424               5
       75       44        7       83           651         726               5
       76       54       22        3           434         575               5
       77        0       52        5          1430        1521               5
       78       65       20        1          1338        1413               5
       79       52       34        9           851         907               5
       80       21       76       82           817         927               5
       81       39       17        9           409         508               5
       82       39       18       10          1449        1551               5
       83       60       11       98           705         830               5
       84       51       34       73           182         267               5
       85       37       16        2           176         314               5
       86        7       61       62           621         711               5
       87       37       17        5           748         896               5
       88       88        2       95          1212        1361               5
       89       81       10       83          1585        1724               5
       90       80        6        9           959        1020               5
       91       90       12        9           141         278               5
       92       55       27        6          1650        1722               5
       93        6       68        1           795         912               5
       94       66       17        5          1384        1503               5
       95       49       26        3          1609        1704               5
       96       51       14        2           334         421               5
       97       52       29        6           374         439               5
       98       40       26        3           612         681               5
       99       94       17       99           221         297               5
      100       99        9        8             1         122               5
