TC-RC2903

VEHICLE
NUMBER     CAPACITY
   100     8

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       89       88        1           476         557               5
        2       84       49        1           490         587               5
        3       11       31        1          1661        1743               5
        4       16       47        1           184         306               5
        5       17       47        1           674         761               5
        6       89       87        1           308         397               5
        7       89        6        1           775         860               5
        8       73       11        1           198         248               5
        9       39       11        1           256         313               5
       10       60       28        1           737         867               5
       11       16       48        1           168         288               5
       12       72       75        1           710         832               5
       13       31       43        1           770         834               5
       14       90       88        1           372         496               5
       15       18       46        1           806         922               5
       16       90       92        1           748         868               5
       17       47       81        1           564         624               5
       18       19       44        1          1457        1507               5
       19       87       72        1          1107        1192               5
       20       91       92        1           278         358               5
       21       12       60        1           773         859               5
       22       90       90        1           761         839               5
       23       38       78        1           757         895               5
       24       50       72        1           734         852               5
       25       97       29        1           775         826               5
       26        7       46        1           811         893               5
       27       91       94        1           784         873               5
       28       87       59        1           334         386               5
       29        9       40        1           818         948               5
       30       91       94        1          1174        1321               5
       31       70       38        1          1455        1508               5
       32       91       94        1           756         813               5
       33       22       48        1           233         321               5
       34       21       40        1           991        1132               5
       35       90        1        1           701         833               5
       36       90       69        1           710         803               5
       37       17       48        1           321         427               5
       38       91       90        1           220         280               5
       39       46       17        1           290         352               5
       40       61        5        1          1287        1390               5
       41       34       89        1          1407        1495               5
       42       61       48        1           330         458               5
       43       90       88        1          1038        1136               5
       44        3        0        1           815         936               5
       45       19       45        1           822         918               5
       46       20       56        1           207         352               5
       47       46       16        1           268         354               5
       48       18       57        1           225         344               5
       49       41       34        1           120         188               5
       50       16       48        1          1006        1087               5
       51       89       87        1           175         234               5
       52       19       45        1           738         876               5
       53       73       90        1           350         494               5
       54       11       59        1           297         383               5
       55       17       46        1           686         826               5
       56       92       90        1           834         910               5
       57       28       33        1           671         759               5
       58       68       14        1           344         410               5
       59        2       92        1           315         422               5
       60       94       65        1           809         906               5
       61       22       48        1           281         431               5
       62       97       66        1           201         278               5
       63       13       31        1            65         204               5
       64       65       67        1           198         287               5
       65       20        3        1           334         403               5
       66       92       75        1           304         397               5
       67       16       49        1           848         953               5
       68       84       94        1           787         893               5
       69       46       31        1           592         711               5
       70       12       48        1           274         404               5
       71       90       90        1           761         910               5
       72       69        3        1           235         340               5
       73       25        3        1           688         750               5
       74       45        4        1           654         760               5
       75       35        0        1           829         974               5
       76        9        1        1           165         311               5
       77       31       48        1           343         484               5
       78       46       48        1           831         916               5
       79       55       14        1           230         307               5
       80       78       10        1           308         440               5
       81       78        1        1           295         383               5
       82       91       91        1           338         465               5
       83       33       21        1           772         852               5
       84       17       46        1           834         972               5
       85       88        6        1           757         813               5
       86       26       64        1           242         353               5
       87       80       39        1           677         750               5
       88       20       18        1           850         913               5
       89       19       45        1           840         894               5
       90       15       14        1           156         299               5
       91       15       40        1           187         334               5
       92       42       87        1           360         462               5
       93       20       45        1           196         272               5
       94       18       46        1            35         179               5
       95        0       34        1           317         467               5
       96       66       88        1           782         867               5
       97       80       24        1          1342        1416               5
       98       88        1        1          1503        1589               5
       99       86       10        1           155         214               5
      100       91       89        1           229         358               5
