TC-RC1295

VEHICLE
NUMBER     CAPACITY
   100     94

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       83       31        0             0        1000               0
        1       35       24        5           388         653               5
        2       59       32        5           389         622               5
        3       33       54        4           270         617               5
        4       14       20        3           268         574               5
        5       90       63        9            45         334               5
        6       20       72        8           268         567               5
        7       60       69        5           490         754               5
        8       10       26        5           414         622               5
        9       54       63        4           459         827               5
       10       25       71        6           488         766               5
       11        8       44        9           418         737               5
       12       39       53        7           302         689               5
       13       38       18        9           431         815               5
       14       42       53        7           191         400               5
       15       32       94        5           119         371               5
       16       11       66        7           223         486               5
       17       18       73        9           207         550               5
       18        1       25       10           496         718               5
       19       77       46       10           195         411               5
       20       98       29        5           475         866               5
       21       38       24        8           302         639               5
       22       59       41        1           180         531               5
       23       20       80        7           198         446               5
       24       17       50       10           413         742               5
       25       11       74        8           202         580               5
       26       28       17        1           494         708               5
       27       21        2        5           290         621               5
       28       32       69        4           413         630               5
       29       76       42        6           437         745               5
       30       25       86        7           411         727               5
       31       59       31        2           449         785               5
       32       34       57        4           450         653               5
       33       47       84        3           482         734               5
       34       66       85        2           463         726               5
       35       31        7        8           408         762               5
       36       23       17        1           336         584               5
       37       53       23       10           477         788               5
       38       88       86        6           255         481               5
       39       21       74        7           261         465               5
       40       17       68        6           129         501               5
       41       49       38        2           350         621               5
       42       20       72        6           301         574               5
       43       40       55        1           314         631               5
       44       87       40        9           492         825               5
       45        8       57        7           307         527               5
       46       19       70        9           236         568               5
       47       15       98        8           290         564               5
       48       30       18        2           363         612               5
       49       14       62        5           228         616               5
       50       98       35        8           182         417               5
       51       18       77        7           186         533               5
       52       62       30        1           230         622               5
       53       20       79        6           189         564               5
       54       47       87       10           320         670               5
       55       28       17        5           170         551               5
       56       61       86        6           323         714               5
       57       45       35        7           474         848               5
       58       14       36       10           175         396               5
       59        5       87        7           456         845               5
       60       60       59        3           429         736               5
       61      100       89        4           402         697               5
       62       30        8        6           458         682               5
       63       35       52        2           295         590               5
       64       26       72        5           311         711               5
       65       29       18       10           350         667               5
       66       44       98        3           264         617               5
       67      100       51        1           407         702               5
       68       29       19       10           496         728               5
       69       37       51        5           306         684               5
       70       14       66       10           361         662               5
       71        6       96        8           417         746               5
       72       38       63        7           468         785               5
       73       32       20        3           262         591               5
       74       57       76        3           467         840               5
       75       57       25        1           279         567               5
       76        4       98        2           316         547               5
       77       51       65        1           465         672               5
       78       33       60       10           302         612               5
       79       49       46        1           198         592               5
       80       26       66        9           381         585               5
       81       17       72        3           170         468               5
       82       74       87        2           163         530               5
       83       85        9        6           431         739               5
       84       67       14        8           464         714               5
       85       34        8        5           485         719               5
       86        6       60        5           209         468               5
       87       35       25        8           473         832               5
       88       43       30        9           308         647               5
       89       23       67        6           181         570               5
       90       75       82        6           447         735               5
       91       30       36        3           422         715               5
       92       39       61        6           327         644               5
       93       40       57        9           254         477               5
       94       90       12       10           377         766               5
       95       38       54        3           191         460               5
       96       35       50        7           442         776               5
       97       30       50        5            65         372               5
       98       80       30        3           478         838               5
       99      100       61       10           293         501               5
      100       18       71       10           454         815               5
