TC-R2262

VEHICLE
NUMBER     CAPACITY
   100     338

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0       50       50        0             0        2000               0
        1       46       34        1           769         843               5
        2       74       75        5           691         825               5
        3       62       94       81           314         435               5
        4       15       66        2           226         341               5
        5       42       43        2          1546        1664               5
        6       14       73        1           696         820               5
        7        3       77       86           755         832               5
        8       86       89        5           791         893               5
        9       98       22        1           816         908               5
       10       10       39        9           205         263               5
       11       16       79       99          1332        1401               5
       12       99       80       71            65         196               5
       13       70       79        2           283         411               5
       14       94       19        7           510         642               5
       15       95       52        3           151         278               5
       16       69       58        3           162         226               5
       17       86       26       82           183         323               5
       18       52       72        6           252         370               5
       19        9       63        5           231         321               5
       20       13       81        7           669         757               5
       21       30       66       74          1644        1716               5
       22       14       29       64          1448        1550               5
       23       69        8       62           707         857               5
       24       32       42        5           789         887               5
       25       91       90       55           845         949               5
       26       76       97        6           179         236               5
       27       79       46        8           761         818               5
       28       50       89        6           190         305               5
       29       85       23        9          1322        1434               5
       30       93       38       59           757         872               5
       31       72       99        4           180         275               5
       32       92       55       65           798         848               5
       33       59       47        8           657         773               5
       34       78       94        2          1661        1795               5
       35       86       57        1           227         357               5
       36       92       30       54           347         463               5
       37       65       39        9           553         666               5
       38        5       10        3           340         480               5
       39       56       84        6           780         916               5
       40       69       87        7           775         866               5
       41       37       63       96           690         831               5
       42       93        8        1           150         254               5
       43        6       96        8           618         719               5
       44        3       59        7           316         391               5
       45        6       22        6           784         901               5
       46       55       69       86           897        1045               5
       47       96       90        4           201         283               5
       48       98       32        5           188         260               5
       49       64       51       86          1342        1429               5
       50       25       21       10           287         408               5
       51       46       32        5           794         912               5
       52       75        0        6           347         404               5
       53       44       43        3           346         443               5
       54       85       76        9           754         898               5
       55       26       50        9           772         867               5
       56       98       94        6           206         320               5
       57       33       25        1           194         321               5
       58       39       26        1           848         922               5
       59       11       50        9           667         789               5
       60       95       31        8           828         974               5
       61        2       37        8          1624        1722               5
       62       46       88        8           831         929               5
       63       66       39        9           651         793               5
       64        8       59        9           789         912               5
       65       60       73        4           250         380               5
       66       24        3        2          1734        1841               5
       67       39       56       10           370         454               5
       68       16       14        8           324         465               5
       69       86       74        8           271         326               5
       70       46       81        6           677         820               5
       71       33       62       82           799         942               5
       72       60       18       92           771         868               5
       73       29       26        9           224         343               5
       74       62       81        4           408         549               5
       75        4       29        6           266         331               5
       76       28       98       59           808         938               5
       77       43       30        6           825         967               5
       78       59       57        6           780         877               5
       79       40       94        7           754         849               5
       80       51       72       79           192         335               5
       81       43       59        3           803         929               5
       82        1       70        3           820         890               5
       83       30       53        3           180         261               5
       84       97       12        6           841         903               5
       85       27       63       10           332         413               5
       86        2       23        9           738         830               5
       87       13       17        7          1348        1416               5
       88       10       37        2          1639        1713               5
       89       28       20        1          1496        1552               5
       90       44        4        3           608         700               5
       91       81        9       83           245         352               5
       92       18       30        8           654         775               5
       93       19       46       10           234         313               5
       94       87       91       10           154         249               5
       95       18       10      100           261         331               5
       96       22       53        8           591         653               5
       97        6       31        6           794         868               5
       98       32       31        2           378         526               5
       99       24       74        7           244         312               5
      100       70       61       56           808         876               5
