TC-R3742

VEHICLE
NUMBER     CAPACITY
   100     188

CUSTOMER
CUST NO.   XCOORD.   YCOORD.   DEMAND    READY TIME   DUE DATE   SERVICE TIME
        0        0        0        0             0        2000               0
        1       95       10        8            26         356               5
        2       24       96        8           681        1033               5
        3        9       47        7          1487        1859               5
        4       50       94        7           831        1073               5
        5       25       32        8           270         561               5
        6       24       48        6           331         686               5
        7       32       51        9           261         640               5
        8       67       89        6           231         548               5
        9       70       79       10           746         994               5
       10       92       16        5           657        1003               5
       11       63       41        9          1156        1385               5
       12      100       53        9           183         481               5
       13       39       59        9           664         947               5
       14       42       56       10           780        1096               5
       15       32       21        6           248         471               5
       16       48       15        9           199         429               5
       17       22       43        5           750        1058               5
       18       19       81        8           609         920               5
       19       20       55        6           811        1167               5
       20       97       65        5          1049        1373               5
       21       54        1        9           779        1076               5
       22        2       67       10          1240        1496               5
       23       87       11        7           158         551               5
       24       97       89        9           740        1030               5
       25       48        0        8           157         403               5
       26       84       95       10           231         575               5
       27       68       29        5           106         428               5
       28       89       54        6           680        1036               5
       29       51       48       10           166         531               5
       30       89       30        9           655        1010               5
       31       28       20        7           199         514               5
       32        7        2        7            50         432               5
       33       55       82        6          1333        1547               5
       34       51       81        5           393         717               5
       35       80       67        9            29         283               5
       36       86        6        9           752        1068               5
       37       40        9        9           252         487               5
       38       58       79        6           836        1192               5
       39       26       90       10           677         920               5
       40       87        3        7           317         568               5
       41       55       94        5           994        1318               5
       42       78       90        6          1001        1346               5
       43       35       85        8           723        1012               5
       44       67       93       10           199         511               5
       45       90       35        7           270         632               5
       46       19       19        7           579         910               5
       47       95       38       10           827        1226               5
       48      100       31        8           249         633               5
       49       56      100       10           686         963               5
       50       47       77        5           418         624               5
       51       41       86        7           309         704               5
       52       74       40       10           698         978               5
       53       77       66       10           773        1057               5
       54       27        1       10           733        1048               5
       55       50       80        9           808        1201               5
       56       33        1        5           796        1148               5
       57       79        4       10           829        1097               5
       58       60       49        7          1328        1670               5
       59       12      100        9           801        1015               5
       60       52       47       10          1339        1702               5
       61       41       30        5           284         619               5
       62       89       26       10           201         435               5
       63       26       89        8           675        1054               5
       64       57       32        8          1048        1415               5
       65       75       50        8          1239        1459               5
       66       96       62        8           672         923               5
       67       50       78       10           760        1035               5
       68       45       86        8           771        1076               5
       69       37       78        7           783        1060               5
       70       96       16        7           234         537               5
       71       39       89        8           651         984               5
       72       23       91        7           698        1094               5
       73       51       39       10           187         426               5
       74        9       51        5           748         963               5
       75       57       26        7           826        1089               5
       76        3       86        8          1088        1484               5
       77       83       15        5           689         906               5
       78       81       75        6           156         449               5
       79       87       99        8            21         276               5
       80       44       76       10           720        1108               5
       81        8       35        9           744        1127               5
       82       23       56        8           338         627               5
       83       59       52        7           326         564               5
       84       38       96       10           298         675               5
       85       28       82       10           214         549               5
       86        7       82        8          1081        1469               5
       87       74       65       10           307         642               5
       88       52       83        6           234         498               5
       89      100       66        7           700        1038               5
       90       15       94        9           178         448               5
       91       37       67        8           294         555               5
       92       37       88        7           175         513               5
       93       20       42        9           660        1049               5
       94       89       42        5           296         661               5
       95       19       85        8           709        1054               5
       96       74       74        6           190         446               5
       97        8       30        7           720        1084               5
       98       23       57        5           867        1154               5
       99       20       22       10           258         633               5
      100       75       21        8           716        1052               5
